date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blueberries,Broccoli,Cabbage,Cantaloupe,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Feijoa,Fennel,Figs,Garlic,Grapefruit,Grapes,Greens,Guava,Kale,Kumquat,Lemons,Lettuce,Limes,Loquat,Lychee,Mushrooms,Napa,Nectarines,Onion,Oranges,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Pomegranate,Potatoes,Prunes,Pumpkin,Raisins,Rhubarb,Rutabaga,Spinach,Squash,Strawberries,Sweet Potato,Tangerines,Tomato,Turnip,Watercress,Watermelon,Yams
2012-11-01,3,0,0,0,59,6,14,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,8,0,0,0,66,0,13,0,0,0,0,0,0,0,0,8,0,0,0,0,0,31,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0
2012-12-01,3,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,12,0,0,0,6,0,0,0,0,0,0,0,0,15,3,14,0,0,0,0,54,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0
2013-01-01,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,2,2,0,0,0,0,15,0,0,0,0,1,0,0,7,0
2013-02-01,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
2013-03-01,2,0,0,0,0,6,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,12,0,0,0,0,47,0,2,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
2013-04-01,3,15,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,33,55,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0
2013-05-01,4,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-01,2,14,0,0,46,6,11,0,0,0,52,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,51,0,0,0,12,0,0,0,0,0,0,0,0,0,11,0,1,24,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,64,0,6,0
2013-07-01,5,0,0,0,0,10,11,69,0,0,0,0,0,0,0,0,13,0,0,0,0,72,0,6,0,0,32,0,0,0,0,0,0,0,0,0,0,0,6,0,0,17,0,0,13,0,0,0,0,0,0,5,3,0,2,0,0,0,0,0,0,0,0,0,0,6,0
2013-08-01,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,100,0,0,0,0,0,0,0,0,11,0,0,0,100,0,0,0,0,3,0,2,0,2,0,0,14,0,0,0,0,0,0,0,10,0
2013-09-01,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
2013-10-01,3,0,0,0,44,9,0,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,13,0,2,0,30,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-01,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,11,0,0,56,0,0,0,0,2,0,0,0,13,14,0,11,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,5,0,0,0,3,1,13,1,0,0,0,0,0,53,0,0,0,0,0,0
2013-12-01,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,42,0,9,0,0,0,0,0,0,0,0,5,0,0,0,11,2,20,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
2014-01-01,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,27,0,0,0,0,10,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,10,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-01,3,0,0,0,0,5,0,0,0,0,45,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,45,12,0,0,0,0,0,0,0,0,0,11,0,0,0,11,2,11,0,0,0,0,40,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-01,5,11,0,92,0,5,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,42,10,0,0,0,0,0,0,0,5,0
2014-04-01,2,0,0,97,0,6,9,0,0,43,0,0,2,0,0,0,10,0,0,0,10,0,10,5,3,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,19,0,0,4,0,36,0,0,1,11,1,0,0,11,0,0,0,0,1,51,0,0,0
2014-05-01,4,11,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,10,42,39,0,0,0,0,0,0,0
2014-06-01,2,11,0,96,36,9,9,52,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,74,4,0,10,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,4,0,43,0,0,0,0,0,0,0,0,7,0
2014-07-01,5,11,3,0,0,10,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,74,0,0,10,0,0,5,0,0,8,10,1,19,0,0,4,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-01,3,0,0,100,0,8,9,0,0,0,0,0,0,100,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,37,0,0,0,0,5,0,0,11,0,41,0,0,0,0,0,5,0
2014-09-01,3,0,0,0,0,10,0,0,0,0,0,100,0,0,0,0,10,0,0,49,0,0,0,0,0,0,26,0,0,9,0,15,0,0,0,0,0,0,5,0,0,0,0,1,20,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-01,2,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,9,0,0,44,0,0,0,0,3,0,0,38,0,8,0,9,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,4,0,0,0,3,0,0,1,0,0,10,0,0,0,0,2,0,0,5,0
2014-11-01,3,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,4,17,0,0,0,0,33,2,0,1,0,1,0,0,0,0,0,41,0,0,46,0,4,0
2014-12-01,3,0,0,0,29,10,0,0,0,0,0,0,0,81,0,22,12,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,3,0,30,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,94
2015-01-01,2,0,2,0,30,5,7,0,0,53,0,0,2,0,0,0,32,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,4,2,0,0,9,3,12,0,0,0,0,0,0,2,0,0,0,0,37,9,0,0,0,0,0,0,0,6,0
2015-02-01,2,0,0,0,0,7,0,0,0,38,71,0,0,0,0,0,9,0,0,0,9,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,10,1,0,0,10,0,0,0,0,0,0,0,0,0
2015-03-01,4,0,0,0,0,7,0,0,0,35,0,0,0,81,0,0,79,0,0,0,0,0,0,4,1,0,20,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,3,16,0,0,0,0,0,0,0,0,0,1,0,36,0,0,0,74,0,1,0,0,0,0
2015-04-01,3,10,2,0,0,9,7,0,0,0,0,0,0,0,0,0,100,0,0,41,9,0,9,0,1,2,0,0,0,0,0,0,65,7,0,9,0,0,0,0,0,0,0,2,16,0,0,0,0,32,0,1,1,9,0,0,0,19,37,35,0,0,1,44,0,6,0
2015-05-01,3,9,0,79,0,7,7,0,0,35,0,0,0,0,0,0,71,0,0,0,0,0,8,4,0,1,0,0,9,7,0,0,61,0,0,8,0,0,0,0,100,0,0,1,8,0,0,0,8,30,0,1,1,0,0,0,0,0,35,0,0,0,0,0,0,4,0
2015-06-01,5,9,0,0,0,8,0,0,0,36,0,0,0,0,0,23,28,0,0,0,8,0,0,0,0,0,42,0,0,7,0,0,0,7,0,0,0,94,0,1,0,0,0,1,8,0,0,4,0,0,0,1,1,9,1,0,0,0,0,0,0,0,0,0,0,4,0
2015-07-01,3,0,0,0,0,8,0,0,0,31,0,0,0,0,0,0,25,0,0,35,0,0,0,0,0,0,0,0,8,12,0,0,55,3,0,0,38,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,1,8,1,0,0,8,31,0,0,0,0,0,0,13,0
2015-08-01,2,0,0,0,0,11,0,0,0,34,0,0,0,0,0,0,15,0,8,0,8,0,8,0,1,0,19,0,0,6,38,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,1,0,8,1,0,0,0,0,0,0,0,1,40,0,6,0
2015-09-01,0,0,2,0,0,11,7,0,0,0,0,0,0,80,0,0,31,0,9,0,0,89,0,0,2,0,20,33,0,0,0,0,0,3,0,16,0,0,0,0,0,0,8,1,0,60,0,7,0,0,0,2,1,9,3,0,0,9,0,33,0,0,1,0,0,0,0
2015-10-01,4,0,0,74,0,8,13,0,48,33,0,0,1,0,0,0,33,0,8,0,0,0,0,0,0,0,0,31,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,7,3,8,0,2,0,1,8,2,0,0,0,33,0,0,0,1,0,0,4,90
2015-11-01,2,0,2,0,0,9,0,0,0,0,0,0,1,74,0,0,22,30,0,0,8,0,0,4,2,0,0,30,8,6,0,0,0,0,0,8,0,0,0,0,0,0,0,2,7,0,0,0,0,28,2,1,0,8,2,0,33,0,0,0,0,0,0,0,0,0,0
2015-12-01,3,0,2,0,25,12,9,0,0,29,28,0,0,0,0,0,16,0,0,0,7,0,7,3,1,0,0,0,0,0,0,7,0,0,0,7,0,0,0,1,0,0,7,2,0,0,0,3,0,25,0,2,0,7,1,0,31,0,0,0,46,0,0,0,0,0,0
2016-01-01,2,7,0,0,0,6,0,0,0,54,0,0,0,0,0,0,21,0,0,29,0,0,0,0,1,0,0,25,0,5,0,0,0,3,0,13,0,0,0,1,0,0,0,3,6,0,0,0,0,23,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0
2016-02-01,2,7,0,0,0,5,0,0,0,0,0,0,3,0,6,0,13,0,0,0,0,0,0,3,0,1,0,0,0,5,0,6,0,3,0,0,0,0,0,2,0,0,0,2,6,0,0,0,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0,33,0,0,0
2016-03-01,3,6,0,0,21,9,0,0,0,0,23,0,1,0,0,0,25,0,0,27,0,0,0,0,1,0,0,0,0,0,29,8,0,2,0,0,0,0,3,0,0,0,6,1,11,0,0,0,0,32,0,2,1,6,1,0,25,0,0,23,0,0,0,0,0,6,0
2016-04-01,2,7,2,59,0,7,11,0,0,27,25,0,0,0,0,0,21,0,0,0,0,0,0,0,2,1,0,25,0,0,0,6,93,0,0,6,0,0,0,0,0,0,6,1,6,0,0,0,0,22,2,1,1,7,1,0,0,7,0,0,0,0,0,31,0,3,0
2016-05-01,1,0,2,0,0,8,0,0,0,0,37,0,0,0,0,0,24,0,0,29,0,0,0,0,1,0,0,0,0,10,0,6,0,0,0,9,0,0,3,0,0,0,0,1,12,46,0,0,0,45,0,0,0,0,1,78,0,0,0,25,0,0,0,0,0,6,0
2016-06-01,4,7,0,0,0,6,0,0,0,28,26,0,0,0,0,0,9,0,0,0,6,0,7,3,1,0,0,26,0,5,0,0,0,0,0,7,0,0,0,0,0,0,7,1,0,0,6,5,0,0,0,2,1,7,2,0,28,0,0,0,0,0,0,0,0,22,0
2016-07-01,1,0,0,0,0,9,0,0,0,0,0,62,0,0,0,0,9,0,0,0,6,0,7,0,1,0,0,26,0,5,0,0,0,0,0,0,0,72,0,1,0,0,0,0,6,0,0,0,0,0,2,1,0,7,1,0,0,0,0,0,0,0,0,0,2,8,0
2016-08-01,2,0,0,0,0,9,0,0,0,31,0,70,0,70,0,0,7,0,0,0,0,40,7,0,1,0,0,0,0,6,0,7,0,0,0,7,0,0,5,1,0,6,7,0,27,0,0,0,0,26,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,14,0
2016-09-01,1,0,0,0,27,10,0,0,46,32,0,0,0,0,7,0,14,0,0,0,8,0,15,0,0,1,19,31,0,0,0,7,56,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,82,0,2,0,8,4,0,0,8,0,30,34,0,2,0,0,0,0
2016-10-01,3,8,0,0,25,8,12,0,0,59,0,0,0,66,7,0,16,0,0,0,0,0,0,0,0,1,0,0,0,6,0,20,0,3,0,0,0,0,3,1,0,0,0,0,6,0,0,0,7,25,2,1,0,7,4,0,0,0,0,0,0,0,0,0,0,3,0
2016-11-01,1,8,0,0,0,5,0,0,0,30,28,0,0,68,0,0,17,28,0,33,0,0,0,0,2,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,3,0,0,0,2,0,22,2,0,0,7,0,28,0,0,0,35,0,3,0
2016-12-01,4,0,2,61,0,11,0,0,0,27,0,0,0,0,0,0,27,0,7,0,0,0,0,6,2,1,0,0,0,5,0,6,47,0,0,0,0,0,0,1,0,0,0,1,6,0,0,3,0,46,2,1,0,0,1,0,0,7,0,0,28,0,0,0,0,0,0
2017-01-01,1,0,0,0,0,6,0,0,0,39,24,0,0,0,0,0,0,0,0,28,0,0,0,3,0,1,0,24,0,0,0,0,45,3,0,0,0,0,0,0,0,0,0,2,6,0,0,5,6,0,0,2,0,6,1,0,26,0,0,0,27,0,1,0,0,0,0
2017-02-01,2,0,0,0,25,5,6,0,0,0,28,0,0,0,0,0,17,0,8,0,0,38,7,0,0,0,0,28,0,0,0,7,52,3,0,0,0,0,3,0,0,6,0,2,7,0,0,3,0,0,0,2,0,11,1,0,0,0,30,0,0,0,1,0,0,13,0
2017-03-01,2,0,0,0,0,7,6,0,0,0,26,61,1,0,6,0,12,0,0,0,6,35,0,0,0,0,0,0,0,5,0,6,0,3,0,0,0,0,3,0,0,5,7,2,6,0,0,3,0,46,0,1,1,0,1,0,0,7,28,0,0,0,1,0,2,5,0
2017-04-01,2,7,0,0,48,5,6,0,0,29,27,0,0,0,0,0,32,27,0,63,0,0,0,3,0,0,16,0,0,5,0,0,0,6,0,13,0,0,3,0,0,0,0,1,13,0,0,3,0,0,0,1,0,14,2,0,0,0,29,27,0,0,0,0,0,5,0
2017-05-01,3,8,2,0,25,10,0,0,0,0,0,0,0,0,0,19,0,28,0,0,0,0,0,0,2,0,0,29,0,0,0,7,52,0,0,0,0,0,0,0,0,6,7,1,13,0,0,0,0,0,0,2,0,8,1,0,0,0,0,0,31,0,1,36,0,7,0
2017-06-01,1,0,0,0,29,12,0,0,49,0,0,0,0,0,8,0,15,0,0,0,0,0,8,0,1,0,19,32,0,6,0,8,60,0,0,0,0,0,0,0,0,7,8,0,23,0,0,0,0,29,0,1,0,8,2,0,0,0,0,0,0,0,0,0,0,17,0
2017-07-01,1,0,0,0,0,8,7,40,0,33,0,74,0,0,0,0,7,0,0,0,0,0,0,0,0,1,19,0,0,6,0,15,0,0,0,8,0,0,0,0,0,6,8,0,15,0,0,0,0,42,0,0,2,8,2,0,0,0,0,0,0,96,0,0,0,8,0
2017-08-01,1,0,2,0,0,8,0,0,0,34,32,0,0,78,0,0,11,32,9,38,0,0,0,0,1,0,20,32,0,13,0,0,0,3,0,0,0,0,0,0,0,0,8,0,8,60,0,0,0,29,0,0,1,9,1,0,0,9,0,0,0,50,1,0,0,12,92
2017-09-01,2,0,0,0,31,5,7,0,0,0,0,0,0,83,8,0,21,0,9,0,0,47,9,0,0,0,0,35,0,7,0,8,64,4,0,9,0,0,0,0,0,7,9,2,8,0,0,0,8,62,2,0,2,0,3,0,0,0,0,34,38,0,0,0,0,0,0
2017-10-01,3,0,0,0,29,4,7,0,50,35,33,0,0,79,0,0,31,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,61,0,0,0,0,0,4,0,0,0,8,0,8,0,0,0,0,29,3,0,1,9,1,0,0,0,0,0,0,0,1,0,0,0,95
2017-11-01,2,0,2,77,29,5,7,0,0,0,0,0,0,0,0,21,8,0,0,38,8,44,8,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,1,8,0,0,0,0,0,2,1,0,9,2,0,0,0,35,0,0,0,0,0,0,0,0
2017-12-01,1,9,2,0,0,8,7,0,0,0,0,0,2,76,0,0,15,0,8,37,0,43,0,0,0,0,19,94,0,13,0,8,0,3,0,0,0,0,0,1,0,0,8,1,7,0,0,0,0,0,0,1,1,8,1,0,35,8,0,31,0,0,1,39,3,4,0
2018-01-01,2,0,0,0,29,5,20,0,0,34,32,0,0,0,8,0,8,64,0,0,0,0,0,6,1,0,0,32,0,16,0,8,0,7,0,12,0,0,4,0,0,0,0,3,8,59,0,7,0,29,2,1,0,8,1,0,35,0,34,0,0,100,0,100,0,4,0
2018-02-01,5,0,0,0,0,6,7,0,0,36,34,0,0,84,0,0,33,0,0,0,8,0,9,4,1,0,21,34,9,7,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,63,0,5,0,0,0,1,1,9,1,0,37,0,0,0,0,0,0,86,0,4,99
2018-03-01,1,0,0,73,27,9,7,0,0,32,30,72,0,0,7,0,7,31,0,36,0,0,0,0,1,0,19,0,8,0,0,0,58,0,0,15,0,0,0,0,0,0,8,2,7,0,0,3,0,56,0,2,0,8,3,0,0,8,0,31,34,0,1,38,0,0,0
2018-04-01,2,9,2,0,30,8,0,0,50,35,0,0,0,80,0,0,24,0,0,38,0,0,0,0,1,0,0,0,9,13,40,0,61,4,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,30,2,2,1,9,1,0,0,9,0,33,0,0,0,0,0,4,0
2018-05-01,3,0,2,0,31,16,7,45,0,0,0,0,0,0,0,0,17,0,9,0,0,0,0,0,1,0,21,70,0,7,0,0,0,4,0,0,0,0,0,1,0,7,9,3,8,0,0,4,0,32,0,2,2,9,2,0,0,9,0,0,0,0,0,0,0,8,0
2018-06-01,3,9,0,80,30,6,7,0,0,36,34,0,0,0,0,0,24,0,0,0,12,45,8,0,1,0,21,68,0,7,0,8,0,0,0,13,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,1,9,3,0,0,0,0,0,0,0,1,0,0,8,0
2018-07-01,5,0,2,0,31,7,0,0,0,0,0,0,0,0,0,0,32,0,0,0,8,0,0,4,0,0,21,35,0,0,0,8,0,0,0,0,0,0,4,1,0,14,0,1,16,0,0,0,0,31,0,1,1,14,2,0,0,9,0,34,0,0,1,0,3,8,100
2018-08-01,2,0,0,85,0,9,8,0,0,38,36,0,0,0,0,0,8,0,0,0,0,0,9,0,2,0,22,0,0,7,0,0,65,0,35,0,0,0,0,1,0,7,9,1,8,0,0,0,0,0,0,1,0,14,3,0,0,14,0,35,0,0,0,0,0,11,0
2018-09-01,5,9,0,81,30,9,15,44,52,36,0,80,2,0,8,0,8,0,0,0,8,46,0,0,2,0,21,34,9,7,0,0,63,0,0,0,0,0,0,0,0,0,9,0,16,0,8,3,0,31,0,1,2,9,1,0,0,9,54,34,38,0,2,0,0,4,0
2018-10-01,4,0,2,0,0,7,23,40,0,50,31,0,0,75,7,0,11,0,0,0,0,0,8,4,3,0,19,0,0,6,0,7,0,3,31,0,0,0,4,1,0,0,8,0,18,0,7,6,0,28,0,1,2,8,2,0,0,8,33,0,34,0,1,39,0,6,0
2018-11-01,5,0,0,75,0,6,13,41,0,100,31,75,2,75,7,0,30,0,0,0,8,0,0,0,2,3,0,78,0,0,0,7,59,5,0,0,0,0,0,1,0,0,8,2,11,0,0,3,0,56,0,1,1,8,1,0,0,13,100,0,35,49,1,59,0,6,0
2018-12-01,4,9,0,0,57,6,17,41,0,34,32,0,2,0,8,21,19,32,9,37,0,43,0,4,1,1,0,48,8,11,38,0,59,0,0,8,0,0,0,1,0,0,16,4,15,59,11,3,8,29,2,5,0,8,2,100,0,13,34,0,53,50,1,0,0,4,0
