date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Bean Sprouts,Beans,Beets,Blackberries,Blueberries,Bok Choy,Boysenberries,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Feijoa,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Honeydew Melon,Iceberg Lettuce,Jerusalem Artichoke,Jicama,Kale,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Malanga,Mangos,Mushrooms,Napa,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pummelo,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Watercress,Watermelon,Yams,Yellow Squash,Cassava
2006-06-01,39,0,0,0,0,37,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,31,0,0,0,26,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2006-07-01,28,0,0,0,90,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,54,0,58,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,54,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0
2006-08-01,50,0,0,0,80,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,52,0,0,0,0,0,0,51,50,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,34,0,0,0,0,0,30,0,0,0,25,0,0,50,0,0,0,0,0,0,50,0,100,0,24,0,47,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
2006-09-01,34,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,51,0,46,0,0,0,0,0,0,0,0,0,87,0,63,0,0,0,0,0,0,0,30,0,0,43,0,0,82,0,0,0,0,87,0,0,0,0,0,0,0,0,46,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,43,29,0,0,0,0,0,0,43,0,0,0,0,0
2006-10-01,39,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,30,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,76,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0
2006-11-01,36,0,0,0,0,19,0,0,0,0,0,0,0,70,0,0,0,47,47,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,36,51,0,0,0,0,0,0,0,0,0,0,35,0,0,65,34,0,0,0,0,0,37,0,0,0,0,0,0,36,0,72,0,52,0,34,0,0,0,0,0,0,0,0,0,37,34,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-01,18,0,41,0,0,36,0,0,100,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,81,0,37,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,44,0,0,0,18,0,0,0,0,0,0,0,0,100,37,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-01-01,62,0,35,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,100,21,0,0,0,0,0,37,29,0,0,0,0,0,63,0,0,0,0,0,0,31,0,0,0,30,0,29,0,0,0,0,0,0,0,0,60,0,29,0,0,59,0,0,0,0,30,0,28,0,0,0
2007-02-01,33,0,0,38,0,32,0,0,0,0,0,0,0,64,0,60,0,0,0,0,0,0,0,57,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,96,0,0,0,0,0,0,0,32,0,0,26,0,0,0,0,0,0,50,0,0,0,0,0,0,100,0,0,0,16,0,31,0,35,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,33,0,0,30,0,0,0
2007-03-01,30,0,0,0,47,21,0,32,0,0,0,100,0,57,0,0,0,0,0,0,0,0,7,67,0,0,0,0,0,0,0,0,0,0,0,33,0,59,0,0,0,0,47,0,0,0,0,0,0,41,0,0,0,0,0,0,0,40,0,0,0,0,0,36,0,0,0,15,0,100,0,32,0,53,0,34,0,30,0,0,0,0,0,28,0,31,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,59,0,0,27,0,0,0
2007-04-01,31,0,0,0,100,25,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,53,0,0,0,0,30,0,0,0,0,0,0,0,0,0,31,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,30,0,0,18,0,0,0,26,0,0,0,0,0,0,0,0,0,31,0,0,0,15,0,86,0,32,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,28,0,0,0
2007-05-01,27,31,0,0,0,31,0,0,0,100,0,0,0,52,0,0,0,35,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,18,0,0,26,0,0,16,0,0,0,14,0,0,27,29,0,19,0,31,0,27,0,0,0,13,0,25,0,0,0,0,0,0,0,0,52,0,51,34,0,0,0,0,0,0,0,0,49,0,0,0
2007-06-01,28,0,0,33,0,25,0,0,0,0,0,95,0,55,0,0,54,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,83,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,19,0,0,0,0,0,28,26,0,0,24,0,0,28,0,0,20,0,0,0,57,0,0,0,0,0,27,0,30,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,56,27,0,26,0,0,0
2007-07-01,15,0,33,0,47,18,0,32,0,0,0,0,0,0,0,0,57,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,36,28,0,0,30,57,0,30,32,0,0,0,0,0,40,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,57,0,0,0,0,0,0,53,0,0,0
2007-08-01,44,100,0,0,47,21,0,0,0,0,34,0,0,57,0,52,0,0,0,100,0,0,0,33,0,0,38,0,28,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,79,0,20,0,0,28,0,0,26,27,0,0,15,0,0,0,0,0,0,0,0,79,29,0,0,100,14,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0
2007-09-01,20,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,34,0,100,0,0,30,0,0,34,55,25,0,0,0,0,0,0,29,0,0,26,0,0,0,0,0,0,0,0,50,0,37,0,0,25,0,0,0,0,0,0,0,0,0,0,24,0,71,0,13,0,0,26,0,0,0,0,30,0,26,0,0,0,0,100,25,0,0,0,0,0,51,0,0,0,0,25,33,0,0,0,100,0,26,0,0,0,0,0,0
2007-10-01,35,0,0,27,0,29,0,25,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,27,0,0,0,0,22,0,24,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,22,0,0,0,0,0,0,0,0,0,0,14,22,0,0,20,0,0,24,0,0,17,0,0,0,23,0,0,0,30,0,22,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,42,0,0,0
2007-11-01,11,0,0,0,36,33,0,0,0,0,0,0,0,85,0,0,0,0,28,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,46,24,0,22,22,0,0,0,35,0,0,0,0,42,0,0,0,0,31,0,0,0,0,15,0,0,21,0,99,31,0,0,93,11,0,0,0,24,0,16,0,25,0,22,0,0,0,32,0,21,21,0,0,100,0,0,0,0,42,22,0,0,0,0,0,0,0,0,0,46,0,0,0,0
2007-12-01,16,27,26,0,0,19,0,25,0,0,0,0,0,45,0,0,0,30,0,0,0,0,0,27,0,0,0,49,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,100,0,0,0,0,65,0,0,22,0,0,64,0,16,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,17,0,0,64,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,35,0,0,0,0,0,0
2008-01-01,16,0,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,27,87,20,0,0,0,62,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,21,0,0,40,0,0,12,19,0,0,11,0,0,0,0,0,0,0,24,57,42,0,0,0,10,81,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,0,0,0,0,100
2008-02-01,18,0,0,0,0,37,0,24,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,25,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,30,0,0,21,0,0,61,0,15,0,0,21,0,98,13,0,0,0,11,0,0,0,0,0,0,0,0,0,22,0,0,0,11,0,21,0,0,0,0,0,0,0,0,0,0,21,14,0,0,0,0,0,44,0,0,0,0,0,0
2008-03-01,24,0,23,0,33,31,0,0,0,0,0,70,0,0,0,0,40,27,27,0,80,0,0,0,0,0,27,0,20,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,57,0,14,0,0,20,0,93,25,0,0,0,0,0,0,21,0,0,15,0,0,0,42,0,0,0,20,0,20,0,22,0,0,0,0,0,0,0,21,20,27,0,0,0,0,0,21,20,0,38,0,0,0
2008-04-01,21,0,24,0,0,44,0,23,0,0,0,0,0,42,0,39,0,56,0,0,0,0,5,0,0,0,0,0,20,0,22,0,0,0,0,24,0,0,0,0,0,0,34,0,0,0,0,0,0,30,0,11,0,0,0,0,0,14,0,0,0,0,0,13,20,0,0,0,0,0,22,0,0,15,0,25,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,20,0,0,0,82,0,0,0,0,0,0,0,0
2008-05-01,33,0,24,0,0,38,0,23,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,25,0,0,0,0,21,0,22,0,0,0,0,24,0,44,22,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,21,0,96,17,0,0,0,0,0,0,0,24,0,15,0,0,0,0,0,0,0,10,0,0,0,23,0,0,0,0,0,0,63,0,0,14,0,0,0,0,0,0,20,0,0,0,0,0
2008-06-01,34,0,0,0,0,32,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,21,0,0,0,0,0,0,0,26,0,0,100,0,0,0,0,0,0,0,42,22,31,0,0,0,0,0,0,36,0,0,0,0,0,100,27,42,0,0,11,0,0,34,24,0,0,0,26,0,34,0,0,0,11,0,21,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,22,0,0,20,0,0,0
2008-07-01,12,0,26,27,75,31,0,25,0,0,0,79,0,0,0,42,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,23,0,0,27,37,0,0,0,0,0,0,0,0,0,22,0,0,64,0,16,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,17,0,0,0,24,0,0,0,0,0,0,22,0,0,0,0,45,33,0,45,0,0,15,0,0,0,89,0,23,22,0,32,0,0,0
2008-08-01,27,0,0,0,0,31,0,0,0,0,0,0,0,45,0,0,44,0,0,0,89,0,0,0,0,0,0,49,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,33,0,0,22,0,0,97,0,0,0,0,0,0,0,33,22,0,0,0,0,0,0,0,0,34,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-01,42,0,0,0,0,24,0,0,56,0,0,0,0,40,0,0,0,0,0,0,79,0,0,0,0,0,0,0,20,0,0,0,61,0,44,23,0,0,0,0,0,0,34,0,0,0,0,0,0,30,0,0,0,0,0,57,0,14,0,0,0,0,94,25,19,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,20,0,20,0,22,88,0,0,0,0,0,40,0,20,26,0,0,0,0,0,21,0,0,19,0,0,0
2008-10-01,25,0,21,0,0,46,0,20,0,0,0,0,0,36,100,33,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,21,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,18,0,0,17,0,0,78,0,0,0,19,20,0,47,0,0,0,37,0,0,0,13,0,0,0,0,0,0,0,0,0,0,36,0,35,12,0,0,0,0,0,18,18,0,67,0,0,0
2008-11-01,19,0,21,0,31,39,0,20,0,0,0,0,0,61,0,0,0,24,0,0,0,0,5,22,0,0,24,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,60,0,0,0,0,0,0,0,0,0,18,0,0,52,0,0,0,0,0,0,0,11,18,51,0,14,0,0,19,0,0,14,0,0,0,32,0,0,0,21,0,18,0,20,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
2008-12-01,37,0,0,0,0,38,0,0,0,0,0,0,0,36,0,0,0,0,24,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,39,0,0,0,19,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,52,0,12,0,0,18,0,0,59,0,100,79,25,0,63,38,0,0,0,0,0,0,56,0,0,0,13,0,18,0,20,0,0,0,0,0,0,0,19,0,24,0,0,0,0,0,28,0,0,34,0,0,0
2009-01-01,20,0,18,0,41,34,0,18,46,0,0,0,0,0,0,0,0,21,21,0,0,0,0,19,0,0,22,69,0,0,0,0,0,0,0,19,0,17,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,27,22,0,0,0,0,0,23,0,0,0,13,0,0,17,0,0,0,0,0,0,28,0,0,0,12,0,16,0,0,0,0,0,0,0,0,0,0,16,0,0,32,0,0,0,33,0,0,23,0,0,0
2009-02-01,27,0,0,0,0,47,0,19,0,0,0,0,0,70,0,0,34,0,0,0,0,0,0,21,0,0,0,75,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,96,0,0,0,0,18,25,0,0,17,0,0,50,0,18,0,59,0,0,0,29,17,49,0,14,0,0,0,20,0,0,0,0,0,36,0,0,0,9,0,0,0,0,0,0,0,0,0,0,35,0,0,15,0,0,0,0,0,18,17,0,33,0,0,0
2009-03-01,19,19,35,0,25,24,0,17,0,0,0,0,0,0,0,0,31,0,0,0,61,0,0,0,0,0,0,33,0,0,0,0,0,53,0,18,0,16,32,72,0,0,25,0,0,0,0,0,0,0,0,0,15,0,0,0,0,11,0,53,15,0,0,22,15,0,0,8,0,0,0,18,0,12,0,18,0,16,0,0,0,8,0,15,0,0,0,0,0,0,0,0,31,0,0,10,0,0,0,0,0,32,0,0,0,0,0,78
2009-04-01,9,0,0,21,30,25,0,0,51,0,0,0,0,0,0,0,0,48,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,17,35,0,0,19,0,0,19,0,0,27,0,0,0,19,0,0,0,15,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,18,0,17,0,0,0
2009-05-01,14,0,39,0,27,46,0,18,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0,36,16,0,0,0,100,0,0,19,0,0,52,0,0,0,27,0,0,0,0,0,17,0,0,9,16,0,0,47,28,0,0,0,0,0,0,15,0,0,0,9,33,0,0,0,0,12,0,0,0,69,0,0,60,8,0,0,0,0,0,0,0,0,0,0,33,0,16,11,0,33,0,0,0,26,0,0,31,0,0,0
2009-06-01,13,0,0,20,42,42,0,19,0,0,0,0,0,34,0,32,0,23,0,60,0,0,0,20,0,0,0,0,17,0,18,0,0,0,37,0,0,17,18,0,0,0,0,0,0,0,0,100,18,0,0,9,0,0,0,0,0,0,0,0,17,0,0,28,0,0,0,9,0,0,0,0,0,0,0,0,0,36,0,0,0,8,0,17,0,19,0,0,0,0,0,0,34,0,0,11,0,0,0,0,0,0,17,0,16,0,0,0
2009-07-01,33,0,0,0,31,37,0,20,0,0,0,0,0,74,0,0,36,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,40,0,0,19,38,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,13,0,0,0,0,0,34,0,0,80,0,0,0,29,0,0,21,0,0,0,19,0,0,0,9,0,18,0,0,0,0,100,0,0,0,0,19,0,12,0,0,0,0,0,19,18,0,0,0,0,0
2009-08-01,25,22,0,0,0,55,0,0,0,0,0,0,0,37,0,68,36,0,0,0,0,0,0,43,0,0,0,0,18,0,0,0,0,62,0,0,0,0,0,0,0,0,30,100,0,0,0,0,0,0,0,0,0,0,0,52,0,13,0,0,0,0,84,15,0,0,0,19,0,64,0,21,0,0,0,0,0,19,0,0,0,23,0,18,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,19,0,0,34,0,0,0
2009-09-01,38,0,0,0,0,34,0,0,0,0,0,58,0,68,0,31,0,0,0,0,0,0,0,20,0,0,22,0,0,33,18,0,0,0,36,39,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,9,16,0,0,48,0,23,0,0,17,0,0,10,0,0,0,22,0,0,35,56,0,0,0,0,47,17,0,0,0,29,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,23,31,0,0
