date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blueberries,Boniato,Broccoli,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Jicama,Kale,Lemons,Lettuce,Lychee,Malanga,Mangos,Mushrooms,Napa,Okra,Onion,Oranges,Papayas,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plantains,Pomegranate,Potatoes,Pumpkin,Quince,Raisins,Romaine Lettuce,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tomato,Watercress,Watermelon,Yams,Cassava
2012-11-01,0,0,7,0,11,13,7,35,0,0,28,20,0,0,0,0,0,10,0,0,0,0,0,8,51,32,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,20,0,22,7,0,0,7,20,10,0,0,6,0,0,0,0,7,0,0,0,20,0,0,0,0,0
2012-12-01,7,0,7,8,0,14,0,0,0,0,20,0,0,0,0,0,0,7,12,0,0,0,0,0,0,23,5,0,7,36,0,0,0,0,10,21,0,0,8,0,0,21,0,0,15,34,0,0,0,0,0,0,9,0,0,0,0,14,25,8,0,21,0,0,0,0,0
2013-01-01,7,0,0,0,0,13,11,0,0,0,0,0,0,0,0,0,18,0,0,0,0,27,0,12,0,10,0,26,14,0,7,0,63,0,10,0,0,0,0,0,0,20,16,22,7,0,0,14,20,0,0,0,0,0,0,4,0,0,23,0,0,0,6,0,11,0,0
2013-02-01,22,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,7,0,9,0,30,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,12,0,0,0,0,5,0,0,4,0,7,25,8,0,21,0,0,20,0,0
2013-03-01,13,0,0,0,0,15,6,0,0,0,47,0,0,0,11,0,31,6,0,7,0,34,0,0,0,0,0,0,0,0,6,0,54,0,8,8,0,0,0,0,0,0,0,18,0,0,0,6,0,8,0,0,4,8,0,3,0,0,0,0,0,0,5,0,18,0,0
2013-04-01,5,0,0,0,0,22,5,0,0,0,15,0,0,0,0,100,15,11,0,0,26,0,58,7,0,0,0,21,0,0,0,0,0,0,0,8,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,18,0,8,0,0,0,8,0,0,0,0,4,0,0,0,0
2013-05-01,9,0,5,6,8,12,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,13,0,8,0,20,0,0,8,36,50,0,11,0,0,3,0,0,0,16,0,0,5,0,0,0,16,0,0,0,3,0,0,0,0,5,0,0,0,15,0,0,0,0,0
2013-06-01,16,0,0,0,8,14,5,0,0,0,30,0,0,8,0,0,0,6,9,7,27,21,0,7,0,0,0,0,5,0,12,0,51,0,8,8,0,3,6,0,0,0,13,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,100,0,9,96,0,0,0
2013-07-01,10,0,0,0,11,28,10,26,0,0,0,0,0,8,10,0,0,5,8,0,0,20,0,6,38,0,0,20,0,0,5,0,0,0,0,7,0,0,0,0,0,15,0,0,0,0,14,5,0,0,0,0,0,7,0,3,0,5,0,7,0,0,8,0,8,0,0
2013-08-01,10,0,5,0,0,24,8,0,0,0,14,15,0,0,0,0,0,5,8,0,25,0,0,0,39,8,0,20,0,0,5,0,0,0,7,7,0,0,5,0,0,0,0,0,8,0,0,0,15,30,0,0,6,7,0,0,0,5,0,0,0,15,0,0,8,0,0
2013-09-01,5,0,5,6,0,23,13,0,0,0,15,0,0,8,10,0,0,0,0,7,0,21,0,10,0,8,0,21,0,0,6,0,50,0,12,8,0,0,11,0,0,16,0,0,8,0,0,0,0,8,0,0,7,8,0,0,0,8,18,6,98,0,4,0,9,0,0
2013-10-01,7,5,5,0,0,15,5,0,0,0,20,0,0,0,0,0,0,5,8,0,0,20,0,6,0,0,0,0,0,0,5,34,0,0,7,7,0,0,0,0,0,15,0,0,5,0,0,5,0,0,0,0,0,7,0,0,0,0,17,8,0,0,0,0,13,0,0
2013-11-01,11,0,0,0,0,11,11,0,0,0,15,0,21,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,13,0,5,0,0,6,16,8,0,0,5,8,0,0,0,5,27,11,0,46,4,0,9,10,0
2013-12-01,6,0,6,0,0,11,9,29,0,0,16,16,0,9,0,0,0,6,0,0,0,0,0,0,0,0,4,22,0,0,0,0,53,0,8,12,0,0,0,0,0,17,0,18,0,0,0,6,17,0,0,0,5,8,0,5,100,6,0,9,0,33,5,0,9,10,0
2014-01-01,5,0,5,0,16,23,5,0,0,0,14,0,0,8,0,0,0,16,0,6,0,21,0,6,0,0,3,20,0,0,6,0,0,0,8,7,0,3,0,0,0,0,0,0,0,0,28,6,0,8,0,17,7,8,0,0,0,5,0,0,0,15,4,0,0,0,0
2014-02-01,8,0,0,0,0,24,6,0,0,0,15,0,0,0,11,0,0,11,0,0,0,0,0,10,0,0,0,0,0,28,6,0,52,0,8,0,0,7,0,0,0,0,0,0,6,0,15,0,0,0,0,0,0,8,0,3,0,6,0,0,0,0,4,100,9,0,0
2014-03-01,5,0,0,5,0,37,19,0,0,0,19,0,18,7,0,0,0,7,0,6,45,0,0,6,0,0,3,18,5,0,0,0,44,0,0,9,0,3,5,0,0,14,0,0,0,0,0,10,0,7,0,0,0,0,0,3,0,5,0,0,0,13,6,0,0,0,0
2014-04-01,10,0,0,0,0,25,4,34,0,0,12,13,0,7,0,80,12,7,0,5,0,0,0,0,33,10,0,0,5,0,9,0,41,0,6,13,0,3,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,6,0,3,0,4,0,5,80,25,0,0,14,0,0
2014-05-01,11,0,0,0,7,16,4,0,0,0,12,12,0,7,8,0,11,4,0,0,0,0,45,5,0,0,0,0,0,22,7,0,0,0,12,12,0,0,0,100,0,0,10,0,4,0,0,5,0,6,0,14,5,0,0,0,0,0,15,0,0,0,3,0,0,0,0
2014-06-01,5,0,0,0,0,17,5,0,0,0,0,13,0,0,0,0,0,5,0,0,0,18,0,0,0,0,0,0,0,0,5,0,44,0,0,13,0,0,0,0,0,0,0,15,0,0,0,0,14,7,0,0,0,0,0,0,0,0,0,0,84,13,6,0,7,0,0
2014-07-01,4,0,0,0,7,17,8,0,11,0,12,12,0,14,8,78,0,4,0,0,21,17,0,10,0,0,0,0,4,0,5,29,40,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,13,6,0,14,3,0,0,0,0,0,15,7,0,0,0,0,0,0,0
2014-08-01,4,0,0,0,10,20,8,32,0,0,24,0,0,7,8,78,23,0,0,10,0,17,0,7,0,0,0,0,0,22,5,0,40,0,0,6,0,3,0,0,0,13,0,14,0,0,0,5,0,0,0,0,0,6,0,0,0,4,0,4,0,0,7,76,0,0,0
2014-09-01,8,0,9,5,7,19,6,0,0,0,12,0,0,7,0,0,0,4,0,5,0,0,0,0,0,10,0,16,0,21,4,0,0,0,6,10,0,3,4,0,0,0,0,14,0,0,0,0,25,6,0,0,3,0,0,0,0,4,0,4,0,24,0,0,14,8,0
2014-10-01,8,0,4,0,6,13,6,0,0,0,11,0,0,9,0,0,11,6,0,5,0,16,0,0,30,0,3,15,4,0,6,0,0,0,0,10,0,2,4,0,0,12,0,0,4,0,0,0,0,6,38,0,5,6,0,0,0,0,0,0,73,0,0,0,0,0,0
2014-11-01,6,0,5,0,7,16,4,0,12,20,0,13,0,7,0,0,0,9,0,5,0,0,0,5,0,0,0,0,0,0,5,0,70,0,6,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,3,0,0,0,78,7,0,5,80,26,4,0,7,0,0
2014-12-01,9,0,0,0,7,15,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,34,7,3,0,5,0,5,0,44,10,7,7,0,3,0,0,0,0,0,0,5,0,0,0,14,0,0,0,6,0,0,0,0,9,0,0,0,13,0,82,7,0,0
2015-01-01,7,4,4,0,7,20,4,0,0,0,12,0,0,14,8,0,12,4,0,0,0,0,0,5,0,10,0,17,0,22,0,30,41,0,6,6,0,3,0,0,0,0,0,0,6,0,0,0,13,6,0,14,3,6,0,0,0,7,30,5,0,0,4,0,7,0,0
2015-02-01,5,0,5,0,8,16,5,24,0,0,13,0,0,0,0,0,0,5,0,0,0,0,0,6,0,8,0,0,5,24,0,0,0,0,7,0,0,3,0,0,100,0,0,15,10,0,0,0,29,7,0,0,0,0,0,0,0,0,0,5,0,14,4,86,8,0,0
2015-03-01,12,0,0,0,0,22,8,0,0,0,0,0,0,6,7,0,0,6,0,0,19,0,41,5,0,9,2,15,0,0,4,0,37,0,6,0,0,0,4,0,0,0,9,12,5,0,10,0,0,6,0,0,2,6,0,2,0,4,0,8,0,0,3,0,0,0,0
2015-04-01,4,0,0,0,6,18,11,0,0,0,14,0,0,0,0,0,0,6,6,0,0,0,41,0,0,0,0,0,4,0,8,26,0,0,6,5,0,2,4,0,0,0,0,0,6,0,0,8,12,0,0,0,2,6,0,2,0,0,13,12,0,22,3,69,6,0,0
2015-05-01,13,0,4,0,6,21,0,19,0,0,0,0,0,9,0,0,0,4,6,5,0,0,0,6,0,0,2,0,0,0,4,0,36,8,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,2,0,7,0,0,0,0,3,0,10,0,0
2015-06-01,5,0,4,0,15,24,5,0,0,0,0,0,0,0,7,0,10,0,6,5,19,15,0,5,0,6,0,0,4,0,5,0,37,0,8,0,88,2,4,0,0,12,0,12,4,0,0,0,0,17,0,0,0,0,0,0,0,8,0,4,0,11,3,70,6,0,0
2015-07-01,7,4,0,4,6,27,0,19,0,17,10,0,0,0,7,0,10,7,6,4,18,29,0,0,0,0,0,14,0,0,0,0,34,0,11,7,0,0,0,0,0,0,0,0,0,18,0,4,11,5,0,0,5,5,0,0,0,0,13,8,67,0,4,0,10,0,0
2015-08-01,11,4,0,0,6,32,11,0,10,0,15,0,0,0,0,0,0,6,0,0,0,15,0,5,0,0,2,0,0,19,6,0,35,0,5,7,84,2,0,0,0,0,0,0,4,0,0,8,0,5,0,0,2,0,0,0,0,7,13,4,0,11,9,0,9,0,0
2015-09-01,10,0,4,0,9,18,4,0,0,0,16,11,0,0,7,0,0,8,6,5,0,15,0,5,0,6,2,15,0,19,4,0,0,0,5,8,0,2,8,0,80,0,0,12,0,0,0,0,0,6,0,13,5,5,0,0,0,8,13,4,0,0,3,0,9,0,100
2015-10-01,11,0,4,0,0,23,4,0,0,0,15,0,0,0,7,0,10,10,0,0,0,0,0,0,27,6,2,14,0,0,4,25,34,0,10,5,0,0,0,0,0,11,0,0,5,0,0,4,0,16,0,0,2,5,0,2,0,0,0,8,0,10,0,0,8,0,0
2015-11-01,10,0,0,0,0,27,8,20,0,0,11,0,0,0,0,0,11,4,0,0,39,0,0,7,0,6,0,15,4,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,11,0,0,0,4,0,6,0,19,4,0,6,0,0
2015-12-01,10,4,7,0,13,15,6,22,0,0,0,0,0,0,0,0,0,0,7,0,0,17,0,0,0,7,3,0,4,0,14,0,40,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,14,0,12,0,0,0,0,15,0,0,12,3,76,0,0,0
2016-01-01,9,0,4,0,0,10,7,22,0,0,24,13,0,7,0,0,0,7,7,5,0,0,0,11,0,7,0,0,0,0,0,30,0,0,16,0,0,0,0,0,0,0,11,14,11,21,0,5,0,6,0,0,3,0,0,0,77,13,15,5,0,13,4,78,12,0,0
2016-02-01,6,0,5,0,0,13,4,0,0,0,13,0,18,0,0,0,0,0,7,0,0,18,0,6,0,0,0,0,0,0,5,31,43,0,0,6,0,0,0,0,0,0,11,29,5,0,12,5,14,0,0,15,3,6,0,0,0,7,0,5,0,13,11,81,0,0,0
2016-03-01,9,4,4,0,6,32,4,19,0,0,0,0,0,6,0,0,10,4,0,4,0,14,0,4,0,6,0,14,4,0,12,25,0,8,0,0,0,0,0,0,0,11,0,12,11,0,0,4,0,0,0,0,2,0,0,0,0,0,19,4,0,0,3,0,6,0,0
2016-04-01,7,0,4,4,6,16,6,0,0,0,10,0,0,11,0,0,0,4,0,0,0,15,0,4,28,6,0,14,0,0,4,0,34,0,5,0,0,0,4,0,0,0,9,0,7,0,0,4,11,5,35,0,5,0,0,0,0,4,13,4,0,11,3,0,12,0,0
2016-05-01,6,0,4,0,8,17,5,0,0,0,10,0,0,6,7,0,0,4,0,7,17,14,0,7,0,6,2,14,0,0,4,0,35,0,5,5,0,2,4,0,0,0,0,0,4,0,0,6,0,11,0,0,2,5,0,0,0,4,0,4,0,0,4,65,9,0,0
2016-06-01,6,0,4,0,9,16,6,0,0,0,11,11,0,0,0,0,10,4,6,0,0,15,0,14,0,6,0,0,0,0,4,0,36,0,6,5,0,2,4,0,0,11,0,12,4,0,0,0,0,0,0,0,2,5,0,0,0,0,13,8,0,0,0,0,6,0,0
2016-07-01,6,0,8,0,6,26,4,0,0,0,21,0,0,0,0,0,0,10,0,7,0,0,0,5,29,6,0,0,0,0,8,27,37,0,6,6,0,0,0,0,0,12,0,0,4,0,0,0,0,11,0,0,7,6,0,0,0,0,0,0,0,0,3,0,0,0,0
2016-08-01,6,0,0,4,6,16,4,0,0,0,11,11,0,0,0,0,0,8,0,0,0,16,0,0,0,9,0,0,4,0,4,54,75,0,9,9,0,2,0,0,0,0,10,26,4,0,0,0,0,6,0,0,3,0,0,0,0,0,13,6,0,12,0,0,6,0,0
2016-09-01,6,0,0,4,0,23,4,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,5,31,7,0,16,0,0,4,28,39,0,9,6,0,0,0,0,0,0,10,13,4,0,0,4,0,18,0,0,3,0,17,2,0,4,0,4,0,12,6,0,13,0,0
2016-10-01,4,0,4,0,6,14,4,0,0,0,16,0,0,0,0,71,0,8,0,10,0,31,0,0,0,0,2,0,4,0,4,0,37,0,6,11,0,2,4,0,0,0,0,13,4,0,0,0,12,17,0,0,0,0,0,2,0,0,20,4,0,0,0,0,6,0,0
2016-11-01,12,0,0,0,0,16,8,0,0,0,15,0,0,0,16,75,11,4,0,0,39,49,0,5,0,10,0,0,4,0,0,28,0,8,0,0,0,0,0,0,0,12,0,13,8,0,0,0,18,0,0,13,3,0,0,0,0,0,14,9,0,18,0,73,10,0,0
2016-12-01,10,0,0,0,7,21,0,22,0,0,16,0,0,7,0,0,0,13,0,0,0,0,0,0,32,7,0,16,0,0,0,0,40,9,0,6,0,0,0,0,0,0,0,0,9,0,0,0,13,0,0,0,4,6,0,0,0,0,15,7,0,12,3,77,7,0,0
2017-01-01,6,0,4,4,6,14,0,0,0,0,23,0,0,0,8,0,0,4,0,10,0,17,0,5,0,7,3,16,0,0,4,0,0,0,6,12,0,0,4,0,0,0,10,0,6,0,11,0,0,30,0,0,3,6,0,2,0,0,0,9,0,12,3,0,7,0,0
2017-02-01,7,0,0,5,7,18,5,0,0,0,13,0,0,0,0,0,0,9,0,6,0,0,0,0,71,0,0,18,5,0,5,63,88,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,5,32,5,0,14,0,83,11,0,0
2017-03-01,8,0,0,0,6,19,5,0,0,0,21,0,0,6,0,0,0,0,6,0,0,15,0,5,0,0,0,15,0,0,8,0,36,0,5,5,0,0,4,0,0,0,0,12,6,0,0,0,11,11,0,0,5,0,0,2,0,4,13,0,0,11,3,0,9,0,0
2017-04-01,6,0,0,0,0,33,13,20,0,0,0,0,0,12,0,0,0,6,0,0,0,15,0,0,29,6,0,0,0,0,4,27,0,0,6,11,0,2,4,0,0,0,0,12,12,0,0,4,12,6,0,0,4,6,0,5,0,0,0,10,0,11,6,0,9,0,0
2017-05-01,8,0,4,4,6,31,4,19,0,0,11,0,0,6,0,0,10,8,0,9,0,15,41,5,0,6,0,29,0,0,4,27,36,0,6,8,0,2,4,0,0,0,0,12,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,11,3,0,12,0,0
2017-06-01,8,4,4,0,9,28,5,42,0,0,22,0,0,13,12,0,11,12,0,5,0,16,0,5,0,0,3,16,0,0,4,0,0,0,12,0,0,3,4,0,0,0,20,0,8,0,11,4,0,0,0,13,3,0,0,2,0,4,0,0,0,12,3,0,0,0,0
2017-07-01,6,0,4,0,6,20,8,0,11,0,0,11,0,6,0,73,11,9,0,5,0,16,42,5,0,0,0,0,4,0,4,0,75,0,9,6,0,2,4,0,0,0,0,25,5,0,0,0,12,23,0,0,2,0,0,0,0,0,0,4,0,12,0,0,13,0,0
2017-08-01,11,0,0,0,6,20,5,0,10,0,10,0,0,6,7,67,0,6,0,0,18,29,0,4,0,0,2,0,0,19,4,0,0,0,0,10,0,0,8,0,0,0,0,12,6,0,0,4,11,0,34,0,5,8,0,0,65,4,0,4,0,11,6,0,14,0,96
2017-09-01,8,0,4,0,6,14,4,0,0,0,11,11,0,6,8,73,0,8,0,5,0,16,0,5,0,6,0,15,0,0,4,0,0,0,17,6,0,0,0,0,0,0,10,13,12,0,0,0,0,12,0,0,4,0,0,2,0,0,0,4,0,12,3,0,13,0,0
2017-10-01,6,0,0,0,6,16,6,19,0,0,10,11,0,6,0,68,10,10,0,4,0,0,0,7,28,0,0,0,0,0,4,0,0,0,5,5,0,2,4,0,0,0,0,12,4,0,0,4,0,11,0,12,0,8,0,0,0,4,0,8,0,11,3,66,6,0,0
2017-11-01,5,0,4,0,6,13,8,0,0,0,31,11,0,0,7,0,10,4,0,5,0,0,0,5,0,0,0,0,8,0,4,26,36,0,6,5,0,0,0,0,0,0,0,12,6,0,0,0,0,6,0,0,5,11,0,0,68,6,0,8,69,29,0,0,12,0,0
2017-12-01,8,4,0,0,7,18,8,43,11,0,12,0,0,0,16,0,0,6,0,0,0,0,0,0,0,13,3,16,4,0,4,29,0,0,9,6,94,0,0,0,0,0,10,13,8,0,0,7,12,6,0,0,3,6,0,0,0,0,0,0,0,16,5,0,10,0,0
2018-01-01,6,0,0,0,6,12,12,0,0,0,11,11,0,6,7,71,0,8,0,0,0,0,0,9,0,12,0,0,0,20,0,0,36,0,6,6,0,2,0,0,0,0,0,0,4,0,10,4,0,0,0,0,7,6,0,0,0,4,13,5,0,11,3,69,10,7,0
2018-02-01,4,0,0,5,10,16,17,0,0,0,18,0,0,7,0,0,0,9,0,0,0,0,0,5,0,7,0,0,0,22,5,30,41,0,6,6,100,3,0,0,0,0,0,0,9,0,0,5,13,6,42,0,0,6,0,3,0,0,30,5,0,0,0,0,9,0,0
2018-03-01,4,0,4,4,0,25,5,18,0,0,39,0,0,8,10,0,0,4,0,4,17,28,0,4,0,6,0,0,4,0,6,0,67,0,21,5,0,0,0,0,0,0,0,0,4,0,0,4,11,18,0,0,3,0,0,2,0,0,0,8,0,0,0,0,8,0,0
2018-04-01,10,0,0,0,0,18,6,0,0,0,10,10,0,6,7,0,9,4,0,0,0,14,0,4,26,5,0,14,0,18,4,24,33,7,5,5,0,5,7,0,0,0,8,0,11,0,0,4,0,5,33,0,7,5,0,0,0,3,12,6,0,30,6,0,9,0,0
2018-05-01,10,0,3,0,8,20,8,0,9,0,9,0,0,5,0,0,0,9,5,4,32,20,36,8,0,5,0,0,0,0,4,0,63,0,5,5,0,2,0,0,0,10,8,11,3,0,0,4,0,14,0,0,6,0,0,0,0,10,0,5,0,0,3,60,11,0,0
2018-06-01,13,0,0,4,8,28,8,0,0,0,9,10,0,5,6,61,9,5,5,4,16,0,0,4,0,7,0,13,3,0,5,0,32,7,0,7,0,2,0,0,0,10,0,11,5,0,9,4,10,12,0,0,0,0,0,2,0,7,0,4,61,19,3,0,11,0,0
2018-07-01,3,3,3,4,5,17,3,0,0,0,9,0,0,5,0,60,9,5,0,0,0,0,0,12,0,5,0,13,3,0,4,22,31,0,5,14,0,0,3,0,0,10,8,11,6,16,0,7,0,10,0,11,2,0,0,2,58,0,11,5,0,0,4,0,5,6,0
2018-08-01,9,0,0,4,16,19,4,34,0,0,9,10,0,0,0,0,9,6,0,4,16,20,0,4,0,5,0,0,0,17,0,23,31,7,7,10,0,2,0,0,0,10,0,11,7,0,0,0,0,5,32,11,0,5,0,0,0,3,23,5,0,10,5,0,8,0,0
2018-09-01,5,0,0,0,0,19,5,0,0,0,15,10,0,6,7,0,0,10,0,4,17,14,0,4,0,0,0,14,0,0,4,0,33,0,15,5,0,0,0,0,0,10,0,11,5,0,0,4,10,15,0,0,4,5,0,0,0,4,12,0,0,10,4,0,6,13,0
2018-10-01,5,0,0,0,5,21,4,0,0,0,10,10,0,6,0,0,0,4,9,0,0,14,0,0,0,5,0,0,0,0,4,24,0,0,5,8,0,0,0,0,0,10,0,11,7,0,0,0,0,5,0,11,2,23,0,2,0,0,12,6,0,10,6,0,0,0,0
2018-11-01,13,0,0,0,0,24,6,0,10,0,11,0,0,6,7,0,21,6,0,5,19,23,0,5,0,0,0,15,12,19,4,26,72,0,7,0,0,0,0,0,0,23,0,12,8,18,10,4,11,14,0,12,2,5,0,2,0,4,0,4,69,15,3,0,10,0,0
2018-12-01,24,0,4,0,0,16,8,0,0,0,11,0,0,6,16,0,0,12,0,5,0,0,0,5,0,0,0,16,4,21,0,28,39,0,0,18,0,0,4,0,0,12,15,13,0,0,0,4,0,12,0,13,0,9,0,0,0,4,14,7,0,12,7,0,7,0,0
