date,Apple,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Broccoli,Cabbage,Carrots,Cauliflower,Celery,Cherries,Coconuts,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Garlic,Grapefruit,Grapes,Greens,Guava,Kale,Lettuce,Loquat,Mushrooms,Napa,Onion,Passion Fruit,Peaches,Peas,Peppers,Pineapple,Pomegranate,Potatoes,Pumpkin,Romaine Lettuce,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tomato,Watermelon,Yams
2015-11-01,27,19,0,13,32,16,33,14,0,22,24,0,0,100,0,48,0,0,0,0,0,0,0,0,44,36,0,9,16,0,0,0,0,0,0,0,0,13,14,0,20,23,48,57,30,0,0,36
2015-12-01,21,19,0,13,17,17,0,14,49,23,0,48,0,0,0,50,36,0,0,0,0,0,0,0,0,75,68,0,17,0,0,0,0,0,0,0,0,14,14,0,10,49,17,0,31,46,0,58
2016-01-01,0,19,0,13,0,0,35,14,0,23,0,48,0,0,30,0,0,0,26,0,0,0,0,44,0,0,0,10,0,0,0,0,0,0,0,0,0,14,14,29,10,0,17,0,31,23,0,0
2016-02-01,31,21,37,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,47,0,0,0,21,0,0,0,20,0,0,41,0,100,31,15,0,16,27,27,0,34,0,0,40
2016-03-01,14,0,0,0,17,17,34,0,49,23,25,46,0,0,0,0,36,0,0,0,26,0,52,0,0,36,0,10,0,0,0,0,0,38,0,0,0,35,0,0,0,24,33,0,31,0,0,0
2016-04-01,30,0,0,21,18,0,0,0,0,0,0,0,17,0,0,0,0,0,0,38,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,14,0,0,26,0,17,0,0,23,0,0
2016-05-01,13,0,0,13,16,0,65,0,0,0,0,0,16,0,0,0,34,0,0,0,37,89,0,0,0,35,47,0,0,0,0,17,0,37,0,18,0,13,27,27,10,23,0,56,0,21,0,36
2016-06-01,13,0,0,12,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,42,35,0,0,0,0,0,18,0,0,0,0,0,13,0,0,10,23,16,0,0,42,40,0
2016-07-01,15,0,37,0,18,19,0,0,0,50,0,0,0,0,33,55,39,0,0,0,0,0,0,47,0,0,36,0,0,0,40,20,0,43,0,0,0,0,0,0,11,0,28,64,33,100,19,0
2016-08-01,0,0,0,14,0,18,36,30,51,24,26,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,12,41,41,39,0,15,0,0,14,26,18,0,33,24,0,40
2016-09-01,24,0,0,15,37,0,0,15,0,0,0,51,0,0,0,0,39,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,20,0,0,16,0,11,0,19,65,34,0,0,0
2016-10-01,0,0,0,0,0,26,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,11,0,40,0,0,36,45,0,0,24,0,0,32,0,18,0
2016-11-01,29,19,33,0,25,17,0,14,0,0,0,0,17,0,30,0,0,0,0,0,0,0,0,0,0,38,34,0,17,0,36,0,0,77,38,0,0,14,0,0,0,25,0,0,0,23,17,0
2016-12-01,0,20,0,0,0,18,0,0,0,0,0,100,0,0,30,0,0,0,0,0,0,0,0,0,0,38,0,10,0,0,0,0,0,0,40,0,0,15,15,0,0,25,17,0,32,0,18,40
2017-01-01,14,18,31,0,0,16,49,13,0,0,23,0,0,0,0,0,0,0,48,0,0,0,0,41,42,35,32,0,0,0,34,0,0,0,0,0,0,13,13,28,0,23,32,0,29,21,0,0
2017-02-01,0,0,35,35,27,36,36,15,0,24,26,0,0,0,0,53,0,0,0,38,0,0,0,0,0,39,0,10,0,0,0,0,0,0,40,20,0,15,15,0,0,0,27,62,65,0,0,40
2017-03-01,14,0,47,13,0,48,32,0,45,32,23,45,16,0,0,47,0,0,0,0,25,0,0,41,0,35,32,18,0,0,0,0,0,0,0,0,0,13,0,0,10,0,32,0,0,21,0,0
2017-04-01,28,19,33,13,0,17,34,0,0,22,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,37,50,0,0,0,36,0,0,0,0,0,0,14,0,0,21,24,17,0,0,0,17,0
2017-05-01,13,0,0,12,15,0,31,0,0,0,23,0,0,0,0,45,0,0,23,0,24,0,0,40,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,9,22,0,0,0,20,15,0
2017-06-01,19,0,0,12,0,15,30,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,32,30,9,0,0,32,16,0,0,34,0,0,13,0,0,9,0,29,0,0,20,15,0
2017-07-01,0,0,31,25,0,16,0,0,0,0,0,0,16,0,0,0,33,0,23,0,0,0,0,0,0,68,31,9,0,0,0,17,0,0,0,17,85,13,0,27,9,23,16,55,0,21,24,0
2017-08-01,27,0,0,18,32,16,0,0,0,21,23,0,16,0,28,47,33,0,0,34,0,0,0,0,42,34,31,9,0,0,0,0,0,0,0,0,0,0,0,0,19,23,31,0,0,0,16,0
2017-09-01,14,0,31,13,16,0,32,13,0,0,47,0,0,0,0,0,0,0,24,0,25,0,0,0,0,35,0,0,0,0,0,0,0,0,36,18,0,39,13,0,10,23,27,0,29,0,16,0
2017-10-01,13,0,0,12,0,0,32,13,45,21,23,0,0,0,0,47,0,0,24,0,0,0,0,41,0,69,0,9,0,0,0,0,0,0,0,0,0,39,0,0,0,23,16,0,44,0,16,36
2017-11-01,13,17,30,0,15,0,62,25,0,0,44,42,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,9,23,0,32,17,0,0,0,0,0,12,13,0,9,43,30,0,41,0,15,0
2017-12-01,21,19,0,13,16,0,0,14,47,0,49,46,0,0,0,48,0,0,0,0,26,0,50,0,0,0,32,0,0,0,35,0,0,38,0,18,0,34,14,0,10,23,0,0,30,22,17,37
2018-01-01,13,17,0,11,29,15,0,12,0,0,0,41,0,0,0,0,0,0,0,0,23,0,0,0,0,0,29,8,0,0,0,0,0,0,0,16,0,12,0,25,9,21,29,0,27,20,15,0
2018-02-01,0,19,33,0,17,17,68,13,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,19,0,0,35,0,0,0,38,0,0,14,0,0,0,23,0,0,0,43,17,0
2018-03-01,18,0,28,11,29,21,0,24,0,28,0,40,0,0,25,0,30,0,0,31,22,0,0,37,0,31,0,12,0,0,31,0,0,0,0,16,0,35,12,0,9,20,0,0,0,19,14,32
2018-04-01,0,0,28,0,0,14,0,12,0,19,21,0,14,0,0,0,0,0,0,30,22,0,0,37,0,47,0,8,0,0,0,16,0,33,0,0,0,12,0,0,9,20,14,0,0,0,14,0
2018-05-01,0,0,0,0,27,0,27,0,0,0,19,0,0,0,23,0,0,0,0,0,20,73,40,0,0,43,0,15,0,100,0,0,0,0,0,29,0,22,11,23,8,0,20,0,24,18,27,0
2018-06-01,32,0,25,10,26,0,26,0,0,25,19,0,0,0,22,0,27,0,19,0,0,0,0,0,34,28,0,0,0,0,0,0,0,29,0,14,0,11,0,0,8,0,13,0,23,25,19,0
2018-07-01,11,15,0,10,0,13,0,11,37,0,19,0,0,0,23,0,0,0,0,28,40,0,0,0,0,28,26,0,13,0,27,0,0,0,0,0,0,11,0,0,16,18,0,45,0,0,13,0
2018-08-01,11,0,67,11,0,14,28,11,39,0,20,0,13,0,24,0,0,0,0,0,0,0,0,0,36,0,27,0,0,0,0,0,0,31,30,15,0,11,0,0,0,19,14,47,0,0,23,0
2018-09-01,0,0,0,11,28,14,0,12,0,18,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,8,0,0,30,16,0,0,0,15,0,11,12,0,13,0,23,0,0,0,28,0
2018-10-01,12,16,28,17,15,15,0,0,42,0,0,0,0,0,0,0,30,0,0,0,23,0,44,37,39,31,29,0,0,0,0,16,0,0,49,0,0,12,24,0,9,21,0,0,0,0,0,0
2018-11-01,12,25,29,23,0,30,0,12,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,87,0,0,0,0,0,0,34,0,0,0,0,12,25,18,21,22,0,27,20,15,33
2018-12-01,20,36,0,0,48,16,32,13,0,0,35,44,0,0,0,47,0,0,0,0,0,0,0,0,42,35,63,18,0,0,34,18,0,0,0,0,0,26,0,27,10,45,16,55,0,21,16,35
