date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blueberries,Broccoli,Cabbage,Carrots,Cauliflower,Celery,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Garlic,Grapefruit,Grapes,Greens,Guava,Kale,Lemons,Lettuce,Mangos,Mushrooms,Napa,Okra,Onion,Oranges,Peaches,Pears,Peas,Peppers,Pineapple,Pomegranate,Potatoes,Pumpkin,Raisins,Rhubarb,Romaine Lettuce,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tomato,Watermelon,Yams,Cassava
2014-07-01,0,27,0,0,0,34,0,0,48,9,0,0,0,0,0,0,54,0,0,25,0,0,0,18,0,32,0,0,0,0,0,0,0,43,0,0,0,0,32,5,0,0,0,0,0,0,12,0,0,0,26,25,65,0,0
2014-08-01,17,0,0,0,0,66,17,46,47,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,45,0,0,0,0,43,0,0,0,0,0,15,11,0,0,0,0,58,0,0,50,25,32,0,0
2014-09-01,17,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,12,30,26,0,26,0,0,0,0
2014-10-01,17,0,25,5,23,33,17,0,0,0,0,16,0,45,0,16,52,0,0,0,0,0,0,17,0,31,0,0,12,0,0,0,0,0,40,0,0,0,0,5,0,7,11,0,0,0,0,0,25,0,25,24,0,0,0
2014-11-01,17,0,0,0,0,33,18,46,48,9,0,33,0,0,0,0,53,51,0,0,0,0,0,18,51,0,0,0,0,0,0,0,0,0,42,0,0,15,0,0,0,15,11,0,0,0,12,0,25,0,0,0,32,0,0
2014-12-01,17,0,26,0,0,100,17,0,0,0,47,0,0,0,0,0,0,0,0,0,44,25,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,15,0,5,0,30,0,0,0,0,0,0,37,0,50,25,0,53,0
2015-01-01,23,0,0,0,0,59,16,42,0,16,0,0,0,42,0,15,0,45,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,10,0,0,0,11,0,23,0,0,0,0,0,0
2015-02-01,25,0,0,5,0,32,0,0,0,0,0,16,0,0,0,0,0,50,0,24,44,0,9,0,51,31,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,12,29,49,0,0,0,0,0,0
2015-03-01,15,0,0,5,0,58,0,0,0,8,0,14,15,0,0,0,0,0,93,21,0,22,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,61,0,0,0,0,22,0,34,43,0,0,0
2015-04-01,16,0,25,0,23,64,0,0,0,8,0,16,0,0,0,0,0,0,0,0,0,25,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,32,0,0,0,50,0
2015-05-01,0,0,25,5,23,47,0,0,0,0,0,0,16,0,0,0,0,48,100,0,0,0,0,17,0,0,30,0,0,0,0,0,0,0,0,0,0,15,0,0,0,7,0,67,0,45,17,0,24,0,25,23,0,0,0
2015-06-01,16,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,50,48,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,23,0,0,0
2015-07-01,15,0,0,0,0,30,0,42,0,8,42,15,0,0,0,30,0,0,0,0,0,0,0,0,0,29,29,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11,0,0,0,0,0,30,0,0
2015-08-01,16,0,0,0,0,31,0,0,0,8,43,0,16,0,0,0,0,0,0,0,41,23,0,0,0,29,30,23,11,0,0,0,98,39,0,0,0,0,0,5,0,14,0,0,0,0,11,0,23,0,47,22,0,0,0
2015-09-01,16,0,24,0,22,30,16,0,0,8,0,0,0,0,0,0,0,46,0,23,0,0,0,0,0,29,0,0,0,0,0,0,0,39,0,0,0,14,0,0,48,7,0,0,0,0,0,27,24,0,0,45,0,0,0
2015-10-01,29,0,0,0,0,28,15,0,0,7,0,0,15,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,9,0,6,19,0,0,0,10,50,22,0,22,0,0,0,0
2015-11-01,14,0,0,0,0,42,0,0,0,7,0,0,0,0,0,0,0,42,0,21,0,21,8,0,0,27,27,0,0,0,0,0,89,0,0,0,0,13,0,0,0,6,9,0,0,0,0,25,21,0,44,21,27,44,0
2015-12-01,14,0,22,4,20,28,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,6,9,0,52,0,15,24,0,0,21,21,0,0,0
2016-01-01,14,21,0,0,20,41,0,0,0,7,77,0,14,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,10,0,37,0,0,0,0,0,0,0,0,0,43,0,0,0,0,38,0,0,21,0,0,21,27,0,0
2016-02-01,29,21,0,0,20,28,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,27,0,0,10,0,0,0,0,0,36,0,0,0,26,4,0,6,0,0,0,0,0,25,21,27,22,40,27,0,0
2016-03-01,26,0,0,4,36,38,20,36,0,7,0,12,0,0,0,0,0,39,0,19,0,0,0,0,0,24,24,0,0,0,0,0,0,49,0,0,0,0,0,0,0,6,0,0,0,0,9,0,38,25,20,0,0,0,0
2016-04-01,27,0,21,0,0,26,14,0,0,0,37,0,0,0,0,13,0,0,0,0,35,0,0,14,0,25,0,20,10,0,0,0,0,0,0,0,0,12,0,4,0,6,9,0,0,0,10,0,0,0,0,20,0,0,0
2016-05-01,14,0,0,4,0,0,14,38,0,7,0,13,14,0,0,13,43,0,0,0,0,0,0,0,0,26,26,0,10,0,37,0,0,35,0,0,0,0,0,4,43,6,0,0,0,38,10,0,20,0,0,0,26,0,0
2016-06-01,12,0,17,3,0,23,0,0,0,6,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,8,0,0,0,0,29,0,0,0,0,0,0,0,0,0,48,0,0,0,0,26,23,0,0,22,0,0
2016-07-01,23,15,15,3,0,19,25,0,0,0,0,9,10,0,0,10,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,24,0,53,0,0,0,0,9,6,0,0,0,7,16,37,0,15,14,0,30,0
2016-08-01,11,0,0,0,0,33,0,31,32,9,0,0,0,0,28,0,35,0,0,17,0,17,0,0,0,21,21,0,0,0,0,0,0,28,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,22,51,0,0,0,0
2016-09-01,0,0,24,5,0,31,0,44,0,8,0,0,0,0,0,15,0,0,0,23,0,0,0,0,0,30,0,0,0,0,0,0,100,0,0,41,0,0,0,0,0,7,10,0,0,0,11,0,24,0,24,23,0,0,0
2016-10-01,29,0,0,5,0,0,0,0,0,8,0,14,0,0,0,0,45,0,0,0,0,0,0,15,0,0,0,0,0,0,39,0,0,0,0,39,0,0,0,9,0,7,10,0,0,0,0,25,45,29,22,21,29,0,0
2016-11-01,15,0,23,0,0,29,16,41,0,8,0,14,0,0,0,0,0,0,0,0,0,0,8,0,45,28,0,0,11,0,0,0,0,37,36,0,0,0,0,0,0,7,10,0,0,0,0,25,0,0,0,0,28,0,0
2016-12-01,20,0,0,4,0,29,0,40,0,8,0,0,0,0,0,0,0,0,0,0,38,33,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,27,0,0,7,10,0,0,0,0,25,0,0,22,43,0,0,0
2017-01-01,13,0,0,0,18,51,0,0,36,14,36,0,0,0,0,0,0,0,0,0,35,0,0,14,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,6,9,0,48,0,0,0,19,0,20,19,25,0,0
2017-02-01,0,0,22,0,0,28,15,0,0,7,0,14,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,22,0,32,0,0,0,0
2017-03-01,13,0,0,4,18,25,13,35,0,7,70,12,0,0,32,0,0,38,0,0,0,0,0,13,0,48,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,14,22,29,0,58,37,0,0,0
2017-04-01,14,0,0,0,0,27,0,38,0,14,0,0,14,0,34,0,0,0,0,0,0,0,0,0,0,0,27,0,10,29,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,10,24,21,27,31,0,0,0,0
2017-05-01,13,0,0,4,37,26,0,0,0,7,0,13,0,0,0,0,0,0,0,20,35,0,0,14,0,25,0,0,19,0,0,0,0,0,0,0,0,0,24,4,0,6,9,55,0,37,14,23,20,0,0,0,26,0,100
2017-06-01,14,0,0,0,19,26,0,0,0,7,0,0,0,0,0,13,0,40,0,0,0,0,0,14,41,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,6,9,0,0,0,10,46,20,0,21,0,26,0,0
2017-07-01,14,21,0,4,20,37,0,39,0,0,0,14,0,0,0,0,0,42,0,0,0,21,0,0,0,53,27,0,10,0,0,0,0,35,0,0,0,0,0,0,0,6,9,0,0,0,0,25,21,28,32,20,27,0,0
2017-08-01,0,0,0,0,0,27,0,0,0,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,13,0,0,0,0,0,0,0,0,10,24,0,0,21,20,26,0,0
2017-09-01,14,0,0,0,20,27,14,0,0,7,38,0,14,39,0,13,0,0,0,20,0,21,16,0,0,0,26,0,0,0,37,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,10,0,31,0,21,20,0,0,0
2017-10-01,13,0,0,0,19,26,14,0,0,7,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,6,13,0,0,0,9,23,20,0,0,19,25,0,0
2017-11-01,0,0,0,0,17,24,13,33,0,6,33,0,0,34,0,0,38,0,0,18,0,18,0,0,0,0,23,0,9,0,0,0,0,0,30,0,0,0,0,0,38,0,8,0,0,0,18,21,18,0,28,52,0,0,0
2017-12-01,31,0,19,4,0,48,13,0,0,6,0,12,0,0,0,0,0,0,0,18,33,0,0,0,0,0,23,0,9,0,0,0,0,0,0,0,0,11,0,0,0,6,0,0,0,0,9,21,19,0,0,18,0,0,0
2018-01-01,11,0,0,0,0,36,0,0,30,11,0,0,11,0,0,11,0,0,0,0,0,0,13,11,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,7,0,0,31,23,19,16,0,16,0,0,0,0
2018-02-01,19,19,0,4,34,72,13,0,0,6,0,18,12,0,0,0,0,37,0,18,0,0,7,0,0,0,23,0,0,0,0,0,0,0,30,0,0,11,0,0,0,6,8,0,0,0,18,21,19,25,19,18,23,0,0
2018-03-01,33,0,0,3,15,21,0,0,0,6,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,10,7,0,0,0,8,19,0,0,16,16,21,0,0
2018-04-01,12,0,0,0,0,23,12,33,0,6,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,22,45,0,17,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,33,8,0,0,0,18,25,0,0,0
2018-05-01,0,0,0,3,16,22,0,30,0,6,0,11,0,0,0,0,0,0,0,16,0,0,0,0,33,0,0,0,0,0,0,0,69,0,0,0,0,10,0,0,0,10,0,0,0,31,0,0,17,22,50,0,64,0,0
2018-06-01,11,0,17,0,16,33,12,0,31,0,31,22,0,0,0,0,0,0,0,0,0,17,0,0,0,21,21,0,8,0,30,0,70,28,0,0,0,0,21,5,34,0,7,0,0,0,16,19,17,0,0,0,0,0,0
2018-07-01,11,0,0,0,33,60,24,0,0,0,0,11,0,0,0,11,35,0,0,17,0,0,0,0,0,21,22,0,0,0,0,0,0,0,0,30,0,0,0,0,0,8,8,0,0,0,0,19,17,0,0,0,0,0,0
2018-08-01,12,18,0,0,0,23,25,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,18,23,0,17,0,0,0
2018-09-01,19,0,19,0,18,99,13,34,0,6,0,0,13,0,0,0,39,38,0,18,33,19,0,0,0,35,24,0,0,0,33,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,9,28,19,0,0,36,48,0,0
2018-10-01,12,0,0,0,17,0,13,0,0,6,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,17,0,0,0,12,22,37,25,37,0,23,0,0
2018-11-01,24,0,0,0,0,24,13,33,34,6,0,12,12,0,0,0,0,0,0,0,32,18,0,0,0,23,0,0,9,0,0,0,0,0,0,0,0,11,0,4,38,5,8,0,0,50,9,21,18,0,0,0,0,0,0
2018-12-01,0,0,18,0,0,0,0,0,0,0,32,0,12,33,0,11,0,0,0,0,0,18,0,0,37,22,0,0,17,0,0,0,0,30,0,0,0,0,0,4,0,5,0,50,0,0,9,31,18,0,18,26,23,0,0
