date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Blueberries,Broccoli,Cabbage,Cantaloupe,Carrots,Cauliflower,Celery,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Feijoa,Fennel,Figs,Garlic,Grapefruit,Grapes,Greens,Guava,Kale,Kumquat,Lemons,Lettuce,Limes,Loquat,Lychee,Mangos,Mushrooms,Okra,Onion,Oranges,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Pumpkin,Quince,Raisins,Raspberries,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangerines,Tomato,Watermelon,Yams
2013-08-01,0,0,8,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,11,0
2013-09-01,1,0,0,0,46,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,7,0,0,39,0,0,4,0,0
2013-10-01,1,41,0,0,0,3,2,0,0,1,0,0,63,58,0,0,0,47,46,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,6,0,0,6,0,0,0,0,54,0,2,41,0,7,6,0,0,0,0,31,0,0,0
2013-11-01,1,0,0,0,0,2,2,0,42,1,0,0,0,0,0,0,46,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,31,0,6,0,0,7,0,53,6,0,0,0,0,6,0,5,0,0,30,0,0,0
2013-12-01,1,0,0,0,0,1,2,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,7,0,0,8,4,0,39,0,0,6,2,0,0,14,3,0,0
2014-01-01,1,0,0,0,0,2,0,0,37,0,0,0,0,51,0,0,0,0,0,0,0,0,0,6,0,0,0,5,36,0,0,0,0,0,0,0,4,0,0,0,0,0,0,37,0,0,0,5,0,0,37,0,0,6,0,0,0,13,0,5,0
2014-02-01,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,51,0,0,0,0,8,2,0,0,0,6,6,0,0,0,14,3,0,0
2014-03-01,1,0,0,50,0,3,0,0,73,0,0,0,53,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,55,0,0,0,6,0,0,10,2,0,0,0,0,5,2,30,41,13,3,5,0
2014-04-01,1,0,0,0,0,4,1,0,0,0,0,0,57,0,0,0,0,42,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,43,14,3,0,0
2014-05-01,1,0,0,0,0,2,2,52,38,0,0,0,0,0,0,0,0,41,0,5,0,0,0,0,0,5,0,0,0,36,0,0,0,40,0,0,0,0,5,0,0,0,48,0,13,42,0,5,0,0,0,0,0,6,0,0,0,0,4,9,0
2014-06-01,1,0,0,0,0,1,1,0,41,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,2,0,40,7,6,6,0,0,0,0,0,6,0
2014-07-01,1,39,0,0,41,2,0,0,0,0,0,0,0,0,0,0,0,44,0,5,4,0,0,0,0,0,0,0,0,0,100,0,0,0,60,0,4,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,6,6,0,0,46,0,3,21,0
2014-08-01,1,0,0,58,0,1,1,0,0,0,0,0,0,57,0,0,0,47,0,5,4,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,6,0,0,7,0,0,6,3,0,0,0,6,0,2,0,0,15,7,10,0
2014-09-01,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,100,0,0,0,10,78,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,94,5,2,0,0,0,0,0,4,0,0,0,3,11,0
2014-10-01,2,0,0,0,35,3,0,0,0,0,0,0,0,0,51,0,37,38,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,44,0,6,0,43,0,2,0,0,0,0,0,2,29,0,13,0,0,0
2014-11-01,1,0,0,0,35,3,0,0,35,1,0,0,0,0,0,0,0,0,0,0,9,0,0,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,43,7,0,0,34,0,0,0,0,0,39,0,3,0,0
2014-12-01,0,0,0,0,43,2,0,0,33,0,0,0,0,0,0,0,0,0,0,4,3,0,0,6,0,0,0,4,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,32,0,0,0,2,27,0,12,2,5,0
2015-01-01,0,0,0,0,0,4,1,0,0,0,0,0,0,43,0,2,0,0,0,4,3,0,4,0,0,9,0,0,0,0,78,4,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,4,2,0,31,5,5,0,0,0,35,57,5,9,0
2015-02-01,1,0,5,0,34,2,1,0,0,0,0,49,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,5,0,0,82,0,0,0,0,0,3,0,0,24,51,0,0,33,0,0,0,6,0,0,0,0,0,0,0,0,0,100,3,15,0
2015-03-01,1,0,0,0,0,1,1,0,0,0,0,44,0,0,44,2,0,0,0,4,0,0,0,0,0,0,62,0,29,29,0,0,0,0,44,0,3,0,0,0,0,0,38,0,5,34,0,0,2,0,0,0,0,5,0,25,0,16,0,9,29
2015-04-01,1,0,5,44,0,2,1,0,0,0,0,0,47,0,0,0,0,0,0,4,4,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,39,7,0,0,31,5,5,0,0,26,35,11,2,5,0
2015-05-01,1,30,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,31,0,0,0,2,0,0,11,2,0,0
2015-06-01,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,6,0,4,0,0,0,0,0,0,0,34,96,0,3,0,0,0,0,0,0,31,8,0,0,0,0,0,32,0,0,5,0,0,0,12,5,12,0
2015-07-01,1,30,0,0,31,3,1,43,0,0,0,0,0,0,0,0,33,34,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,33,0,0,0,0,4,0,47,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,3,6,0
2015-08-01,1,0,0,0,32,3,2,0,0,0,0,0,0,0,0,4,0,35,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,40,0,0,0,32,0,0,0,2,0,0,12,0,14,0
2015-09-01,0,0,0,0,0,2,2,41,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,37,4,0,0,0,0,0,0,2,0,0,0,0,6,0
2015-10-01,1,54,0,0,0,2,1,0,28,0,0,0,41,38,0,0,0,0,30,0,2,0,4,5,0,8,58,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4,3,0,55,0,0,0,0,0,0,10,0,8,0
2015-11-01,1,0,0,0,29,3,1,0,29,0,0,83,0,0,42,2,0,0,0,0,5,0,0,0,0,4,0,0,0,27,0,4,0,0,0,31,3,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,4,2,0,32,10,2,4,0
2015-12-01,1,0,4,0,0,4,1,0,0,0,0,0,0,37,0,0,0,0,29,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,9,0,33,0,0,0,26,0,0,0,1,23,0,10,2,7,0
2016-01-01,1,0,0,0,0,2,1,0,49,0,0,0,0,0,0,2,26,0,0,0,2,0,0,4,0,0,0,0,0,23,0,0,0,0,0,27,0,0,0,0,0,3,0,24,0,0,30,5,1,23,24,0,4,6,1,0,0,0,2,4,0
2016-02-01,0,0,4,0,26,2,0,0,0,0,0,0,37,35,38,0,0,0,0,3,0,0,7,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,64,3,1,25,0,0,8,4,0,0,0,0,2,7,0
2016-03-01,1,0,0,0,24,2,2,33,0,0,0,35,35,0,35,2,0,26,0,0,2,0,0,0,0,3,0,0,0,0,59,7,0,0,35,0,0,0,0,17,0,5,91,0,8,26,0,3,0,0,0,0,0,0,0,0,27,9,2,4,0
2016-04-01,1,0,4,0,26,2,1,0,0,0,0,38,0,0,0,2,0,28,27,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,65,0,0,0,0,0,0,0,25,0,4,0,0,0,0,9,2,4,0
2016-05-01,1,24,0,0,25,1,1,34,51,0,0,37,0,0,0,0,0,28,0,3,4,67,3,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,25,4,0,31,5,1,24,0,0,8,0,0,21,28,0,2,4,0
2016-06-01,0,24,0,0,76,3,1,0,26,0,36,0,0,0,0,0,0,28,0,3,0,0,3,4,0,3,0,0,0,0,0,3,0,0,0,28,0,0,0,0,38,0,48,0,4,28,0,3,1,0,0,0,0,0,0,21,28,0,3,9,25
2016-07-01,0,0,0,0,0,3,2,0,27,0,0,0,79,37,0,2,29,0,0,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,34,0,0,0,33,0,0,0,26,0,4,0,0,22,0,0,0,14,0
2016-08-01,0,27,0,39,29,1,1,0,0,0,0,42,0,0,0,0,0,32,0,0,5,0,0,5,0,0,0,4,0,55,0,0,0,0,42,0,3,0,8,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,6,0
2016-09-01,1,0,4,0,0,1,2,38,28,0,0,0,0,0,0,0,0,46,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,42,0,0,0,6,0,0,7,1,0,0,0,0,0,1,0,31,0,0,10,0
2016-10-01,1,0,0,0,0,2,1,0,0,0,0,0,39,0,0,0,28,0,0,3,2,0,7,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,4,0,33,4,1,25,26,0,4,0,0,22,0,0,2,4,0
2016-11-01,0,0,0,0,27,3,0,0,0,0,0,0,39,0,0,0,0,29,0,0,3,0,0,0,0,0,56,4,0,0,0,0,0,28,39,0,0,0,0,0,0,0,0,0,5,0,0,4,1,26,27,0,6,0,0,0,0,10,2,4,26
2016-12-01,1,0,0,0,25,2,1,0,49,0,35,0,0,100,0,0,0,27,0,3,2,0,0,0,0,0,52,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,1,24,0,0,0,0,0,0,0,0,3,0,0
2017-01-01,0,0,0,0,0,3,1,0,0,0,0,0,0,32,0,0,0,39,25,3,2,0,3,0,0,0,49,0,0,22,0,0,0,0,0,0,0,59,0,0,0,0,30,0,4,26,0,3,0,0,23,0,0,0,0,20,0,0,2,7,0
2017-02-01,1,0,0,0,0,2,0,35,25,0,0,37,0,0,0,0,27,27,0,0,2,0,0,0,0,0,53,0,0,0,0,3,0,0,37,0,0,0,0,0,38,0,0,0,13,57,31,5,0,0,25,0,0,4,1,0,0,0,0,0,0
2017-03-01,0,0,0,0,0,2,1,0,23,0,32,0,0,0,0,0,0,0,0,0,0,0,6,4,67,0,0,0,22,0,0,0,0,24,0,0,2,0,3,17,0,0,43,0,0,0,0,3,1,0,23,0,0,0,1,0,0,0,2,10,0
2017-04-01,1,0,0,68,49,2,1,0,0,0,0,36,0,0,0,0,0,27,0,0,0,0,0,0,71,0,0,3,0,0,0,3,0,0,0,0,0,0,3,18,0,0,0,0,4,55,0,5,0,0,24,0,4,4,0,0,55,0,3,0,0
2017-05-01,1,25,0,0,0,3,1,0,26,0,0,0,0,0,0,0,0,28,0,5,2,0,0,0,0,4,0,0,25,49,0,0,0,27,0,0,0,0,4,19,0,0,32,0,4,0,0,5,0,0,0,0,4,4,0,22,0,0,4,7,0
2017-06-01,1,0,0,0,29,2,1,0,29,0,0,43,0,0,43,0,0,0,0,4,0,77,0,0,0,4,0,4,0,0,0,0,0,0,43,0,3,0,4,0,0,0,0,0,10,33,0,12,0,0,29,5,4,4,0,0,0,0,2,6,0
2017-07-01,1,0,4,0,0,2,1,0,29,0,40,0,42,0,0,0,0,31,0,4,2,0,4,5,0,0,60,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,54,0,10,0,36,8,0,0,0,0,4,4,0,0,0,0,4,8,0
2017-08-01,1,0,0,0,29,1,2,0,0,0,0,0,0,0,43,0,0,0,0,0,3,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,32,0,4,0,0,0,0,4,0,0,0,0,0,2,13,0
2017-09-01,1,0,4,0,29,1,2,40,0,0,0,0,0,0,0,2,0,32,0,0,3,0,4,0,0,8,0,8,0,28,0,0,0,0,43,0,0,0,4,0,0,0,37,0,5,0,0,0,1,0,29,0,4,0,2,0,0,0,0,4,0
2017-10-01,1,0,4,0,0,2,1,0,28,0,0,0,0,0,41,0,0,30,0,3,2,0,4,0,0,0,0,0,0,0,0,0,0,0,41,0,3,0,4,0,42,0,70,0,7,31,0,4,4,0,0,0,0,4,1,0,0,0,2,4,0
2017-11-01,1,0,0,0,27,2,1,0,0,0,0,0,39,37,0,0,0,0,0,0,4,72,4,9,0,0,0,4,0,0,0,4,0,0,0,0,0,0,4,0,0,0,34,0,9,0,0,4,0,0,27,0,0,4,2,0,0,10,0,8,0
2017-12-01,0,24,4,0,25,2,1,0,26,0,0,0,0,0,0,0,0,28,0,0,3,0,0,0,0,0,0,4,0,0,63,0,0,27,0,0,0,0,4,18,0,0,0,0,4,0,0,7,1,0,0,0,4,6,0,0,0,9,2,0,25
2018-01-01,1,0,0,0,24,2,1,0,0,0,0,0,0,33,0,0,0,0,0,3,4,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,60,0,0,0,0,0,0,4,0,0,3,1,23,0,0,4,4,3,0,54,0,4,4,0
2018-02-01,1,0,0,36,27,2,1,0,27,0,0,0,0,0,0,0,58,0,0,3,0,0,0,0,0,0,0,0,26,0,0,4,0,0,0,29,5,0,0,0,0,0,34,52,4,0,33,4,2,0,0,0,4,0,0,22,0,0,4,6,0
2018-03-01,1,0,4,33,49,2,1,0,24,0,0,0,0,0,36,2,0,0,0,3,0,0,0,4,0,3,51,3,24,23,0,0,100,26,36,0,0,0,0,18,0,0,31,0,12,0,0,9,2,23,0,4,5,4,0,20,27,0,4,6,0
2018-04-01,1,0,4,0,27,2,2,0,27,0,0,0,0,37,40,0,0,30,0,0,2,0,0,0,0,8,57,0,0,0,0,7,0,0,40,0,0,0,0,0,0,0,34,0,8,0,34,11,0,0,27,0,8,0,0,23,30,0,2,5,0
2018-05-01,0,0,0,36,26,3,1,0,26,0,0,38,0,35,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,28,0,29,0,0,5,0,0,0,33,0,4,0,33,9,1,0,26,0,4,0,0,0,29,9,4,6,0
2018-06-01,1,33,0,0,26,2,1,35,26,0,0,38,0,0,0,0,0,43,0,10,2,0,0,4,75,0,54,0,25,0,0,4,0,0,38,0,0,0,0,0,0,0,33,0,4,0,0,5,1,0,0,0,6,0,3,22,29,14,4,9,25
2018-07-01,1,0,4,0,26,2,2,0,26,0,0,0,0,0,0,0,0,56,0,3,0,0,0,0,0,0,0,0,0,24,0,4,0,0,0,28,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,4,0,0,1,0,0,0,2,14,0
2018-08-01,1,25,4,36,52,1,3,0,26,0,0,0,38,0,38,2,28,0,28,3,3,0,4,5,0,3,54,0,0,0,64,4,0,0,38,0,3,0,4,19,0,0,0,26,9,0,0,9,2,25,26,0,0,0,1,0,0,0,2,17,0
2018-09-01,1,0,0,0,26,2,1,36,0,0,0,0,39,0,39,0,0,0,0,5,2,70,0,0,0,0,0,0,0,0,0,7,0,28,0,0,3,0,4,0,0,0,34,0,7,0,33,4,1,0,0,0,4,0,0,0,30,10,2,12,0
2018-10-01,1,0,4,36,53,2,1,0,26,0,0,0,0,0,0,2,28,0,0,3,3,70,0,5,0,4,0,0,0,25,0,0,0,0,39,0,0,0,4,19,0,0,0,26,7,58,33,3,2,0,0,0,4,4,2,0,0,0,2,4,0
2018-11-01,1,0,4,37,41,1,2,0,27,0,0,0,0,37,0,0,0,30,0,0,5,71,0,0,78,0,0,4,0,0,66,4,0,0,39,30,0,0,4,0,41,0,34,27,5,0,34,5,1,26,0,0,0,4,0,0,0,15,2,4,0
2018-12-01,1,0,0,0,51,2,1,0,25,0,0,0,0,0,0,0,0,28,0,5,2,67,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,25,4,0,42,7,1,0,25,0,4,0,1,0,29,0,0,4,0
