date,Apple,Apricot,Artichoke,Asparagus,Atemoya,Avocado,Banana,Beans,Beets,Blueberries,Broccoli,Cabbage,Cantaloupe,Carrots,Cauliflower,Celery,Chayote,Cherries,Coconuts,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Fennel,Garlic,Grapefruit,Grapes,Greens,Guava,Kale,Kumquat,Lemons,Lettuce,Longan,Loquat,Lychee,Mushrooms,Napa,Okra,Onion,Oranges,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Raisins,Rhubarb,Rutabaga,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2012-09-01,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,4,10,0,0,22,0,6,0,0,3,38,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0
2012-10-01,7,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,22,31,25,6,0,0,72,16,0,0,0,3,0,0,0,5,0,0,12,0,0,0,0,20,0,10,0,0,2,0,0,14,0,0,0,9,0,11,0,6,0,0,7,0,0
2012-11-01,11,16,0,57,0,0,7,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,23,0,0,14,0,0,0,0,87,0,0,3,0,0,29,5,0,83,0,0,9,0,0,0,0,5,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0
2012-12-01,7,0,0,0,23,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,94,0,5,0,84,0,0,10,0,0,0,0,5,0,0,2,0,42,0,0,0,0,0,0,0,0,3,0,0,7,0,0
2013-01-01,0,15,0,0,21,38,8,9,0,0,0,0,0,11,0,0,0,0,0,9,0,11,0,0,0,0,6,3,26,0,11,0,0,0,3,17,0,0,5,0,0,0,0,9,0,0,0,0,5,0,0,2,50,0,0,0,0,3,0,6,0,0,3,0,0,7,0,0
2013-02-01,7,0,0,0,0,20,7,7,96,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,76,11,0,0,0,3,27,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,21,0,0,0,3,9,7,0,25,3,0,0,7,0,0
2013-03-01,6,0,0,0,20,18,6,6,0,0,0,19,0,10,4,24,0,0,0,0,0,0,0,21,0,0,0,0,0,0,10,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,0,0,0,0,0,0,22,3,0,0,0,0,0
2013-04-01,6,0,0,49,0,0,3,6,0,0,0,18,0,10,0,0,77,0,0,0,0,0,0,0,0,0,6,0,49,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,23,18,0,5,0,0,4,0,18,0,0,0,2,0,6,0,0,3,0,0,6,0,0
2013-05-01,6,0,0,0,0,35,6,11,81,0,39,18,0,0,0,0,0,49,0,8,0,10,0,0,0,0,0,0,0,0,10,0,0,0,3,0,81,8,0,0,71,0,0,12,0,0,0,26,9,0,0,2,0,18,13,0,0,2,8,0,0,0,3,0,4,0,0,0
2013-06-01,0,0,0,0,20,18,8,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,10,0,54,0,3,0,0,8,5,0,0,0,3,8,0,0,18,0,6,0,0,2,0,0,0,0,0,0,8,12,0,0,4,0,0,7,0,0
2013-07-01,9,0,6,47,0,0,7,6,0,0,0,17,0,9,0,0,0,47,0,8,0,0,0,0,0,22,6,3,23,0,0,0,100,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,23,0,0,0,2,0,0,0,0,0,17,0,0,0,0
2013-08-01,9,0,9,0,0,17,6,6,0,0,0,0,0,0,3,0,0,0,0,8,26,0,0,0,0,0,0,3,0,0,9,71,0,0,0,0,0,16,0,0,0,0,0,0,0,21,0,25,4,29,0,2,58,17,12,0,0,3,0,0,0,0,3,17,0,0,0,0
2013-09-01,6,26,6,0,0,0,21,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,53,19,0,0,5,0,23,62,9,0,50,0,4,0,0,0,0,0,0,0,3,16,0,0,0,0,4,0,0,2,0,0,12,0,0,0,8,5,9,0,0,17,0,6,0,0
2013-10-01,13,0,6,0,0,0,15,8,0,0,17,0,0,0,0,0,0,44,0,8,0,0,49,0,0,0,5,0,0,0,9,0,0,20,5,0,0,7,4,0,0,0,3,0,0,0,0,0,4,0,0,3,0,16,11,0,0,0,7,0,0,0,4,16,3,6,0,0
2013-11-01,6,0,0,0,0,0,8,8,75,0,18,16,21,0,0,0,0,44,0,8,25,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,0,4,0,0,2,0,16,0,0,0,2,0,0,0,0,5,0,3,9,0,0
2013-12-01,11,0,0,0,18,0,4,5,0,0,18,0,0,0,3,0,0,0,0,0,0,9,0,18,0,0,5,0,22,0,0,0,48,0,4,0,0,11,4,0,0,10,0,8,0,0,17,0,4,28,0,3,0,16,0,0,0,0,15,5,0,20,0,0,0,0,0,0
2014-01-01,10,0,5,0,16,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,14,0,0,0,0,4,0,0,2,0,15,0,0,0,2,7,0,0,0,3,0,0,5,0,0
2014-02-01,11,0,0,0,0,0,12,5,0,0,0,16,0,0,3,0,0,44,0,0,0,0,0,0,0,0,0,0,22,0,9,0,0,0,3,14,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,28,0,11,0,0,2,0,5,0,0,0,0,0,6,0,0
2014-03-01,10,0,0,0,0,28,6,7,0,0,0,14,0,0,3,0,0,0,0,0,0,8,0,16,0,0,0,2,19,0,24,0,0,0,2,0,0,0,0,0,0,0,0,7,0,18,0,0,4,0,0,0,0,0,0,0,0,2,0,9,0,0,2,0,0,10,0,0
2014-04-01,10,0,0,0,0,14,9,5,0,0,0,0,0,8,0,0,0,0,0,0,22,16,0,0,0,18,5,2,0,0,16,0,0,0,2,0,0,7,0,0,0,0,2,10,0,0,15,0,7,0,0,2,0,0,0,0,0,0,0,5,0,0,4,14,0,5,0,0
2014-05-01,10,11,5,0,16,14,6,12,0,0,0,22,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13,0,0,22,0,5,0,0,3,0,15,10,0,0,2,7,5,0,17,7,15,0,5,0,0
2014-06-01,13,0,0,41,16,0,8,5,0,0,0,0,0,0,3,19,0,41,0,0,0,0,0,0,0,0,5,0,0,55,0,62,0,0,2,0,0,0,4,0,0,0,0,7,0,0,15,0,8,0,0,0,0,0,11,0,0,4,0,0,0,18,5,30,0,0,0,0
2014-07-01,5,11,5,0,0,0,9,7,0,0,15,0,0,0,0,0,61,77,0,0,0,8,0,16,0,0,5,2,19,0,0,0,41,0,2,12,0,0,0,0,0,8,0,10,0,0,14,0,0,0,0,2,0,0,0,0,0,4,6,5,0,17,0,0,0,5,0,0
2014-08-01,9,0,0,0,0,14,5,9,0,0,15,14,0,0,0,0,0,0,0,0,21,0,0,15,0,0,0,2,19,0,8,0,40,0,3,12,0,6,0,0,0,0,0,6,0,0,0,0,7,0,0,2,0,28,10,0,0,0,6,4,8,16,2,0,0,5,0,0
2014-09-01,12,0,0,0,0,0,7,4,0,0,15,21,0,0,0,0,58,0,0,0,0,0,0,31,0,0,4,4,0,0,8,0,40,0,2,0,0,6,3,0,0,0,0,11,0,17,14,20,7,23,6,2,0,14,0,0,0,0,6,0,0,0,3,14,0,10,0,9
2014-10-01,9,0,0,0,0,0,7,4,0,0,0,13,0,0,2,0,0,0,0,0,0,0,0,0,0,17,4,0,18,0,7,0,0,0,3,0,0,0,0,0,0,8,0,6,0,0,0,0,3,0,6,3,0,0,9,0,0,2,6,0,0,16,2,13,0,7,0,0
2014-11-01,5,10,0,0,0,26,9,9,62,44,0,14,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,2,18,0,0,0,0,0,0,12,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,14,0,0,0,4,6,4,0,16,2,0,0,5,0,0
2014-12-01,5,0,0,0,0,0,3,0,0,0,0,0,0,0,3,18,0,0,0,7,0,8,0,0,0,18,5,2,20,0,0,0,0,0,2,0,0,7,0,0,0,0,2,7,0,0,0,21,4,0,0,2,0,0,0,0,0,2,0,5,0,17,4,0,0,5,0,0
2015-01-01,7,0,0,0,14,13,7,7,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,14,0,0,4,0,0,0,0,0,0,0,2,0,0,0,3,0,0,8,2,18,0,0,0,19,7,0,6,3,0,13,0,0,0,5,6,4,0,30,0,0,0,5,0,0
2015-02-01,19,0,0,0,0,14,6,6,0,0,15,0,0,0,0,0,0,0,0,7,0,0,0,16,0,0,0,2,19,52,8,0,0,0,5,19,0,6,0,0,0,9,0,7,0,0,0,21,7,0,0,3,0,14,0,0,0,0,6,0,0,17,2,14,0,5,0,0
2015-03-01,15,0,0,0,0,25,8,4,0,0,14,25,0,7,0,0,0,0,0,0,0,14,0,0,0,0,8,2,17,0,7,52,0,0,3,0,56,0,0,0,0,23,2,0,0,0,13,0,5,0,0,4,0,13,9,0,0,3,0,0,0,0,3,0,0,5,0,0
2015-04-01,22,0,0,0,0,12,9,8,0,0,0,0,0,0,0,16,0,35,0,6,0,0,0,21,0,16,0,2,17,0,10,0,0,0,3,11,0,6,0,0,51,0,2,10,0,0,19,0,4,22,0,0,0,13,9,100,0,2,6,4,7,0,2,0,0,9,0,0
2015-05-01,13,10,0,0,0,12,6,5,0,0,0,0,0,0,0,16,0,0,0,6,0,0,0,14,0,0,0,2,0,0,7,0,0,0,2,0,0,0,3,0,0,8,0,6,0,0,13,18,3,21,0,4,0,13,18,0,0,2,6,4,0,0,2,0,0,5,0,0
2015-06-01,11,0,0,0,0,0,11,4,59,0,14,0,0,0,2,0,0,0,0,0,0,21,0,0,20,0,0,0,0,47,7,53,0,0,3,0,0,0,7,0,0,0,0,6,0,0,0,19,5,0,6,2,22,13,0,0,0,2,0,0,0,0,3,13,0,9,0,0
2015-07-01,4,0,0,33,0,0,3,4,55,0,0,12,15,0,2,15,51,33,0,6,0,0,0,13,0,0,0,2,16,0,7,0,35,0,2,0,0,0,0,0,48,0,0,6,0,15,0,0,6,20,0,1,0,24,0,0,0,0,0,4,0,29,2,0,3,6,0,0
2015-08-01,12,0,4,0,0,17,7,5,0,0,0,0,31,0,3,0,0,0,0,0,18,0,0,27,0,15,6,0,16,0,7,0,0,0,2,0,53,0,0,0,0,7,2,11,0,0,12,0,0,20,5,1,0,12,8,0,0,2,5,0,6,0,3,0,2,6,0,0
2015-09-01,4,9,4,0,0,12,8,4,54,0,0,12,0,6,2,15,51,0,0,0,0,0,0,13,0,0,12,3,16,0,13,49,0,0,3,0,0,0,3,0,0,14,4,5,0,0,12,0,6,0,0,3,20,12,8,0,0,0,5,0,0,28,5,16,0,4,0,0
2015-10-01,11,0,4,0,12,0,9,11,0,0,12,11,0,0,2,0,0,0,0,0,0,6,0,19,0,0,7,0,0,0,6,0,32,14,2,10,0,5,3,0,0,0,4,0,0,0,23,0,4,0,0,1,0,22,0,0,0,3,0,4,0,27,4,11,0,6,0,0
2015-11-01,4,0,4,32,0,0,5,11,0,0,0,12,0,6,0,30,0,32,0,17,0,6,0,13,0,0,0,0,0,0,6,0,34,0,6,0,0,5,3,0,0,7,2,5,0,0,12,0,0,20,8,3,20,12,8,0,0,2,0,0,0,28,0,0,0,8,94,0
2015-12-01,4,9,0,0,0,12,4,6,0,0,17,12,0,0,0,15,0,33,0,0,0,10,0,13,0,0,0,0,0,0,13,100,0,0,3,0,0,5,0,0,0,0,2,14,0,0,0,17,4,0,5,0,0,12,0,0,0,2,5,8,0,0,2,0,0,6,0,0
2016-01-01,11,9,0,0,12,11,5,7,0,36,16,0,0,0,0,0,0,31,0,0,0,6,0,19,17,0,0,0,0,41,6,93,0,0,2,10,0,0,3,0,0,7,2,16,0,0,23,33,12,0,0,1,0,11,8,0,0,1,0,0,6,13,2,11,0,5,0,0
2016-02-01,21,8,0,0,0,22,6,9,0,0,0,0,14,0,0,0,0,0,0,0,17,0,0,0,0,14,4,2,0,40,12,46,0,0,3,0,0,0,0,0,0,7,2,5,0,14,17,0,3,0,0,3,0,11,0,0,0,3,0,4,6,0,2,11,0,5,0,0
2016-03-01,22,0,4,59,0,26,5,0,0,0,12,0,0,0,0,0,46,30,0,0,0,6,0,12,0,14,0,0,15,0,14,45,31,0,2,9,0,5,0,0,0,0,0,5,0,0,0,0,3,18,0,1,37,16,8,0,99,1,0,3,0,25,2,0,0,8,0,0
2016-04-01,9,0,0,30,0,27,7,11,0,35,0,11,0,0,0,0,47,60,100,0,0,0,68,12,0,0,3,2,0,0,9,45,0,0,0,10,0,5,6,0,44,0,0,5,0,0,11,0,5,0,0,1,0,11,0,0,0,1,0,7,0,13,3,0,5,0,0,7
2016-05-01,4,0,0,30,0,16,5,7,51,0,12,0,0,0,0,0,47,30,0,5,0,0,0,12,0,28,4,0,15,0,6,0,64,0,2,10,0,0,0,0,0,7,0,8,100,0,0,0,3,0,5,1,19,17,16,0,0,3,5,7,0,0,2,0,0,6,0,0
2016-06-01,5,12,3,0,0,0,6,9,0,0,17,0,10,0,3,0,0,0,0,0,0,0,0,9,0,0,3,2,11,0,9,0,46,0,2,0,0,4,0,0,0,0,1,4,73,0,0,12,5,0,0,1,0,8,6,0,0,1,4,3,4,14,2,0,2,3,0,5
2016-07-01,5,5,0,17,0,6,7,4,0,0,7,0,8,3,0,8,27,0,0,0,0,3,0,7,0,0,0,1,21,0,5,0,0,0,1,0,0,0,0,0,0,0,1,9,0,8,6,18,2,0,3,1,11,13,4,0,0,1,5,2,0,7,1,6,1,4,0,0
2016-08-01,12,0,0,0,0,23,7,9,53,0,13,12,0,6,2,15,0,0,0,8,0,0,0,13,18,0,4,2,16,0,13,0,67,0,4,0,0,0,0,0,0,0,0,7,0,0,12,0,4,0,0,2,0,12,12,0,0,0,5,0,0,0,2,12,2,8,0,8
2016-09-01,6,9,0,0,0,23,11,8,0,0,13,12,15,0,0,0,0,0,0,0,0,0,0,13,0,15,0,2,16,0,13,0,34,0,3,10,0,11,0,0,0,0,2,11,0,0,12,0,8,0,0,1,0,12,0,0,0,3,5,0,6,0,2,0,5,6,0,8
2016-10-01,13,0,0,0,0,0,8,7,0,0,12,11,0,0,4,0,0,0,0,0,0,0,35,13,0,0,4,2,45,0,8,0,0,0,4,15,0,5,3,0,0,7,2,8,0,0,11,0,3,0,5,0,0,34,8,0,0,0,0,4,6,0,3,0,2,4,0,0
2016-11-01,15,0,0,0,0,11,3,4,52,54,16,11,0,6,2,0,0,0,0,5,17,6,35,12,35,0,4,0,15,41,0,47,33,0,4,10,0,18,0,0,0,0,0,8,0,0,11,0,5,0,0,1,0,11,8,89,0,3,5,0,0,20,4,11,0,4,0,0
2016-12-01,8,0,0,0,0,11,8,7,0,37,12,11,0,6,2,0,50,0,0,11,0,6,0,0,0,15,0,0,16,0,6,0,0,0,0,10,0,16,0,0,46,0,0,11,0,0,0,0,4,0,0,3,0,12,8,0,0,2,8,4,6,14,4,0,0,6,0,0
2017-01-01,7,0,4,0,0,16,9,0,0,0,12,0,14,0,0,0,0,0,0,0,0,6,0,12,0,0,0,3,0,0,12,0,0,14,2,16,0,5,0,0,0,6,0,7,0,0,11,31,6,0,0,1,0,11,0,0,0,1,5,0,6,0,0,0,0,9,0,0
2017-02-01,9,0,4,0,0,16,9,9,0,36,12,0,0,0,2,0,0,30,0,0,0,0,0,12,0,0,4,2,15,0,14,0,32,0,2,10,100,0,0,0,0,0,4,15,0,0,11,0,3,0,0,2,19,15,8,0,0,1,0,4,0,13,3,0,0,5,0,0
2017-03-01,12,8,0,0,11,20,5,5,0,0,0,10,0,6,2,0,0,28,0,5,0,6,0,23,0,0,0,3,14,0,13,42,0,13,3,9,0,5,0,0,0,6,2,7,0,13,10,0,3,0,0,3,0,15,7,0,0,3,9,3,0,0,3,0,0,5,0,0
2017-04-01,4,8,0,0,12,32,8,5,0,0,12,11,0,0,0,14,0,0,0,5,0,0,0,12,0,0,0,3,0,0,12,45,31,0,2,9,0,0,0,0,43,0,0,7,0,0,11,0,3,18,5,2,0,22,0,0,0,0,5,3,0,13,3,0,0,8,0,0
2017-05-01,8,0,0,0,12,16,6,6,0,0,12,22,14,0,2,0,0,0,0,5,0,9,70,12,0,0,4,0,15,40,0,0,32,0,4,19,0,5,0,0,0,0,2,7,0,0,11,0,3,0,0,2,38,0,8,0,0,1,5,4,0,13,2,11,0,4,0,0
2017-06-01,12,9,4,34,0,0,10,4,0,39,20,25,16,0,0,0,52,34,0,0,0,0,38,13,0,0,5,0,25,0,7,51,71,0,2,0,0,6,6,0,49,0,2,11,0,0,12,0,5,0,0,2,0,12,9,0,0,2,6,8,0,14,4,0,0,9,100,0
2017-07-01,10,0,4,32,0,11,2,9,0,0,12,12,0,0,4,0,0,0,0,6,18,0,0,0,0,0,7,0,24,0,0,0,0,0,4,0,0,0,0,0,47,0,0,11,0,0,0,0,5,0,0,3,20,23,8,0,0,3,5,4,0,14,2,0,0,6,0,0
2017-08-01,9,0,0,30,18,11,4,5,0,35,12,0,0,0,2,0,0,0,0,0,0,0,0,0,17,0,4,2,15,0,0,0,32,0,2,19,0,5,3,0,0,0,0,5,0,0,22,0,6,0,0,2,0,11,0,0,100,1,5,0,9,13,0,0,0,4,0,0
2017-09-01,8,0,0,0,0,11,5,9,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,13,0,0,6,0,16,0,13,0,0,0,3,10,0,8,0,0,0,7,0,5,0,0,0,25,3,0,5,2,0,12,8,0,0,2,5,0,0,14,2,0,0,4,0,8
2017-10-01,11,0,0,0,0,11,7,6,49,0,12,11,0,6,0,0,0,30,0,5,0,9,0,0,0,0,3,0,0,0,6,0,0,0,3,19,0,5,0,0,0,0,0,5,0,0,11,0,10,18,0,4,0,11,0,0,0,3,5,7,6,32,3,0,0,12,0,0
2017-11-01,8,0,0,30,12,11,6,0,0,0,16,28,14,0,0,0,0,31,0,0,17,6,0,12,17,0,4,2,23,0,0,47,32,0,2,10,0,10,0,14,45,0,2,7,0,0,11,0,3,0,5,4,0,23,0,88,0,1,10,0,0,0,2,0,0,18,0,0
2017-12-01,4,0,0,0,0,17,8,8,0,0,0,12,0,6,5,0,0,0,0,0,18,6,0,13,0,15,4,2,16,0,6,49,51,0,2,21,0,5,6,0,0,7,0,13,0,0,12,0,6,0,0,3,0,12,13,0,0,0,0,6,0,21,2,12,2,10,0,0
2018-01-01,8,0,0,0,0,29,11,11,0,0,0,0,13,5,0,0,0,0,0,0,0,5,0,17,0,13,3,3,20,0,0,0,0,0,2,0,0,5,3,12,0,0,3,11,0,0,20,0,3,0,0,4,0,10,0,78,0,1,0,3,0,24,2,10,0,8,0,0
2018-02-01,22,9,0,32,0,38,6,9,0,0,0,0,0,0,0,0,0,0,0,6,0,6,37,26,18,15,0,0,16,0,0,48,0,0,3,0,0,11,6,0,0,7,2,5,0,0,0,0,3,0,0,3,20,12,0,0,0,0,5,4,0,0,3,0,2,0,0,0
2018-03-01,7,0,0,0,11,41,9,11,0,0,11,0,0,0,0,0,0,28,0,5,0,0,0,12,16,0,3,2,0,0,9,43,0,0,3,9,47,5,0,0,0,6,0,10,0,0,11,0,4,18,5,2,0,21,7,0,0,0,5,3,0,12,4,0,2,4,0,0
2018-04-01,9,0,0,0,12,10,9,10,48,34,11,0,0,0,0,0,45,0,0,5,0,6,0,12,0,0,3,2,14,0,10,0,30,0,2,0,0,0,4,0,0,6,0,7,0,0,0,0,6,18,5,2,18,11,8,0,0,3,5,3,0,19,5,0,0,8,0,0
2018-05-01,17,0,0,29,12,21,10,7,0,34,23,11,14,0,2,0,46,0,0,0,0,6,0,12,0,14,3,0,15,0,18,0,31,0,2,9,97,5,0,0,43,0,0,7,98,0,0,0,0,0,10,1,0,11,8,0,0,4,5,3,6,0,3,0,2,6,0,0
2018-06-01,5,0,0,0,12,11,13,3,0,0,12,0,0,6,0,0,0,0,0,0,0,6,34,12,16,0,3,0,0,0,6,45,0,0,4,9,0,5,0,0,0,0,2,12,0,0,11,0,4,18,0,2,0,11,0,0,0,1,0,3,0,13,3,11,0,6,0,7
2018-07-01,11,8,4,0,11,30,10,7,0,0,11,0,0,0,0,0,0,29,0,0,0,6,0,17,0,0,0,0,14,0,6,44,0,0,5,18,0,5,3,0,0,0,0,5,0,0,0,0,3,0,0,2,0,0,7,0,0,1,5,3,0,12,3,0,0,4,0,7
2018-08-01,5,0,4,0,11,30,7,7,0,34,22,0,0,0,0,0,0,29,0,5,16,0,0,12,0,27,4,0,14,38,8,43,30,13,2,0,0,9,3,13,0,6,2,7,0,13,16,0,3,0,0,2,36,16,15,0,0,2,0,0,6,12,2,0,0,4,0,0
2018-09-01,5,8,0,0,12,21,8,3,48,34,11,11,0,0,2,14,0,0,0,5,0,6,0,35,17,27,3,0,15,0,6,45,31,0,4,9,48,10,5,0,43,25,2,20,0,14,0,0,3,0,0,3,18,18,8,0,0,6,5,3,6,13,3,11,0,4,0,0
2018-10-01,5,0,4,43,0,10,8,4,0,34,11,0,14,6,2,13,0,28,0,5,16,0,0,0,0,13,3,0,14,38,6,44,30,0,2,0,0,7,3,0,0,9,2,0,0,0,10,0,4,18,0,2,0,21,11,0,0,3,5,0,0,12,2,0,2,5,0,7
2018-11-01,6,0,4,0,0,11,6,5,0,0,12,0,14,0,0,0,0,30,0,0,0,6,0,18,0,0,4,0,30,0,6,46,0,0,4,10,0,10,3,0,0,0,0,8,0,0,22,16,3,0,5,3,0,0,12,0,0,1,5,0,0,0,2,11,0,13,0,0
2018-12-01,7,0,4,43,0,10,6,7,0,0,11,0,0,6,0,0,45,29,0,0,16,6,0,23,0,13,3,2,0,0,6,0,62,0,4,9,0,14,0,0,43,0,2,12,97,0,0,15,5,18,5,2,0,0,8,0,0,0,5,7,0,13,3,11,2,4,0,0
