date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Blackberries,Blueberries,Broccoli,Cabbage,Carrots,Cauliflower,Celery,Cherries,Corn,Cranberries,Cucumber,Dates,Fennel,Figs,Garlic,Grapefruit,Grapes,Greens,Guava,Kale,Leeks,Lemons,Lettuce,Mushrooms,Napa,Onion,Oranges,Parsnip,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Pumpkin,Quince,Raspberries,Rhubarb,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tomato,Turnip,Watermelon,Yams,Cassava
2014-03-01,24,0,0,0,45,29,21,0,0,0,55,0,0,0,0,0,0,0,0,0,46,37,0,74,0,0,0,0,74,37,0,0,0,0,0,0,0,55,0,0,0,0,28,0,0,0,0,38,0,0,51,0,0,74,0,0,0
2014-04-01,42,0,0,0,31,30,22,0,0,0,57,0,35,0,0,0,61,42,0,0,0,38,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,57,0,0,0,0,30,0,0,0,0,40,0,38,0,27,66,0,37,0,0
2014-05-01,25,0,0,45,31,31,22,0,0,44,0,33,0,47,0,0,0,0,0,0,0,38,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,37,0,0,67,67,0,0,100,0,39,0,0,53,27,59,77,0,0,0
2014-06-01,27,0,78,48,0,33,47,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,81,0,51,0,46,0,53,0,0,0,0,0,0,0,24,0,0,0,79,43,29,0,0,0,70,0,40,0,0
2014-07-01,24,0,0,43,0,49,21,0,0,42,0,0,0,0,0,0,0,40,100,53,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,36,0,0,0,43,0,0,0,0,38,0,37,0,26,38,0,36,0,0
2014-08-01,59,0,0,42,29,29,0,0,0,41,0,0,33,44,0,70,0,0,0,0,0,36,0,0,0,0,0,0,71,0,45,0,41,0,0,0,0,0,34,0,51,0,31,0,0,0,0,37,25,35,0,25,74,0,0,0,0
2014-09-01,97,0,0,0,0,29,21,0,0,0,0,0,0,45,0,0,0,0,0,53,45,0,0,0,0,0,51,0,0,37,0,0,42,74,47,0,0,54,0,0,52,0,21,0,0,0,0,0,26,36,0,26,56,0,0,0,0
2014-10-01,39,0,0,83,0,57,0,0,0,41,0,30,0,0,34,0,0,0,0,0,0,0,0,71,0,0,49,65,0,0,0,0,40,0,0,0,0,54,34,0,0,0,41,100,79,0,0,0,25,35,0,25,36,0,35,0,0
2014-11-01,24,0,0,0,0,29,0,0,0,41,0,31,67,91,0,0,0,40,0,0,0,37,0,0,0,55,50,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,63,29,0,0,71,0,26,73,0,34,38,0,0,0,0
2014-12-01,42,0,0,0,0,31,22,0,0,0,0,33,0,0,37,0,0,0,0,0,0,39,0,0,0,0,53,70,77,39,0,0,0,0,0,0,0,0,0,0,55,0,52,0,0,0,0,0,81,38,0,27,0,0,0,0,0
2015-01-01,44,0,0,39,41,36,19,0,0,38,0,29,31,0,0,0,0,0,0,48,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,50,32,41,0,0,58,0,0,0,0,34,0,49,0,47,0,0,0,0,0
2015-02-01,25,0,0,0,0,30,29,0,64,87,0,33,35,0,37,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,57,0,0,0,66,66,0,0,0,0,0,0,38,0,27,39,0,0,0,100
2015-03-01,34,0,64,40,0,54,39,0,57,0,0,29,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,34,51,33,42,48,0,79,0,0,0,0,35,0,0,0,36,0,0,0,0,0
2015-04-01,53,0,66,40,0,28,20,0,0,0,0,60,32,0,0,0,0,37,0,100,44,0,0,0,68,0,0,0,0,0,43,0,0,70,0,0,35,51,33,0,0,0,46,28,0,0,0,0,0,34,48,24,35,0,33,0,0
2015-05-01,21,0,0,37,100,50,18,0,54,36,0,0,29,0,31,62,0,34,0,44,0,31,0,0,0,0,43,0,0,63,0,0,36,0,0,0,0,70,31,39,0,0,48,0,0,0,0,32,0,0,88,44,80,0,30,0,0
2015-06-01,42,0,0,75,26,38,36,0,0,0,0,0,0,39,0,0,0,0,0,46,0,0,0,0,0,47,0,0,0,32,0,0,0,0,41,0,0,0,31,40,0,0,49,0,0,0,0,66,0,32,0,33,0,0,31,0,0
2015-07-01,21,0,62,0,26,0,18,0,0,0,48,28,0,0,32,63,0,0,0,93,0,0,0,0,0,48,45,0,0,0,0,0,37,0,0,55,0,97,63,0,0,0,31,26,0,0,0,100,0,32,0,45,100,0,31,0,0
2015-08-01,66,67,0,0,0,53,29,0,0,0,100,29,0,0,0,0,0,0,0,48,0,33,0,0,0,0,46,0,0,0,41,0,0,0,0,0,0,100,0,0,0,0,48,0,0,0,0,35,0,33,0,23,86,0,33,0,0
2015-09-01,60,0,0,0,0,55,19,0,0,39,0,30,0,42,0,0,0,75,0,0,43,34,0,0,0,51,0,0,0,35,0,0,39,0,0,0,34,51,33,0,0,0,100,28,57,0,0,0,0,34,48,24,47,0,33,0,0
2015-10-01,51,0,0,39,0,27,19,0,0,76,0,29,0,0,33,0,0,0,0,0,63,0,0,0,0,49,0,0,0,0,0,0,38,68,0,0,67,50,33,0,0,0,29,54,55,0,0,0,23,44,47,23,34,0,0,0,0
2015-11-01,55,0,0,39,27,27,19,0,0,57,0,0,61,41,0,0,0,37,0,0,42,34,0,0,0,0,0,61,0,67,0,0,57,0,0,0,0,100,48,0,0,58,32,27,0,0,0,34,47,33,0,23,51,67,32,0,0
2015-12-01,23,69,65,0,29,55,0,0,0,40,0,44,33,43,0,0,56,0,0,0,44,0,48,0,0,0,49,0,0,0,43,0,40,71,45,0,0,51,0,0,0,0,27,0,57,0,0,0,49,34,0,24,0,0,0,0,0
2016-01-01,22,0,0,40,0,0,0,0,0,39,0,29,31,42,0,0,54,0,0,49,0,34,0,0,0,0,0,62,67,0,42,0,0,69,0,0,34,51,33,0,0,0,29,0,0,0,66,35,24,56,0,32,35,68,33,0,0
2016-02-01,36,0,0,0,30,29,21,0,0,42,0,0,34,45,0,0,59,39,0,0,0,36,0,0,71,0,0,0,0,0,0,0,0,0,47,0,0,55,0,45,52,64,53,29,0,96,0,38,0,36,0,63,37,0,53,0,0
2016-03-01,34,0,65,0,28,27,0,0,0,39,0,30,31,0,0,0,0,0,0,0,43,34,0,0,0,0,47,0,0,35,0,0,78,0,0,0,0,0,100,0,0,0,40,0,0,0,0,35,0,34,0,32,0,0,0,0,0
2016-04-01,39,0,0,0,48,0,0,0,0,81,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,65,0,36,44,0,40,0,0,0,36,0,69,44,0,0,41,0,0,0,0,37,0,70,0,25,37,0,69,0,0
2016-05-01,23,0,0,40,28,36,0,0,0,0,0,0,31,0,0,67,0,37,0,49,0,0,0,0,0,0,0,0,0,35,42,0,0,0,0,0,0,0,33,0,49,0,40,0,0,0,0,0,24,34,48,0,0,0,0,0,0
2016-06-01,22,0,64,40,0,0,39,0,0,77,0,29,0,0,0,66,0,37,0,0,0,34,0,0,0,100,47,0,0,0,56,0,39,0,0,0,0,50,0,0,0,0,20,27,0,0,0,69,0,33,0,47,35,0,0,0,0
2016-07-01,24,71,68,42,0,29,41,0,0,41,0,31,33,0,0,0,0,52,0,0,0,36,0,0,0,0,0,65,0,37,0,0,0,0,0,0,0,53,35,0,0,0,41,29,0,0,0,37,25,47,50,25,0,0,35,0,0
2016-08-01,47,0,0,0,29,28,20,81,0,40,0,0,32,44,0,70,0,0,0,0,0,35,49,70,0,0,0,0,0,0,0,0,40,0,0,0,0,53,34,0,100,61,41,0,0,0,0,0,0,0,100,100,54,0,0,0,0
2016-09-01,24,0,69,42,29,57,0,0,0,55,0,0,33,44,0,0,0,0,0,0,0,36,100,0,0,0,50,66,0,0,0,0,0,0,0,0,36,0,0,0,0,0,31,0,0,0,0,37,0,35,0,25,37,0,0,0,0
2016-10-01,47,0,0,0,29,57,40,0,0,41,0,0,33,44,0,0,0,0,0,0,44,36,49,0,0,52,100,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,27,57,0,0,0,74,0,53,0,25,36,72,0,0,0
2016-11-01,31,0,67,0,0,47,20,0,0,0,52,60,0,0,34,69,0,0,0,0,0,0,0,0,0,52,0,64,0,36,44,0,80,72,0,0,35,79,0,0,51,61,27,85,0,0,0,36,0,81,0,49,36,0,0,0,0
2016-12-01,23,0,0,0,28,0,0,0,0,0,0,30,32,0,0,0,57,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,44,51,0,41,0,59,0,0,55,66,35,0,33,0,0,0,0,0
2017-01-01,29,0,0,0,96,35,17,0,0,68,44,0,27,36,0,58,0,32,0,0,0,30,0,0,0,0,41,53,59,0,37,0,34,59,38,0,58,44,29,0,0,0,34,0,0,0,0,61,31,87,0,34,30,0,28,0,0
2017-02-01,21,0,0,0,0,26,19,0,0,37,0,42,30,40,32,0,0,35,0,0,41,0,0,65,0,48,0,60,0,100,41,0,0,0,42,0,0,0,32,0,46,0,47,26,54,0,0,34,34,64,0,30,33,0,0,0,0
2017-03-01,20,0,0,35,48,24,22,0,0,0,0,26,27,0,0,0,0,0,0,0,0,30,0,0,0,0,41,0,0,0,0,0,34,0,0,0,0,44,29,73,0,0,34,0,49,0,0,46,21,29,0,42,30,60,29,0,0
2017-04-01,28,0,0,74,26,34,18,0,0,0,0,27,44,40,0,0,0,52,0,45,40,32,0,0,0,47,0,59,0,64,0,0,0,0,0,0,0,48,0,39,0,0,19,0,53,0,0,33,22,94,45,30,44,0,0,0,0
2017-05-01,39,0,56,34,0,23,34,0,49,33,0,50,27,0,28,0,0,32,0,42,0,29,81,0,0,0,0,53,0,30,0,0,66,0,0,0,29,43,28,36,0,0,39,0,48,0,0,30,21,0,41,21,0,0,29,100,0
2017-06-01,20,0,0,0,50,37,17,0,0,35,0,26,28,0,0,0,0,100,0,0,38,31,0,0,0,0,43,0,0,0,38,0,35,0,0,0,0,69,30,76,0,0,24,0,0,80,0,32,0,30,43,50,31,0,60,0,0
2017-07-01,19,0,0,34,48,47,34,0,0,66,0,0,0,37,0,0,0,32,0,0,0,29,0,0,0,0,0,0,0,30,36,0,33,0,38,0,0,44,43,72,0,0,39,0,0,0,0,31,0,43,0,20,40,0,57,0,0
2017-08-01,44,0,0,0,94,23,38,0,49,33,0,0,0,0,0,0,0,0,0,0,0,29,0,58,0,43,0,0,0,0,36,0,66,0,0,0,29,43,70,0,40,0,33,0,0,0,0,58,0,28,0,20,44,0,28,0,0
2017-09-01,57,0,0,34,24,23,100,0,0,0,0,0,0,0,28,0,0,0,0,0,36,0,0,58,0,0,0,0,0,0,0,0,33,0,0,0,0,58,28,0,0,50,45,23,48,0,0,30,20,29,0,20,60,0,0,0,0
2017-10-01,47,0,0,0,23,45,32,0,0,97,42,25,26,35,0,56,45,31,0,0,36,29,0,0,0,0,40,52,0,0,0,0,0,0,0,0,28,0,27,71,0,0,41,46,47,0,0,29,0,98,0,40,29,0,28,0,0
2017-11-01,38,0,0,0,0,23,16,0,0,33,43,37,27,0,0,0,0,31,0,0,36,29,0,0,0,0,40,53,0,29,0,0,0,0,75,0,0,0,28,36,0,0,56,0,48,0,0,30,20,57,0,30,30,0,28,0,0
2017-12-01,20,0,57,0,25,24,17,0,52,35,0,26,28,0,0,0,0,33,0,0,0,0,0,61,0,0,0,0,0,0,0,0,35,62,40,0,0,68,29,0,44,0,47,0,0,0,0,0,100,30,0,21,62,0,0,0,0
2018-01-01,18,0,0,0,0,21,25,0,0,0,0,46,25,33,0,0,43,0,0,38,0,27,0,53,0,0,0,0,0,0,100,0,31,0,35,0,0,60,0,0,0,0,41,22,0,0,0,41,0,66,0,25,27,54,0,0,0
2018-02-01,60,0,0,72,0,49,17,0,0,35,0,26,28,38,30,60,0,33,0,0,38,30,0,0,0,0,0,0,0,31,38,0,35,0,39,0,30,46,59,0,0,0,47,0,0,0,0,63,22,40,0,0,0,0,0,0,0
2018-03-01,45,54,52,48,22,0,16,0,0,62,0,0,25,0,0,54,0,0,0,39,0,27,0,54,53,40,38,50,54,28,34,0,31,0,0,0,0,0,26,0,0,0,37,0,0,0,0,56,19,36,0,32,28,0,0,0,0
2018-04-01,19,0,0,0,23,23,22,0,49,33,86,25,0,35,0,0,46,0,0,41,0,48,40,57,0,0,40,0,0,29,0,0,0,0,0,0,29,43,0,36,0,100,50,0,0,0,0,60,0,57,0,30,30,58,0,0,0
2018-05-01,44,0,0,66,69,34,16,0,0,0,42,37,0,0,0,56,0,62,0,41,0,57,40,0,0,42,0,0,0,29,0,0,32,0,0,0,0,42,0,0,0,0,55,0,0,0,55,44,0,28,0,33,58,0,0,0,0
2018-06-01,19,0,0,0,46,23,32,0,48,32,0,24,0,35,55,0,0,62,0,41,0,0,0,0,0,42,0,0,0,0,0,0,32,0,37,48,0,42,41,35,0,0,33,0,0,0,0,29,20,0,0,26,49,0,28,0,0
2018-07-01,18,55,0,0,22,22,24,0,71,47,0,24,26,0,0,0,44,30,0,0,35,0,38,0,0,0,0,0,0,0,34,0,31,0,0,0,0,41,27,0,0,0,37,0,0,73,0,29,19,27,38,19,57,0,27,0,0
2018-08-01,24,0,0,31,22,43,15,0,0,46,40,46,25,0,0,53,0,0,0,39,34,27,0,0,0,0,56,49,0,0,0,0,31,0,0,0,0,40,52,0,38,0,21,22,0,70,0,42,0,27,56,31,69,0,52,0,0
2018-09-01,44,0,54,0,23,23,16,0,49,33,0,25,27,0,0,56,0,0,0,0,36,29,0,0,0,0,0,0,0,0,36,0,0,0,37,0,0,0,28,36,41,0,28,0,48,0,0,30,0,43,0,40,44,0,28,0,0
2018-10-01,43,0,53,0,23,52,16,0,0,0,42,36,0,0,0,0,0,30,0,0,0,28,0,56,0,42,0,0,0,0,35,0,32,0,0,0,0,42,27,35,0,0,43,79,0,0,0,29,39,55,0,49,29,0,0,0,0
2018-11-01,19,0,0,0,0,57,0,0,0,0,0,49,0,0,0,0,46,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,33,0,0,0,0,43,0,0,41,50,22,23,0,0,0,30,40,28,0,50,44,0,0,0,0
2018-12-01,41,62,59,37,0,58,18,0,52,35,0,27,29,0,0,0,100,0,0,0,79,0,0,63,0,0,0,0,0,0,39,0,0,0,0,0,0,47,30,38,0,0,42,0,0,0,0,32,66,61,0,22,32,0,0,0,0
