date,Apple,Avocado,Banana,Beans,Beets,Broccoli,Cabbage,Carrots,Cauliflower,Celery,Coconuts,Corn,Cranberries,Cucumber,Dates,Eggplant,Garlic,Grapefruit,Grapes,Greens,Guava,Jicama,Kale,Lettuce,Lychee,Mangos,Mushrooms,Okra,Onion,Oranges,Peaches,Peas,Peppers,Pineapple,Pomegranate,Potatoes,Pumpkin,Quince,Romaine Lettuce,Spinach,Squash,Strawberries,Sweet Potato,Tomato,Watermelon,Yams,Cassava
2016-02-01,6,0,3,4,0,0,0,11,14,0,0,0,0,28,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,9,38,22,0,16,0,0,0,27,0,0,26,11,0,0,57
2016-03-01,2,3,7,4,0,0,10,21,0,0,0,0,0,0,0,4,4,51,0,0,7,2,0,0,0,0,0,0,28,0,0,0,37,0,0,0,0,0,0,0,0,55,0,16,0,0,0
2016-04-01,5,0,3,4,0,0,0,0,13,0,0,0,0,0,0,0,4,0,3,0,6,2,0,9,0,0,11,0,0,0,0,0,0,11,0,10,10,0,0,0,0,54,0,11,37,0,0
2016-05-01,2,3,3,8,0,0,0,0,0,0,0,11,0,27,0,0,0,0,0,0,7,2,0,18,0,0,0,0,0,0,0,9,0,11,0,8,0,0,33,27,0,0,0,11,0,0,0
2016-06-01,5,0,3,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,12,0,0,0,0,16,0,27,0,81,0,0
2016-07-01,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,8,0,0,0,56,0,0,27,0,0,0,0
2016-08-01,3,3,6,8,0,0,0,0,0,0,0,12,0,15,0,0,5,0,0,0,36,0,0,0,29,0,0,0,0,0,0,0,40,12,0,8,0,0,0,0,0,0,0,12,56,0,0
2016-09-01,2,0,7,4,0,0,11,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,11,26,0,0
2016-10-01,2,0,3,4,0,13,0,0,0,13,0,0,0,0,0,4,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,9,0,11,0,8,0,0,0,26,30,0,0,11,0,0,55
2016-11-01,2,3,4,8,0,0,0,11,0,0,0,0,0,0,0,0,0,51,0,0,10,0,0,9,0,0,12,0,0,0,0,9,37,0,100,8,0,0,0,26,0,0,0,11,25,0,0
2016-12-01,5,3,6,4,0,13,0,0,0,0,0,11,0,0,0,0,4,0,3,0,7,0,0,0,0,0,0,0,0,7,0,0,0,21,0,8,0,0,0,0,0,0,0,11,25,0,0
2017-01-01,3,0,4,5,0,0,0,0,0,0,34,0,0,12,0,0,0,0,3,0,6,2,0,0,0,0,0,0,26,0,0,8,0,10,0,7,0,0,0,23,13,0,23,10,23,0,0
2017-02-01,2,3,3,7,0,13,0,10,13,0,0,0,0,0,0,0,4,0,0,0,6,0,52,0,0,0,0,0,0,0,0,0,35,10,0,0,0,0,0,0,15,0,0,10,0,0,54
2017-03-01,4,0,3,5,55,12,0,0,0,0,0,0,0,12,0,4,4,0,0,13,11,0,0,8,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,13,0,22,9,22,0,0
2017-04-01,2,3,4,4,61,0,0,10,0,0,0,0,0,17,0,0,0,0,0,0,6,0,0,0,0,13,0,0,0,0,0,9,0,10,0,8,10,0,0,0,0,0,25,0,24,0,53
2017-05-01,3,0,5,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,11,0,0,0,0,9,35,10,0,8,11,0,0,26,0,0,0,10,36,0,0
2017-06-01,2,3,3,5,65,14,11,0,0,0,0,11,0,14,0,0,4,0,0,0,13,0,0,0,0,14,0,0,0,7,0,0,0,16,0,8,0,0,35,27,0,0,27,11,0,0,0
2017-07-01,2,4,4,0,0,14,0,11,0,0,0,11,0,14,0,0,0,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,39,17,0,8,23,0,0,27,0,0,0,0,27,0,0
2017-08-01,0,0,5,4,61,26,0,10,0,0,0,10,0,0,0,4,0,0,0,14,9,0,0,8,0,0,0,0,0,0,0,0,0,21,0,0,10,0,32,0,15,0,0,0,0,0,0
2017-09-01,0,3,5,0,62,0,10,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,26,0,0,0,56,7,0,9,0,0,0,8,0,0,0,0,15,0,25,0,25,0,0
2017-10-01,4,2,4,3,0,12,0,9,0,0,0,0,0,12,0,4,4,0,0,0,6,2,0,0,0,0,0,0,0,0,0,8,0,14,0,14,15,0,0,0,0,0,23,29,0,0,0
2017-11-01,3,0,4,7,0,21,19,0,12,12,0,10,0,13,0,0,4,48,3,0,6,0,0,0,0,0,0,0,26,6,0,0,0,10,47,11,10,0,0,0,0,0,24,15,24,4,0
2017-12-01,5,3,0,4,0,0,0,0,13,0,0,0,0,0,0,4,0,0,3,15,0,0,56,9,0,0,0,100,0,7,0,0,0,0,0,16,0,0,0,27,0,0,39,0,51,0,0
2018-01-01,6,0,0,5,0,11,0,9,0,0,0,0,0,17,0,0,0,0,4,12,15,0,0,0,0,0,0,83,0,0,0,0,31,9,42,10,9,0,0,0,0,0,0,0,22,3,0
2018-02-01,3,3,5,3,0,12,0,19,0,12,0,0,0,0,0,4,4,0,0,0,6,0,51,8,0,0,0,0,26,0,0,0,0,13,0,7,0,0,0,24,0,49,0,10,0,0,0
2018-03-01,5,3,4,3,58,24,0,0,24,0,0,0,0,0,0,4,0,0,0,13,9,2,0,8,0,0,0,0,26,0,0,0,0,13,45,11,0,0,0,47,27,0,68,19,23,0,100
2018-04-01,2,0,6,0,0,12,0,0,12,0,0,0,0,0,0,4,0,0,5,0,6,0,51,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,14,0,0,10,0,0,50
2018-05-01,2,0,7,3,0,12,0,0,0,0,0,0,0,0,0,4,0,0,2,0,12,0,0,0,23,0,0,0,0,0,0,0,0,10,45,10,0,100,0,0,0,0,23,10,68,0,0
2018-06-01,2,2,5,3,0,0,9,0,0,0,0,10,0,0,0,0,4,0,0,0,15,0,50,16,59,0,0,88,25,0,100,8,0,10,0,0,19,0,30,0,0,0,23,0,34,0,0
2018-07-01,2,0,5,7,0,12,9,0,12,0,0,0,0,0,0,0,0,0,3,0,12,0,0,8,0,0,0,0,0,0,0,0,0,15,0,7,0,0,0,0,27,0,0,10,0,0,0
2018-08-01,4,4,7,3,0,12,0,0,12,12,0,0,0,12,0,0,0,0,5,0,18,0,0,0,0,0,0,89,0,0,0,0,0,10,0,7,0,0,0,0,14,0,0,20,0,0,0
2018-09-01,2,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,34,0,0,7,10,0,0,24,0,50,0,10,0,0,0
2018-10-01,2,2,4,5,0,12,9,9,0,0,0,10,0,0,0,4,4,45,0,0,10,0,0,0,0,0,0,0,0,6,0,8,0,10,0,0,0,0,0,23,0,0,23,0,45,0,0
2018-11-01,3,3,4,5,0,0,10,0,0,0,0,0,0,0,0,4,0,0,3,0,9,0,52,8,24,0,11,0,0,0,0,8,34,10,0,15,0,0,0,24,0,0,0,10,0,0,51
2018-12-01,4,0,2,3,0,23,0,0,12,0,0,0,0,0,0,0,0,0,0,13,10,0,0,0,23,0,0,0,0,0,0,8,0,0,0,7,0,0,60,35,13,0,0,10,23,3,0
