date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blackberries,Blueberries,Broccoli,Cabbage,Cantaloupe,Carrots,Cauliflower,Celery,Chayote,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Figs,Garlic,Grapefruit,Grapes,Greens,Guava,Kale,Kumquat,Lemons,Lettuce,Lychee,Mangos,Mushrooms,Okra,Onion,Oranges,Passion Fruit,Peaches,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Pumpkin,Quince,Radicchio,Raisins,Romaine Lettuce,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tomato,Watermelon,Yams
2013-08-01,0,0,0,0,11,1,0,0,71,0,9,0,0,0,0,0,0,0,68,9,0,0,0,0,3,0,0,52,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,2,0,0,0,0,0,36,0,0,0,0,0,4,0
2013-09-01,2,0,0,0,11,1,1,54,0,0,9,0,0,8,0,0,0,0,0,9,0,0,0,0,3,54,0,50,0,7,70,0,0,2,0,0,1,0,55,0,0,0,0,58,0,60,0,3,0,0,0,52,0,0,0,0,0,0,0,4,0
2013-10-01,3,0,0,0,0,4,0,0,0,0,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12,4,0
2013-11-01,1,7,10,0,0,2,1,0,0,0,17,100,0,0,0,0,0,0,62,0,0,0,57,0,2,51,59,0,0,0,66,0,0,0,10,0,0,0,0,0,18,0,0,0,6,0,0,0,0,0,0,49,0,0,0,53,0,0,6,4,0
2013-12-01,0,0,0,0,10,1,1,51,0,0,9,99,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,33,0,0,0,65,0,4,0
2014-01-01,0,0,0,5,0,3,1,0,0,0,8,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,5,0,0,0,2,9,0,1,0,0,0,0,0,0,49,8,0,0,2,4,0,0,0,0,0,7,46,0,59,0,0,0
2014-02-01,0,0,10,0,10,2,1,0,0,0,0,0,0,8,0,0,0,47,0,0,4,0,0,0,0,0,57,46,0,0,0,37,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,92,0,48,0,32,7,51,0,0,0,0,0
2014-03-01,1,0,0,0,9,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,51,0,0,46,53,42,0,0,0,0,3,0,9,56,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,44,0,0,0,59,5,4,100
2014-04-01,4,0,0,0,27,1,1,46,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,2,0,56,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0
2014-05-01,1,6,0,0,9,2,1,0,0,0,7,0,49,0,7,55,0,84,0,0,0,0,0,61,0,0,0,0,0,5,86,32,0,2,0,0,0,0,0,9,0,0,0,0,8,0,0,5,0,0,0,43,0,28,0,0,0,0,0,3,0
2014-06-01,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,57,0,0,0,8,0,0,52,0,2,47,0,0,0,6,60,0,0,2,0,0,1,0,0,0,16,0,0,0,6,0,2,0,0,0,0,0,0,0,7,0,0,60,0,4,0
2014-07-01,1,0,0,0,9,2,1,0,59,5,0,0,0,0,0,59,0,0,58,0,3,0,0,65,0,0,0,0,0,0,0,0,3,0,0,57,0,0,0,0,8,0,0,0,6,0,0,2,0,0,0,0,0,0,7,0,0,0,0,10,0
2014-08-01,3,0,0,5,9,1,1,0,0,5,0,45,0,0,0,0,0,44,57,0,0,100,0,0,0,47,0,0,0,0,60,34,0,2,0,0,0,0,0,9,0,100,0,0,0,51,0,0,5,0,0,0,0,0,0,47,0,0,5,9,0
2014-09-01,1,0,0,0,9,2,1,0,0,0,11,0,0,0,0,55,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,2,0,0,0,0,45,0,8,0,0,0,6,49,0,2,0,0,0,0,0,29,7,0,0,0,5,5,97
2014-10-01,1,0,0,0,0,1,2,0,0,0,0,42,0,0,0,53,0,0,0,0,3,0,49,0,0,0,0,0,43,0,56,0,0,4,0,0,1,0,0,0,0,0,0,0,5,0,2,1,8,0,0,0,4,28,0,44,0,0,5,3,93
2014-11-01,3,0,0,0,0,4,1,0,0,0,7,43,0,0,0,55,0,0,54,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,4,0,0,0,2,2,0,0,0,0,2,42,6,0,0,0,0,0,0
2014-12-01,1,6,0,0,8,1,1,44,0,5,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,32,0,0,0,54,0,0,0,9,0,0,0,0,11,0,0,2,4,0,0,0,0,0,0,0,9,0,0,0,0
2015-01-01,2,0,0,0,11,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,56,0,41,0,37,0,0,52,0,0,0,0,100,1,0,41,0,7,0,0,0,5,45,0,0,0,0,98,0,0,0,6,0,0,0,5,0,0
2015-02-01,3,0,0,0,8,1,1,0,0,5,7,43,0,7,7,54,0,0,0,0,0,0,49,60,2,44,50,40,0,0,56,0,0,2,0,0,0,0,44,0,0,0,0,0,5,0,0,0,0,0,0,42,0,37,6,0,17,0,5,5,0
2015-03-01,2,6,0,0,16,4,0,0,0,0,7,0,0,0,6,100,0,0,0,0,0,0,0,0,2,0,0,0,0,0,52,30,0,0,8,0,0,0,41,0,7,0,0,0,5,0,0,1,4,74,0,0,0,26,6,0,0,52,9,3,0
2015-04-01,2,0,8,4,8,1,1,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,55,0,0,2,0,0,1,0,0,0,7,0,0,0,5,46,0,3,0,0,100,40,0,27,6,0,8,54,0,5,0
2015-05-01,5,0,0,0,24,1,1,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,7,0,0,44,5,45,0,3,0,0,0,0,0,26,0,0,0,0,5,3,0
2015-06-01,1,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,40,0,0,3,0,48,0,0,0,49,39,0,5,55,0,3,0,0,0,0,100,0,0,7,0,4,0,5,92,0,0,0,0,0,0,0,0,6,43,0,55,5,10,0
2015-07-01,2,0,0,4,16,2,0,43,53,0,7,41,0,0,0,0,0,0,0,0,3,0,47,0,2,0,49,0,0,0,0,0,0,0,8,0,0,0,43,0,10,0,0,0,5,0,0,1,0,0,0,0,0,0,0,43,0,0,5,10,0
2015-08-01,0,0,0,0,8,1,0,41,52,0,0,0,0,0,0,0,0,0,49,7,0,0,46,0,2,0,0,56,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,44,5,0,0,1,4,0,96,0,0,26,0,42,8,0,0,3,0
2015-09-01,2,0,0,0,16,1,0,0,51,5,0,40,0,0,0,50,0,39,100,0,3,0,46,56,2,0,0,37,0,0,0,0,0,0,0,49,0,0,41,0,18,87,4,0,5,0,2,3,4,0,0,0,0,0,6,42,0,0,5,5,0
2015-10-01,5,5,0,4,0,2,1,39,49,0,6,0,0,6,0,48,0,0,0,0,0,84,0,0,0,0,0,36,38,0,100,0,0,2,0,0,1,0,0,0,10,0,4,41,5,0,4,3,4,0,0,0,0,37,6,40,0,0,0,3,0
2015-11-01,3,0,0,4,8,1,1,0,50,0,16,0,0,6,0,0,0,0,0,0,3,86,0,0,2,0,0,0,0,5,51,0,0,0,8,48,0,0,0,8,11,0,0,42,7,0,2,4,0,0,0,38,0,25,0,41,0,51,0,3,0
2015-12-01,1,0,0,0,8,2,2,0,0,4,7,59,0,0,6,50,100,0,0,0,3,0,0,0,0,0,0,0,0,0,51,59,0,2,0,0,0,0,81,8,7,0,0,0,7,0,2,1,0,0,0,0,0,34,6,41,0,0,4,0,0
2016-01-01,2,0,13,3,10,1,1,0,0,4,11,32,0,5,0,0,0,0,0,0,2,0,74,0,0,0,0,0,0,4,43,0,0,1,6,40,0,0,0,0,6,0,3,0,6,0,0,1,0,0,0,32,0,32,0,0,0,0,5,3,0
2016-02-01,1,0,0,0,11,1,1,0,0,0,9,33,0,5,0,42,0,0,0,0,0,0,0,47,0,34,0,31,0,0,0,0,0,1,7,41,0,0,34,0,8,0,3,0,4,38,0,0,0,63,0,0,0,22,0,35,0,44,4,3,0
2016-03-01,1,0,0,0,0,1,0,33,0,0,5,0,0,0,5,0,0,0,0,0,0,0,37,46,0,33,0,0,0,4,43,24,0,0,0,40,0,0,0,0,0,0,0,0,4,36,0,1,0,0,0,0,0,32,5,34,6,0,4,0,0
2016-04-01,0,0,14,4,17,1,0,0,0,0,6,0,0,5,0,0,0,0,0,6,0,0,0,0,0,35,40,64,0,0,44,0,0,0,0,42,1,0,35,0,9,0,0,0,0,0,0,1,5,64,83,33,0,22,0,0,7,0,4,3,0
2016-05-01,2,0,0,3,6,1,1,33,0,4,6,0,0,5,5,0,0,0,0,0,2,0,37,46,2,33,38,31,0,4,85,0,0,1,7,0,0,0,33,0,0,0,3,0,0,36,0,2,0,0,0,0,0,21,0,0,0,0,4,0,0
2016-06-01,1,5,0,0,14,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,77,0,0,2,36,0,33,0,4,46,0,0,0,0,0,1,0,0,0,12,76,3,0,4,39,2,1,3,0,0,34,0,23,0,36,7,0,4,5,0
2016-07-01,1,0,0,0,7,2,0,0,44,4,6,0,0,0,0,0,0,0,42,6,0,0,39,0,2,0,0,0,34,4,45,0,0,0,0,0,0,0,35,0,0,0,0,0,4,38,2,1,3,0,0,0,0,0,0,0,0,0,0,7,0
2016-08-01,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,39,0,2,35,0,32,34,4,0,0,0,2,0,0,0,0,0,0,12,0,0,74,4,0,2,1,0,0,0,100,0,0,0,0,0,0,8,4,0
2016-09-01,5,5,0,0,7,2,1,0,0,0,0,35,0,0,0,44,0,34,0,0,0,78,0,0,2,0,0,0,0,0,0,0,0,2,0,44,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,34,2,23,0,37,0,0,4,6,0
2016-10-01,1,0,7,0,7,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,32,0,4,0,0,0,0,0,0,0,0,0,7,12,0,0,37,9,38,3,1,6,0,0,0,0,33,5,35,0,0,0,3,0
2016-11-01,2,0,0,0,14,1,1,36,0,0,6,35,0,5,5,0,87,0,0,6,0,0,40,0,0,35,0,33,0,4,0,0,0,0,7,44,0,0,0,0,0,0,3,0,4,0,2,1,3,0,0,34,0,0,0,36,0,46,8,3,0
2016-12-01,2,0,0,0,7,1,1,0,0,0,6,34,0,0,0,0,0,33,0,6,0,0,0,0,2,35,0,0,0,4,0,26,0,0,0,0,0,0,0,0,6,0,0,0,9,39,0,2,3,0,0,0,0,45,5,36,0,0,4,0,0
2017-01-01,1,4,0,0,6,1,1,0,0,0,5,31,0,5,0,0,0,0,0,0,2,0,0,44,0,32,74,0,0,4,0,0,0,3,0,0,0,0,0,0,5,0,0,0,6,0,1,3,5,0,76,0,0,20,5,0,0,0,4,3,0
2017-02-01,2,5,0,0,0,2,1,0,0,0,12,0,0,0,0,42,0,0,0,0,2,0,39,0,0,34,0,32,0,0,0,0,0,2,7,42,0,0,0,0,6,0,0,0,4,38,2,2,0,0,82,33,0,22,0,35,0,44,0,3,0
2017-03-01,1,0,0,0,9,1,1,0,0,0,5,0,0,5,0,40,0,0,0,5,5,0,0,0,0,0,0,0,0,0,42,0,0,1,0,39,0,0,0,0,6,0,0,0,8,53,0,1,3,0,0,0,0,31,0,0,0,0,4,0,0
2017-04-01,1,0,0,0,10,1,1,0,42,0,8,0,37,0,0,42,0,0,0,0,2,0,0,0,0,0,0,0,33,0,43,0,0,1,0,0,0,0,0,6,14,0,3,0,6,37,0,1,3,0,80,0,0,43,5,0,0,43,7,0,0
2017-05-01,0,5,0,0,9,2,2,0,0,0,6,69,0,0,0,0,0,100,0,0,3,0,0,0,2,35,0,32,0,0,0,26,0,2,0,0,0,0,0,0,6,0,0,38,4,38,0,2,3,0,0,0,0,23,5,36,0,46,4,0,0
2017-06-01,1,0,8,4,12,1,1,0,0,0,7,39,0,6,0,0,0,0,49,7,0,0,0,0,2,81,0,0,0,0,0,30,0,0,8,49,0,0,0,8,12,0,4,43,0,44,0,3,0,0,0,39,0,0,6,0,8,0,4,6,0
2017-07-01,1,6,0,4,13,1,0,0,50,0,7,0,0,0,0,0,0,38,73,13,3,0,45,0,2,0,0,0,0,5,0,59,0,0,8,0,0,0,40,0,12,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,13,12,0
2017-08-01,2,5,0,0,7,1,1,0,47,0,0,0,0,0,0,0,0,0,0,0,3,0,0,51,0,0,43,34,0,0,0,0,0,2,7,0,0,0,0,0,13,80,0,0,5,0,0,2,4,0,88,0,0,24,0,0,0,0,4,4,0
2017-09-01,1,6,0,0,8,1,1,0,0,4,7,39,0,0,0,49,0,0,0,0,0,0,45,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,40,0,21,0,0,0,5,0,0,1,0,0,0,38,0,0,0,41,0,51,4,0,0
2017-10-01,1,0,8,0,22,2,2,0,0,4,13,0,0,6,6,0,0,0,0,0,3,82,44,52,0,0,0,71,0,9,0,0,0,0,8,0,1,0,39,7,7,0,4,0,5,42,5,3,4,0,0,0,0,25,0,40,0,0,0,6,0
2017-11-01,2,0,0,0,7,1,1,0,48,0,6,0,42,0,0,0,95,0,47,0,0,0,0,0,0,38,89,35,38,5,50,0,0,2,0,0,1,0,77,0,7,0,0,0,0,0,2,2,6,0,0,37,0,25,6,39,0,50,6,3,0
2017-12-01,1,0,7,0,15,2,0,38,0,0,6,0,42,0,0,0,0,0,0,6,0,81,43,0,2,57,44,0,37,5,49,0,0,2,0,0,1,0,0,0,7,0,0,0,7,0,0,0,4,0,0,0,0,36,6,0,0,0,4,0,0
2018-01-01,2,0,0,4,14,2,1,0,0,0,9,0,0,0,0,0,0,0,44,0,0,0,40,0,0,36,41,33,0,6,0,40,0,2,7,88,1,0,0,10,10,0,7,0,4,0,0,2,3,0,86,0,0,23,0,0,0,46,0,3,0
2018-02-01,2,0,7,0,7,2,3,0,0,0,13,74,0,0,0,47,0,0,47,6,0,0,0,0,0,38,0,35,0,0,0,0,0,0,0,0,1,0,0,0,26,0,0,0,0,0,0,3,4,0,0,37,0,37,0,0,0,0,4,0,0
2018-03-01,3,5,0,0,14,2,1,0,0,0,12,0,0,5,0,44,0,0,0,0,0,0,40,0,0,0,0,0,0,4,0,26,0,2,0,0,0,0,0,14,6,0,0,0,4,0,0,2,3,0,85,34,0,34,11,55,7,0,0,0,0
2018-04-01,1,0,0,4,8,1,1,0,0,0,7,38,0,6,0,99,0,0,48,0,3,84,44,0,0,39,0,36,0,5,50,29,0,2,0,95,1,0,40,0,13,0,0,0,0,43,0,3,4,0,0,38,0,26,0,40,0,0,4,3,0
2018-05-01,2,5,0,0,0,1,2,0,0,4,6,0,0,0,0,0,0,0,0,0,3,0,42,0,0,0,0,0,37,5,0,55,0,0,0,0,0,90,0,0,6,0,0,0,7,41,2,1,4,0,0,0,0,24,0,0,7,49,6,4,0
2018-06-01,1,0,0,0,0,2,1,38,0,0,13,0,42,0,0,0,0,72,46,0,3,0,0,52,2,38,0,35,0,0,0,28,0,3,7,0,1,0,0,0,7,0,4,40,5,41,0,2,0,0,0,74,2,24,6,0,15,0,4,5,0
2018-07-01,0,0,0,0,7,1,1,0,0,0,0,0,0,0,6,0,93,0,0,0,0,0,0,0,2,38,0,0,0,5,0,0,0,2,0,0,0,0,0,0,13,80,4,40,9,41,0,1,4,0,0,0,0,0,5,0,0,49,0,9,0
2018-08-01,1,0,0,0,7,1,0,0,46,0,0,0,0,0,0,45,0,0,44,0,5,0,41,100,2,0,0,100,0,0,47,0,0,2,0,0,0,0,36,0,19,78,0,78,5,40,0,2,0,0,0,70,0,0,5,0,0,0,4,8,0
2018-09-01,1,0,0,0,15,1,2,0,0,4,10,0,0,0,0,0,0,0,0,0,3,0,43,0,2,0,0,0,0,5,0,0,0,2,0,0,1,92,0,0,13,0,0,42,7,0,0,2,0,0,93,38,2,37,0,40,0,99,0,3,84
2018-10-01,1,0,0,0,8,1,1,0,0,0,6,0,0,0,0,0,96,0,0,0,3,84,0,53,2,58,0,0,39,0,0,29,0,0,8,0,1,0,39,0,10,0,0,0,0,0,2,1,6,0,93,37,0,38,6,80,8,0,4,0,0
2018-11-01,2,0,0,0,8,2,1,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,90,0,0,40,0,0,0,0,52,30,5,2,0,0,0,0,0,0,14,0,0,0,5,0,2,1,0,0,95,0,2,26,6,42,0,0,0,0,0
2018-12-01,1,0,8,4,8,1,1,0,0,0,10,39,0,6,0,48,0,0,48,7,0,0,0,0,0,39,0,0,0,5,0,0,0,2,8,0,0,0,0,0,7,0,4,0,5,0,2,2,0,72,0,0,2,0,12,40,8,51,4,0,0
