date,Apple,Avocado,Banana,Beans,Broccoli,Cabbage,Carrots,Cauliflower,Celery,Corn,Cranberries,Cucumber,Eggplant,Garlic,Grapes,Greens,Guava,Kale,Lettuce,Mushrooms,Okra,Onion,Peaches,Peas,Peppers,Pineapple,Pomegranate,Potatoes,Pumpkin,Romaine Lettuce,Spinach,Squash,Sweet Potato,Tomato,Watermelon,Yams,Cassava
2013-11-01,11,0,20,27,0,0,0,0,0,0,0,0,0,0,0,0,9,68,0,0,0,0,0,0,0,25,34,12,33,0,0,0,17,0,0,0,0
2013-12-01,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,12,0,0,0,30,34,0,0,0,0
2014-01-01,3,30,72,24,0,0,0,0,0,0,0,0,0,0,0,62,0,0,20,0,0,0,0,0,0,0,0,16,30,100,24,27,15,0,0,0,0
2014-02-01,9,0,19,0,27,0,0,0,0,0,100,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,84
2014-03-01,6,0,25,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,20,0,0,0,0,0,19,0,0,0
2014-04-01,0,0,0,0,17,0,0,76,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,18,0,34,0,22,29,0,0,0,45,20,0,0,0
2014-05-01,10,0,18,24,0,0,0,0,0,0,0,8,0,45,0,0,0,0,20,0,0,0,0,37,0,0,0,11,0,0,0,0,0,61,26,0,0
2014-06-01,4,0,19,0,0,0,0,0,0,0,0,9,20,0,0,0,0,0,0,0,0,14,0,0,0,0,0,24,32,0,26,0,17,22,0,0,0
2014-07-01,10,32,0,0,18,0,0,0,0,0,0,8,0,0,0,0,0,0,22,0,0,0,0,0,0,25,0,0,0,0,0,0,16,22,29,0,0
2014-08-01,4,0,22,30,20,0,48,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,32,0,0,0,0,0
2014-09-01,0,34,0,0,0,0,0,0,51,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,26,0,0,34,0,0,31,0,23,0,0,0
2014-10-01,5,0,0,0,0,28,0,0,0,0,0,8,20,0,46,0,9,65,0,0,0,0,0,0,0,24,0,12,0,0,0,0,16,0,0,0,84
2014-11-01,3,0,0,25,18,0,0,0,0,0,0,0,0,0,0,63,0,0,21,0,0,0,0,19,0,0,0,11,31,0,0,0,0,0,0,0,0
2014-12-01,7,30,19,0,18,0,42,80,0,0,0,0,19,0,0,0,0,62,0,0,0,0,0,0,0,23,0,11,31,0,0,27,0,21,0,0,0
2015-01-01,9,0,34,0,0,0,0,0,0,0,0,0,17,41,41,0,8,0,0,0,0,0,0,0,0,28,0,10,28,0,0,0,0,19,49,0,0
2015-02-01,0,29,18,24,17,0,0,0,0,0,0,0,18,44,0,0,0,0,0,0,0,0,0,18,0,23,0,0,0,0,0,0,0,0,0,0,0
2015-03-01,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,6,0,0,0,0,17,0,0,14,0,0,22,26,15,0,25,0,0
2015-04-01,5,0,18,0,18,0,0,0,0,0,0,0,0,47,0,0,9,0,0,0,51,0,0,18,0,0,0,11,30,0,24,27,16,21,0,0,0
2015-05-01,3,0,16,0,15,0,0,67,0,0,0,0,16,0,0,54,0,0,0,0,0,0,0,16,0,20,0,10,0,0,0,23,13,0,0,41,0
2015-06-01,0,0,16,0,0,0,0,0,0,0,0,0,16,0,0,55,0,0,18,6,0,0,0,16,0,41,0,14,0,88,0,0,27,18,0,0,0
2015-07-01,3,0,15,40,0,0,0,0,0,34,0,6,0,36,0,0,7,0,16,0,0,0,0,0,0,0,0,0,0,0,19,44,0,0,22,0,0
2015-08-01,3,23,14,19,0,21,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,24,0,0,0,0,0,0,0,0
2015-09-01,8,0,29,0,0,21,32,0,0,0,0,6,0,36,0,0,0,0,0,0,0,0,0,15,0,18,25,9,24,0,19,0,0,0,0,0,0
2015-10-01,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,6,0,16,0,0,0,0,0,0,18,0,0,0,79,0,21,0,0,0,0,0
2015-11-01,3,35,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,14,18,0,8,23,0,0,42,0,16,0,0,0
2015-12-01,3,0,15,0,14,0,0,0,0,0,0,0,0,36,0,0,7,0,33,0,0,0,0,0,0,19,0,9,0,0,19,0,12,16,0,0,0
2016-01-01,3,23,42,0,13,0,0,0,0,0,0,0,29,0,34,0,6,0,16,0,0,0,0,14,0,18,0,9,0,0,55,0,0,0,0,0,0
2016-02-01,0,0,14,19,0,0,0,0,36,0,0,0,15,0,0,0,6,0,16,0,0,0,0,14,0,0,0,26,47,0,19,21,12,0,0,0,0
2016-03-01,0,0,13,17,12,0,0,0,0,0,0,0,0,0,31,0,6,0,0,0,0,0,0,0,13,16,0,8,0,0,0,0,11,14,19,0,0
2016-04-01,2,0,27,37,0,0,0,0,0,0,0,0,0,34,0,0,6,47,15,5,0,0,0,0,0,0,0,8,23,76,36,41,0,0,0,0,0
2016-05-01,2,23,27,0,0,0,0,0,0,0,0,0,14,0,0,0,6,0,0,0,0,0,0,14,0,52,0,12,0,0,18,0,17,0,0,0,0
2016-06-01,3,25,30,0,14,0,0,0,0,0,0,6,0,0,36,0,7,0,0,0,0,0,89,15,0,0,0,0,24,0,0,22,0,0,0,0,0
2016-07-01,0,0,16,0,15,0,35,0,0,0,0,0,16,0,0,0,21,0,18,0,0,0,0,0,0,40,0,19,0,0,0,23,0,35,0,0,0
2016-08-01,3,0,0,0,15,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,10,0,0,0,0,0,17,23,0,0
2016-09-01,3,25,15,0,0,0,0,0,0,0,0,0,15,0,0,0,7,0,0,0,0,0,0,15,15,19,0,9,24,0,19,0,0,0,43,0,0
2016-10-01,4,0,16,0,0,23,0,0,0,0,0,0,16,0,0,0,14,0,18,0,0,0,0,0,16,20,0,10,0,0,0,0,0,18,47,0,0
2016-11-01,11,0,30,20,0,22,0,0,0,0,0,13,16,38,0,0,7,51,17,5,42,0,0,15,15,19,0,9,0,0,20,23,0,0,0,0,0
2016-12-01,3,0,0,19,0,21,0,0,0,0,0,0,0,0,0,0,7,0,16,0,0,0,0,0,0,0,0,9,24,0,0,0,25,0,0,0,0
2017-01-01,2,0,13,18,19,0,30,0,0,0,0,0,14,0,0,0,0,68,0,5,0,0,0,0,0,25,0,8,0,0,0,0,0,15,0,0,0
2017-02-01,3,0,14,20,14,0,0,62,0,0,0,6,15,36,0,49,0,0,32,0,0,0,0,0,0,0,25,9,0,80,0,0,12,0,0,0,0
2017-03-01,0,0,26,18,0,0,0,0,33,0,0,0,0,33,0,0,0,0,15,5,0,0,0,0,0,0,0,8,0,0,0,0,11,0,20,0,0
2017-04-01,4,0,30,21,15,22,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,18,25,0,0,0,26,0,0,0,0
2017-05-01,4,0,15,21,29,22,0,65,0,0,0,7,16,37,0,0,0,0,17,0,0,11,0,0,0,0,0,0,0,86,0,23,0,17,0,40,0
2017-06-01,0,0,17,23,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
2017-07-01,0,0,0,35,16,0,0,0,0,0,0,0,0,0,0,0,0,59,19,0,0,0,0,0,0,0,0,10,30,0,0,0,0,0,0,0,75
2017-08-01,7,0,33,22,0,0,36,0,0,0,0,7,17,0,39,0,7,58,0,0,0,12,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
2017-09-01,3,59,18,24,0,0,0,0,0,0,0,0,0,45,43,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,0
2017-10-01,3,0,15,21,14,0,34,0,0,0,0,0,16,75,0,0,7,52,0,0,0,0,0,23,0,19,0,18,0,0,20,0,0,0,0,0,0
2017-11-01,6,27,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,100,0,17,0,0,30,28,93,0,0,0,0,0,0,0
2017-12-01,0,24,15,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,41,10,0,0,0,0,0,17,24,0,0,21,13,0,0,0,0
2018-01-01,3,0,26,35,0,0,59,0,0,0,0,0,0,32,0,0,6,0,15,5,0,0,0,13,13,28,0,8,22,0,0,0,11,0,0,0,0
2018-02-01,3,0,21,28,13,20,0,0,0,32,0,6,21,0,0,0,6,0,16,0,0,0,0,0,0,0,0,8,35,0,36,0,12,31,0,0,0
2018-03-01,0,0,13,0,12,0,0,54,0,29,0,5,0,31,0,0,0,0,28,0,0,0,0,0,13,0,0,8,0,0,0,0,0,14,38,0,0
2018-04-01,0,22,0,0,12,19,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,10,0,13,0,0,0,8,0,0,0,20,11,0,0,0,0
2018-05-01,0,43,0,0,0,0,0,0,0,0,0,6,0,32,0,0,0,45,15,0,0,0,0,13,0,16,0,8,21,0,0,0,0,22,19,0,0
2018-06-01,4,23,21,19,0,0,31,0,0,0,0,0,0,35,0,0,0,0,16,0,0,0,0,28,0,18,24,8,0,0,0,21,23,0,41,0,0
2018-07-01,7,0,14,0,0,0,30,0,34,0,0,6,14,0,0,47,0,0,0,0,0,0,0,0,0,0,0,8,0,0,35,20,11,15,20,0,0
2018-08-01,2,0,13,17,12,0,0,0,33,0,0,0,0,33,0,44,0,0,15,4,0,0,0,13,0,17,0,8,0,0,17,19,0,14,19,0,0
2018-09-01,2,0,14,0,13,0,0,0,0,0,0,6,14,0,0,0,6,0,0,0,0,0,0,27,0,0,23,16,22,0,18,0,11,15,0,0,0
2018-10-01,3,23,0,19,13,0,0,0,0,0,0,6,14,0,0,0,9,0,16,0,0,0,0,0,0,18,0,8,0,0,18,0,0,0,21,0,0
2018-11-01,3,0,14,37,13,0,0,0,0,0,0,0,14,35,34,0,0,47,16,0,0,0,0,14,0,18,0,8,23,77,18,0,0,0,21,0,0
