date,Apple,Apricot,Asparagus,Avocado,Banana,Beans,Blueberries,Broccoli,Cabbage,Carrots,Cauliflower,Celery,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Kale,Lemons,Lettuce,Lychee,Mulberries,Mushrooms,Napa,Okra,Onion,Oranges,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Raisins,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tomato,Watermelon,Yams,Cassava
2014-07-01,5,0,0,3,3,5,73,60,7,5,0,0,0,0,39,0,0,66,0,0,0,2,24,5,9,0,8,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,8,71,2,0,10,6,0,0,5,4,5,0,0
2014-08-01,3,0,0,2,2,8,0,0,8,0,0,78,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,2,2,0,7,4,0,3,0,8,0,0,0,4,0,0,0,5,7,0,0,0
2014-09-01,3,90,0,4,3,3,0,61,0,5,0,0,2,0,79,0,0,100,0,0,0,2,0,5,5,0,0,5,0,0,7,0,0,0,2,0,0,7,0,5,0,0,2,0,2,0,4,0,12,0,0,6,5,0,0
2014-10-01,5,0,0,4,3,3,0,0,7,10,0,68,0,0,36,0,5,0,38,5,0,2,0,0,0,0,7,0,0,0,0,0,0,4,3,0,0,6,0,0,0,0,13,64,0,0,3,5,5,3,9,4,0,0,0
2014-11-01,3,0,0,2,1,6,0,57,0,0,0,0,0,0,0,70,0,0,0,0,0,2,0,0,0,0,0,9,0,0,2,0,0,0,2,2,0,0,4,0,0,0,3,0,2,2,2,0,6,0,0,4,10,0,0
2014-12-01,3,0,0,0,5,3,0,0,0,6,0,0,0,0,40,0,5,0,0,0,0,2,25,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,5,3,0,5,0,0,0,3,0,6,3,5,4,5,0,0
2015-01-01,4,0,0,2,4,12,0,57,7,10,0,0,0,0,0,0,10,0,0,0,0,0,23,0,4,0,0,5,75,0,5,0,0,0,0,0,0,0,0,10,5,64,4,0,0,0,2,0,6,3,0,4,10,0,0
2015-02-01,5,0,63,4,3,5,0,0,0,5,49,75,0,0,39,0,5,0,0,5,0,2,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,7,4,0,0,68,4,0,0,2,2,0,6,3,5,0,0,0,0
2015-03-01,5,0,0,3,3,3,0,55,0,5,0,68,2,0,35,0,0,60,0,0,24,0,0,0,4,0,0,9,0,0,0,0,0,0,2,2,0,6,3,9,3,62,5,0,3,0,0,5,0,0,4,2,0,0,0
2015-04-01,3,0,58,3,2,7,0,0,7,0,0,0,2,92,0,0,5,61,77,5,0,2,22,0,0,0,0,4,0,0,0,0,0,3,2,0,0,0,3,0,3,0,6,0,0,0,2,5,6,3,4,3,5,0,0
2015-05-01,7,80,0,2,5,7,0,0,7,0,0,0,0,0,36,0,0,0,0,4,25,2,22,0,6,54,0,11,0,0,4,0,0,0,0,2,0,0,0,0,0,61,6,0,0,2,3,10,5,0,4,4,5,69,0
2015-06-01,4,0,0,6,3,5,0,60,0,11,100,75,0,0,58,0,0,0,0,5,0,0,0,0,0,0,7,7,0,0,4,0,0,0,5,2,0,0,0,0,0,0,3,0,0,0,4,0,6,0,7,2,10,0,0
2015-07-01,5,0,0,2,3,7,63,0,6,8,0,0,2,0,34,0,4,0,0,4,23,0,31,0,8,52,6,13,68,0,3,0,4,0,3,0,20,0,0,0,0,59,6,0,2,0,3,0,5,0,4,3,4,0,0
2015-08-01,2,0,0,2,3,4,0,0,7,5,0,0,0,0,69,0,0,0,0,6,0,0,0,4,0,0,7,11,0,0,4,0,0,0,2,2,0,9,3,0,0,0,7,0,0,2,2,0,5,0,4,2,4,0,0
2015-09-01,3,0,54,5,3,8,0,0,6,7,0,64,0,0,33,0,0,0,0,4,0,2,0,0,0,0,0,4,68,0,0,0,0,0,0,0,0,6,3,16,0,58,4,0,0,0,4,0,5,3,4,2,4,0,0
2015-10-01,6,0,0,3,6,5,0,51,6,5,0,0,0,0,33,0,0,0,0,4,0,2,0,0,4,0,0,4,0,0,2,0,0,0,2,0,20,0,0,7,0,0,8,0,0,0,4,0,10,0,4,2,13,0,0
2015-11-01,4,0,0,0,4,3,0,0,0,5,46,0,2,0,0,0,5,0,38,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,10,0,0,6,0,0,2,3,0,6,0,0,3,5,0,0
2015-12-01,10,0,0,0,2,10,0,0,0,11,0,0,0,0,40,0,0,0,0,5,0,2,0,0,0,0,0,5,81,0,2,0,0,3,2,2,0,14,0,16,0,0,2,0,0,0,3,0,6,0,0,2,5,0,0
2016-01-01,4,0,0,3,2,4,61,100,13,4,41,0,2,0,98,0,4,0,0,8,23,0,20,0,0,100,0,4,0,0,3,100,0,2,2,0,0,6,0,4,2,0,5,0,2,0,2,0,13,0,4,4,8,0,0
2016-02-01,2,0,51,0,2,5,0,0,6,9,0,61,0,0,32,0,0,0,34,8,22,1,0,4,5,0,0,4,0,0,3,0,0,2,2,0,0,11,3,4,0,0,3,57,0,2,3,5,6,0,4,2,8,0,0
2016-03-01,0,0,46,2,2,9,0,0,6,6,0,55,0,0,29,0,4,0,0,4,0,2,35,3,5,44,0,5,0,0,2,0,3,0,2,1,0,5,0,0,2,50,6,0,1,2,2,0,7,2,0,1,4,0,0
2016-04-01,4,63,44,4,5,8,0,42,0,4,35,54,0,0,28,0,4,0,0,5,19,1,17,0,0,0,0,9,0,0,2,0,0,0,0,0,0,5,3,7,2,48,6,50,1,2,2,4,6,0,0,5,4,0,0
2016-05-01,6,0,45,2,4,11,0,86,7,4,70,0,1,0,0,0,4,0,30,4,0,3,25,0,0,0,0,3,0,0,2,0,3,0,2,0,0,0,0,4,0,0,4,0,0,0,1,0,9,0,0,6,7,54,0
2016-06-01,2,0,0,5,2,9,0,0,8,0,0,0,0,0,30,0,0,0,0,4,0,1,18,0,3,45,6,7,0,0,2,0,0,4,2,0,0,8,0,4,0,0,3,0,0,0,3,0,7,0,7,4,4,0,0
2016-07-01,0,0,0,4,2,7,0,42,5,4,70,53,2,0,28,0,0,0,0,5,19,1,0,0,3,43,0,3,0,0,3,0,0,3,0,1,16,5,0,0,0,0,6,100,1,0,2,0,4,0,3,5,4,0,0
2016-08-01,2,0,0,4,2,3,0,0,5,0,37,0,0,0,57,0,4,0,0,4,0,1,17,0,0,89,8,4,0,0,0,0,0,0,2,0,0,10,0,0,0,0,4,0,1,2,1,0,4,2,5,4,6,0,0
2016-09-01,3,0,0,4,4,5,54,45,6,4,37,0,2,0,29,55,0,0,31,4,0,0,0,0,0,0,6,9,0,0,2,0,3,0,0,1,0,5,0,8,0,0,3,0,0,2,4,0,4,2,0,1,8,0,0
2016-10-01,7,0,47,2,3,9,0,46,6,4,0,57,2,0,0,0,0,0,32,6,0,1,0,4,7,45,0,7,0,0,0,0,0,4,2,0,0,5,0,12,2,0,4,0,0,0,1,0,9,0,0,3,8,0,0
2016-11-01,6,0,0,2,4,6,0,0,6,4,0,0,2,0,63,0,0,0,0,4,0,0,19,0,9,0,6,4,65,0,4,0,0,2,0,0,19,0,3,0,2,55,5,0,0,2,5,0,0,0,0,2,8,0,0
2016-12-01,4,0,0,0,4,7,0,0,0,0,91,0,2,0,36,0,9,0,39,0,0,0,22,0,8,56,0,5,0,0,2,0,0,0,2,2,0,6,3,10,3,0,8,0,0,0,3,0,6,0,0,5,14,0,0
2017-01-01,9,75,0,0,5,10,0,50,6,4,41,0,2,0,49,0,4,55,0,6,0,2,0,0,4,0,0,0,67,0,0,0,0,0,0,0,0,0,0,13,0,0,10,59,2,0,5,0,10,0,8,5,9,0,0
2017-02-01,4,0,0,2,4,3,0,50,6,9,0,62,2,0,33,0,6,55,34,4,22,3,20,0,4,0,6,4,0,0,2,0,4,2,0,2,19,0,3,4,5,0,4,0,2,2,2,0,5,0,4,2,11,62,0
2017-03-01,4,0,0,3,3,6,0,0,5,4,0,0,2,0,58,0,4,0,0,4,20,0,18,0,9,0,0,5,0,0,3,0,0,4,3,1,0,5,3,8,4,0,3,0,1,2,1,0,9,2,0,3,4,0,0
2017-04-01,2,0,0,3,4,7,0,0,6,4,40,62,2,0,32,0,0,0,34,8,0,2,20,0,6,0,0,8,0,0,2,0,0,0,0,2,0,6,3,9,0,0,6,0,0,2,2,0,5,3,5,6,4,0,0
2017-05-01,11,0,0,5,3,5,0,98,6,0,41,0,2,0,64,0,4,0,51,4,22,2,19,4,5,49,6,6,0,0,3,0,0,0,2,0,0,11,0,4,0,0,5,0,0,2,3,5,7,0,6,5,0,0,0
2017-06-01,5,0,0,5,4,5,0,55,0,5,0,69,2,0,72,0,5,0,0,0,0,0,22,0,17,0,0,0,0,0,0,0,0,0,0,0,0,13,3,5,0,0,6,0,0,0,5,5,5,0,6,3,5,0,0
2017-07-01,6,0,0,4,2,7,0,0,6,7,0,0,0,0,50,0,4,0,0,13,0,2,41,0,8,68,6,13,0,0,2,0,0,5,2,2,0,18,0,4,0,0,4,60,2,0,4,7,5,0,4,7,0,0,0
2017-08-01,5,72,0,3,3,10,0,49,6,15,0,0,0,0,32,0,0,54,0,4,0,0,19,0,7,0,6,8,0,0,5,0,0,2,3,0,19,6,0,0,0,0,6,0,2,4,4,0,5,0,7,5,0,0,0
2017-09-01,5,0,0,3,1,9,58,49,6,9,40,0,2,0,31,0,0,0,0,8,0,1,0,0,7,48,0,6,65,0,2,0,0,0,4,0,0,11,0,4,0,0,7,0,0,2,3,0,10,3,6,9,8,0,0
2017-10-01,6,67,47,2,4,6,0,45,6,4,0,0,0,0,88,0,0,0,0,4,0,1,0,0,6,0,11,7,60,0,2,0,3,0,0,1,0,11,0,6,0,0,12,53,1,3,4,0,9,3,4,4,0,0,0
2017-11-01,8,0,0,2,4,5,52,43,5,4,0,0,1,0,28,53,4,0,0,5,0,1,26,3,3,0,5,5,0,0,3,0,0,2,3,1,0,0,0,8,2,0,5,0,3,2,2,0,6,0,0,5,4,0,0
2017-12-01,4,0,0,4,5,8,0,0,7,5,0,0,0,0,57,0,4,58,0,7,24,0,21,0,6,0,0,4,0,0,2,0,0,0,2,0,0,0,0,11,3,0,9,0,0,2,3,0,5,0,8,7,18,0,0
2018-01-01,6,67,0,2,6,3,55,45,0,4,37,57,2,0,44,0,4,50,0,6,0,0,18,0,3,0,0,4,60,0,2,0,0,4,2,1,0,0,0,6,0,0,2,53,1,2,2,0,9,0,4,3,4,0,0
2018-02-01,5,0,0,2,4,4,0,50,6,0,0,63,2,0,49,0,4,0,35,0,0,2,20,0,11,50,0,4,0,0,0,0,4,0,2,0,20,6,0,0,2,0,4,59,2,3,3,0,8,0,0,6,6,0,0
2018-03-01,7,0,0,5,3,9,0,88,5,4,0,0,0,0,29,0,4,0,31,4,0,2,35,3,10,0,0,4,0,0,3,0,0,2,2,0,17,0,0,4,2,50,4,0,1,2,2,4,7,0,5,4,6,0,0
2018-04-01,5,0,0,3,4,3,57,0,6,8,0,59,2,0,52,58,8,0,0,4,0,1,19,4,11,47,6,6,0,0,3,0,0,0,0,0,19,0,0,6,2,0,4,0,3,0,1,0,5,0,4,4,6,0,0
2018-05-01,2,0,0,5,4,8,0,46,9,4,38,57,0,76,30,0,0,0,0,4,20,1,0,0,10,45,6,0,0,0,5,0,3,2,11,1,0,5,3,6,2,0,9,0,2,0,3,4,5,3,9,6,8,0,0
2018-06-01,16,0,0,6,5,12,0,49,12,4,41,0,2,0,64,0,4,0,34,7,0,2,0,0,9,0,0,0,66,0,2,0,0,2,2,2,0,9,0,9,0,56,4,0,3,0,3,5,5,0,5,6,4,0,0
2018-07-01,6,0,0,2,5,11,0,47,6,8,39,0,3,0,0,0,4,0,0,4,0,1,0,0,5,48,6,6,0,0,3,0,0,4,2,2,0,0,0,6,0,0,5,0,1,2,2,9,7,3,7,5,8,0,0
2018-08-01,5,0,0,5,2,6,0,0,8,8,0,55,2,0,0,55,4,0,0,7,0,1,0,0,6,0,0,4,59,0,0,0,0,0,3,0,17,10,0,12,0,100,8,0,4,0,3,4,7,2,5,6,4,0,0
2018-09-01,2,0,0,6,3,9,0,43,5,11,36,54,1,0,47,53,4,0,0,5,0,0,34,0,7,43,0,12,58,0,2,0,0,2,3,0,0,0,3,0,0,0,4,50,0,2,5,0,4,2,0,3,7,0,0
2018-10-01,5,0,0,2,3,10,100,41,9,5,68,52,0,0,40,0,3,0,0,3,0,3,16,3,6,0,0,5,0,0,1,0,0,0,2,2,16,5,0,4,0,0,9,48,3,2,3,0,8,2,3,3,5,0,0
2018-11-01,4,0,44,5,3,8,0,0,8,13,36,54,0,0,28,0,4,0,30,7,0,0,34,3,8,0,0,7,0,0,0,0,0,2,2,0,0,5,3,4,0,0,7,51,0,0,4,0,11,2,0,1,7,54,4
2018-12-01,6,0,100,2,4,5,58,48,6,4,0,0,2,80,63,0,4,54,0,4,22,3,19,0,5,49,0,4,64,0,2,0,4,2,2,0,0,17,0,13,0,55,4,0,0,0,4,0,6,4,4,6,12,0,0
