date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blackberries,Blueberries,Broccoli,Cabbage,Cantaloupe,Carrots,Cauliflower,Celery,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Kale,Leeks,Lemons,Lettuce,Longan,Loquat,Lychee,Malanga,Mangos,Mushrooms,Napa,Okra,Onion,Oranges,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Quince,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2012-02-01,10,0,0,22,27,6,23,0,95,26,24,0,0,4,0,0,0,0,25,24,0,5,0,0,9,0,0,0,0,18,0,0,26,5,0,0,0,0,0,19,0,0,0,0,0,17,0,25,23,0,3,0,0,12,0,10,0,24,0,0,0,53,0,0,6,4,0,11,15,0,0,8,0,0
2012-03-01,12,5,0,40,16,11,13,0,0,0,0,8,0,3,15,0,0,0,0,21,9,0,0,18,8,19,20,10,0,16,0,23,0,0,0,0,20,0,100,0,0,16,18,3,0,0,0,22,10,0,5,0,19,7,16,9,0,33,0,0,0,0,0,4,5,3,0,10,13,0,0,10,21,0
2012-04-01,7,3,0,41,17,14,19,0,0,0,30,0,0,0,0,37,0,0,0,22,0,5,0,25,0,19,21,0,0,17,60,0,0,5,17,0,21,0,0,0,0,0,0,3,0,16,0,0,21,26,6,23,40,15,0,10,20,45,0,0,0,49,0,0,5,0,0,0,27,0,0,9,22,0
2012-05-01,10,0,0,20,24,5,18,0,0,0,14,0,0,3,14,17,0,0,22,21,9,5,22,12,7,0,20,0,0,16,0,0,0,5,16,90,0,0,0,33,0,0,17,3,0,0,0,0,10,0,0,0,19,14,16,0,0,0,0,0,0,0,0,5,5,0,60,10,13,0,0,5,0,0
2012-06-01,9,5,5,0,16,10,33,9,0,23,14,8,0,3,14,17,24,20,0,21,0,5,0,0,8,0,0,0,0,0,0,0,0,7,0,91,0,0,99,17,0,0,17,0,0,0,0,0,15,0,3,0,0,0,0,9,0,21,0,0,0,0,0,3,0,3,0,0,13,0,26,7,0,0
2012-07-01,10,3,5,20,50,12,21,0,85,23,14,16,0,0,14,0,0,0,0,22,19,5,69,19,8,0,0,0,0,0,0,0,0,5,17,0,20,0,0,0,0,0,0,0,0,0,0,0,10,25,3,0,0,7,0,0,0,0,0,0,0,48,0,9,5,3,0,0,0,0,0,5,0,0
2012-08-01,8,4,0,21,23,7,26,0,90,0,15,0,0,4,15,0,26,0,0,0,10,5,0,39,16,0,0,0,36,0,0,0,0,8,0,0,0,0,0,0,0,0,19,4,0,16,0,0,11,0,3,23,20,8,0,19,0,0,0,0,0,100,0,11,0,0,65,0,21,0,0,9,0,0
2012-09-01,12,0,5,20,21,6,36,0,0,0,0,8,0,3,14,17,0,0,0,21,0,5,0,12,7,0,20,10,17,16,57,0,23,5,0,0,20,0,0,0,0,16,0,3,62,15,0,0,20,0,4,0,0,7,0,14,0,0,0,0,0,0,0,7,5,0,0,10,22,0,0,7,21,0
2012-10-01,17,0,0,19,25,16,19,9,0,0,13,7,0,6,13,0,0,0,0,26,0,4,0,0,7,0,18,9,0,0,0,0,0,4,0,0,18,0,0,0,0,0,49,0,57,14,0,0,9,0,0,0,18,7,0,0,0,40,60,0,0,0,0,3,5,6,0,9,24,0,0,3,0,0
2012-11-01,15,3,5,0,20,6,23,9,0,0,27,7,0,0,13,0,0,0,0,20,0,9,0,11,7,0,37,9,0,30,0,0,0,0,46,0,0,0,0,15,0,0,0,3,0,14,0,0,9,0,3,20,18,18,15,17,0,20,0,0,0,0,97,3,5,0,0,18,24,16,0,3,0,0
2012-12-01,15,3,4,17,14,6,33,0,0,0,19,7,0,3,0,0,0,18,0,19,8,0,0,11,7,0,0,13,0,14,0,0,0,8,0,80,0,0,0,0,0,0,0,3,55,13,0,19,9,22,3,19,17,17,14,16,0,19,0,0,0,0,92,5,0,9,0,9,12,0,24,0,0,0
2013-01-01,14,0,0,17,23,6,21,0,0,19,12,7,0,3,36,30,0,0,19,27,0,8,38,10,13,15,0,8,0,0,0,0,0,8,28,0,17,0,0,14,0,13,15,0,0,17,0,0,8,21,3,0,16,9,0,23,16,18,54,0,0,40,0,7,4,3,0,8,17,0,22,5,0,0
2013-02-01,20,0,9,36,22,5,34,8,0,0,26,0,20,0,13,16,0,28,20,19,0,13,21,17,7,0,0,0,31,15,53,0,0,0,15,0,18,0,0,0,0,0,0,3,0,14,0,20,9,0,3,0,17,13,0,8,0,20,0,0,0,0,95,5,0,4,55,9,12,0,0,6,19,0
2013-03-01,7,4,0,0,13,6,14,0,0,0,17,0,0,0,0,14,0,16,0,33,0,8,18,19,6,0,16,0,13,17,45,0,0,4,0,0,0,0,78,0,0,12,14,3,0,12,0,0,8,0,5,17,15,17,12,7,0,17,0,0,0,0,0,5,4,4,0,12,15,13,0,4,0,0
2013-04-01,10,0,0,16,50,9,15,7,0,18,0,6,17,3,0,28,19,16,18,17,0,4,18,9,6,0,16,0,0,0,46,0,0,4,0,0,16,0,79,0,0,0,0,3,0,12,0,0,0,19,4,0,45,14,12,11,0,17,51,0,0,0,0,4,0,4,48,8,17,13,0,5,0,0
2013-05-01,9,0,4,0,30,10,28,0,0,0,16,9,16,2,11,13,0,0,0,16,0,5,17,13,0,0,15,0,13,12,0,0,0,4,0,68,0,0,0,12,0,0,39,2,0,11,0,32,0,0,3,16,0,11,0,14,0,16,0,69,0,0,0,4,4,0,45,7,26,0,0,7,0,0
2013-06-01,10,2,0,15,24,8,18,0,0,0,21,0,16,0,0,13,0,0,17,16,7,11,0,18,6,0,0,0,0,18,0,0,0,4,13,0,15,0,0,0,0,12,0,0,0,11,0,0,7,28,4,16,14,11,0,7,0,24,48,0,0,0,0,3,0,3,0,7,15,0,0,7,0,0
2013-07-01,11,4,0,0,16,10,9,0,0,0,33,0,0,3,0,0,0,16,0,16,14,6,17,0,9,0,0,8,13,12,44,0,0,5,13,0,15,100,0,0,0,0,0,3,0,28,0,51,12,0,3,0,0,0,0,7,29,17,50,71,0,37,0,5,4,5,0,11,20,0,21,6,0,0
2013-08-01,6,3,4,16,21,11,16,7,0,0,23,6,17,5,0,14,0,24,0,23,0,0,0,0,12,0,0,16,0,39,46,0,0,8,0,0,0,0,0,0,0,0,14,0,0,24,0,0,12,20,5,0,15,11,0,22,0,17,0,0,0,0,0,3,4,3,0,8,26,0,0,8,0,0
2013-09-01,13,0,5,15,12,7,18,0,0,17,10,0,0,5,0,13,18,15,0,0,7,0,17,9,6,0,15,0,12,0,43,0,0,4,12,0,0,0,0,12,0,0,26,2,0,11,0,16,15,0,2,0,21,8,0,0,0,0,0,0,0,0,0,3,4,2,45,7,24,0,20,6,0,0
2013-10-01,27,4,0,22,24,10,9,7,0,0,11,6,0,0,10,13,0,15,0,16,7,4,0,9,8,13,37,7,0,12,0,0,0,3,0,0,14,0,0,0,0,0,13,0,0,11,19,32,7,0,3,0,14,9,12,11,0,0,0,0,0,0,0,5,4,2,0,7,16,12,20,5,15,0
2013-11-01,11,2,4,14,12,13,15,7,0,16,10,0,31,0,21,13,18,29,16,15,0,3,16,0,5,0,14,7,0,17,0,0,0,6,0,0,14,0,72,12,0,0,13,0,0,32,18,0,11,0,4,46,27,5,23,9,0,0,46,0,0,0,0,2,0,5,44,11,9,12,19,5,0,0
2013-12-01,17,6,3,14,17,8,18,0,0,0,10,11,0,0,10,0,0,15,16,15,0,0,0,9,9,13,14,7,0,11,41,0,0,3,12,0,14,0,0,24,0,0,13,0,0,0,0,0,7,0,2,0,0,7,0,7,0,15,0,66,0,0,0,2,4,5,0,7,9,0,0,2,0,0
2014-01-01,5,2,0,0,11,9,34,6,0,0,17,6,15,0,0,12,0,14,0,0,0,3,0,8,7,25,14,0,12,11,0,15,0,7,0,0,27,0,0,0,0,0,12,3,0,10,0,15,14,0,4,15,0,10,22,6,0,15,0,0,0,0,0,3,3,0,42,17,0,18,0,2,0,0
2014-02-01,10,3,4,15,16,7,15,7,0,17,16,6,0,0,0,13,0,15,17,0,7,4,34,9,12,0,15,7,13,12,44,0,0,10,13,0,15,0,0,13,0,12,26,3,46,11,0,17,10,0,3,16,14,11,12,14,0,16,0,0,0,36,0,7,6,3,46,18,40,0,0,4,0,55
2014-03-01,8,3,3,26,21,9,21,6,0,0,9,10,0,2,14,11,0,0,0,14,0,3,15,8,5,12,13,0,11,10,37,0,0,7,0,0,13,0,0,11,0,0,11,2,0,10,0,0,15,16,6,28,24,14,10,10,0,0,0,0,0,30,67,3,6,4,39,10,8,11,0,9,0,0
2014-04-01,10,0,3,27,25,10,25,6,0,0,10,7,0,2,10,12,0,0,0,14,6,6,15,24,5,0,0,7,0,22,0,0,0,3,0,0,0,0,0,0,0,0,18,0,0,20,0,15,13,0,4,14,13,6,0,6,0,50,0,62,100,0,0,6,3,2,41,7,13,11,0,3,0,0
2014-05-01,7,0,3,13,21,15,13,0,55,15,19,0,0,2,9,0,16,13,0,42,6,6,0,12,5,12,0,6,0,16,0,0,0,3,11,0,20,0,0,0,0,10,12,2,0,13,0,0,10,16,4,14,12,16,10,12,0,14,0,0,0,31,0,5,10,2,40,16,22,0,0,8,0,0
2014-06-01,9,7,4,0,29,11,12,7,0,0,36,0,0,2,10,12,0,22,0,23,7,5,16,9,11,13,14,7,0,12,82,0,0,14,12,0,21,0,0,0,0,0,13,0,44,16,0,16,21,18,2,0,27,5,11,13,0,15,0,0,0,50,0,6,4,2,44,14,9,0,0,6,0,0
2014-07-01,7,2,0,15,35,10,27,10,0,0,10,9,0,3,10,13,18,30,0,23,10,14,17,9,0,0,22,10,0,12,42,0,0,6,12,0,22,0,0,0,0,0,0,0,0,22,19,0,11,18,2,16,14,13,0,23,0,24,0,0,0,34,0,6,4,4,0,14,14,0,0,9,0,0
2014-08-01,12,0,0,14,15,11,26,0,0,0,15,8,15,2,10,12,0,14,0,15,13,5,0,9,5,0,14,0,12,11,41,16,0,7,0,0,14,0,0,12,0,11,13,2,44,0,0,15,7,17,4,0,20,10,0,10,13,15,0,66,0,0,0,3,4,0,43,7,23,0,19,5,0,0
2014-09-01,21,0,3,13,22,16,25,6,56,15,10,0,0,2,0,12,0,27,0,14,0,0,15,8,8,12,20,0,0,11,58,0,0,6,11,0,13,0,0,11,0,0,18,2,0,15,0,15,9,16,3,0,26,13,11,6,0,0,0,0,0,32,0,2,3,5,41,9,15,0,18,6,0,49
2014-10-01,13,2,3,13,32,22,16,0,0,0,9,0,0,2,0,23,16,14,15,35,6,6,0,8,8,12,0,6,11,21,77,0,15,5,11,0,13,0,0,0,0,10,12,2,0,20,0,29,7,16,2,14,13,8,0,14,0,14,0,0,0,0,0,3,5,4,40,13,15,0,18,6,0,0
2014-11-01,14,2,0,12,27,17,15,0,0,0,9,5,0,3,18,0,0,25,14,13,6,6,0,8,5,0,19,0,0,20,36,0,0,3,10,0,12,0,0,10,0,0,11,2,38,9,0,14,9,31,2,14,12,13,10,13,0,13,0,0,0,29,0,7,3,4,0,18,29,0,17,5,0,0
2014-12-01,12,0,3,12,20,24,27,6,0,0,18,10,27,3,9,22,0,13,14,26,0,3,0,0,6,11,12,6,21,20,36,14,0,6,0,0,18,0,62,0,0,0,0,4,0,0,0,0,9,15,2,0,12,4,0,6,0,33,40,57,0,29,0,4,3,6,37,12,22,10,0,6,0,0
2015-01-01,12,2,0,24,16,48,20,6,0,0,9,5,13,2,9,11,14,0,0,13,0,0,14,14,7,0,0,6,10,10,0,0,14,6,10,0,12,0,0,15,0,0,21,3,0,18,0,13,0,15,2,13,11,6,9,7,0,26,39,0,0,28,0,2,0,6,36,12,24,0,0,3,0,0
2015-02-01,14,2,3,13,10,38,21,12,0,30,16,7,0,4,9,27,0,22,0,34,0,8,0,0,7,12,13,6,11,11,76,0,0,5,0,0,0,0,65,0,0,0,11,4,0,15,0,0,6,16,3,14,12,17,0,9,0,21,0,0,0,31,0,6,7,2,0,0,21,11,17,2,0,0
2015-03-01,13,0,3,12,19,44,14,5,0,0,19,9,0,2,12,0,0,12,13,29,5,4,0,7,0,0,12,0,0,9,100,0,0,7,10,0,12,0,0,10,15,0,0,0,0,13,15,13,17,0,2,12,11,8,0,16,0,12,0,0,0,0,0,7,3,2,53,14,20,20,0,4,0,0
2015-04-01,13,2,3,12,13,43,29,5,0,0,25,5,0,2,8,10,15,12,0,25,0,5,27,7,7,11,12,9,20,0,34,0,0,6,10,0,16,0,59,0,0,10,21,0,0,18,0,13,15,29,2,0,23,13,19,5,0,13,0,0,90,28,62,4,3,3,36,8,21,15,0,11,0,0
2015-05-01,15,3,6,12,43,31,31,0,0,13,14,5,0,3,0,10,14,18,13,16,0,5,0,0,17,0,17,6,10,9,33,0,0,5,10,78,0,0,0,10,0,9,0,2,0,9,0,12,10,0,2,12,16,11,9,9,0,13,0,0,0,41,61,8,12,4,0,8,11,10,0,4,0,0
2015-06-01,14,3,3,24,26,25,22,11,0,0,13,5,0,4,14,0,15,12,13,25,11,6,0,11,0,11,12,6,10,10,0,13,0,4,10,0,12,0,0,0,0,0,0,2,0,0,15,13,18,0,4,13,11,14,9,8,0,26,0,55,0,28,0,6,0,4,36,12,20,0,0,8,0,0
2015-07-01,8,5,3,12,24,42,26,0,0,14,22,5,0,2,9,0,15,26,28,20,6,6,14,15,10,0,13,0,11,20,73,0,0,4,10,0,0,0,0,0,0,0,0,0,39,22,32,0,9,15,2,14,18,9,15,6,0,14,0,0,0,0,0,2,0,2,38,12,12,0,0,8,0,0
2015-08-01,5,3,6,16,39,35,25,6,0,0,17,5,0,2,9,11,0,25,13,13,6,3,0,10,5,11,18,6,0,13,52,0,0,6,0,0,36,0,0,0,0,0,11,2,0,13,15,13,12,15,4,26,11,13,0,9,11,52,0,0,0,28,0,4,3,12,37,18,13,0,16,4,0,0
2015-09-01,9,6,3,18,29,41,20,0,0,0,9,5,0,3,9,11,0,12,0,32,8,9,14,7,5,22,12,0,0,15,53,0,0,23,10,0,12,0,0,0,0,0,0,2,0,21,0,13,12,0,2,0,23,13,10,11,0,20,0,56,0,29,0,7,7,2,0,16,24,0,0,3,0,0
2015-10-01,15,2,3,0,15,28,18,0,0,0,13,7,12,2,8,15,0,11,12,20,5,4,0,9,8,0,22,9,10,13,48,0,0,6,9,0,11,0,0,0,0,0,10,2,35,14,0,12,9,0,3,16,21,9,9,15,0,24,0,0,0,26,0,9,5,4,34,11,27,9,0,6,0,0
2015-11-01,18,2,0,0,23,34,28,0,0,13,12,6,0,2,8,10,0,23,13,30,9,5,0,7,6,11,12,0,0,22,50,13,13,5,9,0,11,0,0,10,0,0,15,0,35,13,0,0,17,0,3,12,11,7,9,18,0,25,37,0,0,27,0,3,6,4,69,13,19,0,0,4,0,0
2015-12-01,14,3,3,12,19,33,26,5,0,0,12,5,0,4,0,10,0,12,0,12,5,3,0,7,4,0,17,0,10,19,34,0,0,3,10,0,11,0,0,0,0,9,10,4,0,9,15,0,15,14,5,13,11,15,14,23,0,13,0,0,0,0,0,4,4,3,35,13,25,10,16,5,0,0
2016-01-01,11,0,3,24,10,25,22,0,0,0,30,8,0,2,8,0,0,30,13,13,6,5,0,11,8,0,12,6,10,14,34,0,0,9,0,0,12,0,0,0,0,0,0,3,0,13,15,0,24,29,4,26,11,24,14,13,0,26,0,0,0,84,0,5,6,3,0,8,29,10,0,3,0,0
2016-02-01,11,3,3,12,26,25,30,6,0,14,18,10,13,4,17,11,0,12,0,13,0,3,14,11,7,0,12,12,0,10,36,0,0,5,0,0,12,0,0,10,0,0,16,2,0,12,16,0,6,30,3,26,16,11,10,8,0,0,0,0,0,0,64,5,6,4,74,6,20,10,0,3,0,0
2016-03-01,10,2,3,14,15,24,16,5,0,0,12,6,0,2,0,10,0,17,0,23,10,3,25,7,7,10,22,11,9,18,32,0,13,6,14,0,0,0,54,9,0,0,10,3,0,13,28,12,5,13,2,29,0,12,9,12,0,12,0,50,0,26,57,3,4,2,100,11,21,0,0,5,0,0
2016-04-01,11,0,0,12,47,32,17,5,48,13,11,9,0,6,17,20,0,12,13,25,0,3,0,7,7,0,23,6,15,14,56,0,0,6,10,0,12,0,0,0,0,9,0,0,36,9,0,0,8,0,2,25,16,17,9,5,0,31,0,54,86,28,0,5,3,3,0,6,15,10,0,4,0,0
2016-05-01,14,2,0,34,30,31,17,5,0,0,13,5,0,0,16,15,14,17,0,18,5,5,0,14,9,10,11,11,0,18,66,0,13,4,0,77,11,0,0,0,0,18,10,2,35,17,0,0,9,0,2,12,11,8,9,14,11,18,0,52,0,27,0,3,4,4,34,6,22,0,15,6,0,0
2016-06-01,15,5,3,18,23,24,22,0,51,14,17,5,13,0,15,11,29,17,0,0,6,4,0,11,0,0,24,0,0,16,35,0,0,7,10,0,16,0,0,10,0,0,11,2,0,18,16,0,12,0,6,13,17,15,10,11,0,13,39,0,0,0,63,5,3,2,37,9,13,0,32,8,0,0
2016-07-01,13,2,3,0,31,28,26,0,0,0,14,20,14,2,9,17,16,20,0,14,6,5,0,24,5,12,26,12,0,17,37,0,0,4,0,0,25,0,63,14,0,0,11,0,0,10,16,0,11,31,2,14,12,6,10,0,0,14,0,0,0,30,100,4,3,0,40,13,17,11,0,4,0,0
2016-08-01,5,4,3,13,14,27,24,6,0,15,9,11,0,2,9,12,0,13,15,14,6,10,15,16,5,12,0,6,11,21,0,0,0,5,16,0,26,0,0,0,0,0,0,0,0,20,17,14,9,0,2,14,13,9,0,9,0,14,0,61,0,31,0,5,5,2,40,13,43,11,0,5,0,0
2016-09-01,9,2,0,13,21,27,43,0,55,15,22,5,0,2,0,12,0,0,0,28,6,8,0,0,5,0,26,0,0,27,38,22,15,6,11,0,13,0,0,0,0,0,11,0,41,20,17,14,7,32,3,14,19,5,21,10,12,14,0,60,0,0,0,5,3,4,0,13,26,0,0,4,0,0
2016-10-01,17,2,3,12,25,34,22,5,0,0,28,9,12,4,13,14,14,24,0,12,0,7,27,7,7,0,12,6,0,22,51,0,0,7,15,0,12,0,58,0,0,0,0,3,73,13,0,0,0,19,2,13,22,8,9,20,0,17,0,0,0,28,61,5,4,3,0,17,23,0,16,8,0,0
2016-11-01,10,4,0,17,12,20,18,5,0,27,12,5,0,2,12,0,0,12,13,16,5,4,0,14,4,10,12,6,15,31,67,13,0,10,10,0,0,0,0,10,0,0,10,0,36,9,15,13,12,0,2,25,17,10,9,11,0,19,37,0,87,27,0,5,3,4,0,19,20,0,0,4,12,0
2016-12-01,9,2,3,17,18,28,16,5,0,0,13,0,0,0,8,10,13,11,0,36,10,3,0,7,4,10,22,5,10,14,32,0,0,7,9,0,22,0,0,0,0,9,20,2,0,13,14,0,11,0,4,12,16,15,0,10,0,24,0,52,0,0,0,7,6,3,34,13,20,0,0,6,0,0
2017-01-01,9,2,3,0,38,31,31,5,45,0,19,7,0,2,0,14,0,22,12,11,5,6,12,9,6,0,11,5,9,12,47,0,13,8,9,0,11,0,0,9,0,0,10,7,0,8,0,0,8,13,4,12,10,8,9,10,0,12,35,0,0,26,0,5,7,5,0,11,17,14,0,5,11,0
2017-02-01,7,2,0,12,28,22,36,11,0,13,14,9,0,5,8,21,0,12,0,25,5,3,0,14,7,0,12,6,10,10,51,0,0,10,15,54,12,0,0,10,0,0,31,2,0,13,0,0,10,14,3,13,15,7,9,8,0,30,0,0,88,28,0,6,3,0,36,10,23,0,0,10,0,0
2017-03-01,8,2,0,0,13,32,17,0,66,12,10,4,0,3,15,14,0,10,0,33,0,4,12,0,12,0,31,10,0,17,31,0,18,5,26,0,10,0,52,0,0,0,9,0,0,15,13,0,7,13,2,11,13,10,0,7,0,26,34,49,0,0,54,3,5,4,53,9,32,9,0,5,0,0
2017-04-01,13,2,0,11,24,34,18,5,0,0,16,4,0,2,8,0,0,28,0,17,0,4,0,7,6,10,0,5,9,21,32,0,0,4,0,100,11,0,0,9,0,0,10,2,0,16,0,0,11,14,3,0,10,5,0,5,0,24,0,0,0,26,0,6,6,4,33,0,14,14,0,7,0,0
2017-05-01,9,4,3,22,29,26,27,5,45,12,8,6,0,4,8,0,13,17,0,17,5,0,12,13,5,10,32,12,9,26,63,0,0,4,9,0,16,0,0,27,0,0,19,0,0,11,0,18,11,13,5,12,15,18,17,0,0,12,0,0,0,0,0,4,5,2,65,13,11,27,0,7,0,0
2017-06-01,8,2,3,11,9,27,23,0,47,13,16,5,12,0,8,10,14,11,0,24,11,5,0,10,0,10,11,11,0,12,0,13,0,5,0,52,11,0,56,0,0,0,20,0,0,17,0,25,14,14,2,0,27,4,9,5,0,24,0,0,0,27,0,3,7,2,34,6,15,10,0,8,0,0
2017-07-01,8,7,3,23,14,26,14,11,0,0,33,9,0,2,11,13,0,12,0,24,0,6,26,7,9,0,12,6,10,22,0,0,0,10,10,0,30,0,57,0,0,0,10,2,0,20,15,13,10,14,2,0,11,8,9,11,0,19,0,0,0,27,0,2,8,3,35,8,23,0,0,3,0,0
2017-08-01,10,4,0,12,19,27,21,0,0,13,19,5,12,2,0,20,14,12,0,25,5,5,0,0,4,0,12,6,0,28,0,13,0,7,0,0,23,0,0,19,0,0,10,2,0,22,15,19,14,14,4,19,44,10,15,11,0,0,0,0,0,0,60,3,5,4,0,9,23,10,0,8,0,0
2017-09-01,14,2,0,13,26,32,42,0,54,0,9,5,14,3,0,11,16,13,14,23,12,5,0,0,15,12,26,13,11,17,37,0,0,7,0,0,13,0,0,0,0,0,23,0,0,22,16,14,6,0,6,14,12,15,0,8,0,21,0,0,95,30,0,8,3,4,0,13,34,27,17,5,0,0
2017-10-01,18,4,3,19,28,32,40,0,48,13,21,5,0,4,12,10,14,0,13,24,5,4,0,7,7,0,35,6,10,9,33,0,0,7,14,52,57,0,0,10,0,9,0,0,36,22,15,13,10,14,2,12,11,8,0,18,0,12,0,54,0,27,0,11,7,2,0,17,23,15,0,8,0,0
2017-11-01,13,2,3,17,12,29,33,0,48,13,8,5,0,3,12,20,0,18,25,12,0,10,0,14,13,0,11,11,0,15,33,0,13,11,10,0,11,0,0,14,0,0,0,4,0,23,0,12,11,0,3,12,11,19,9,9,0,19,37,53,0,0,0,7,3,4,0,19,28,10,0,6,12,0
2017-12-01,16,2,3,17,28,34,33,5,0,13,14,9,0,2,8,10,14,12,13,18,0,4,0,7,6,10,17,8,0,12,33,0,0,11,14,0,15,0,0,10,0,9,15,2,0,20,15,0,6,43,5,0,0,10,9,9,0,0,0,0,0,27,0,6,3,3,0,23,8,10,0,2,0,0
2018-01-01,11,4,3,0,30,30,34,5,47,0,24,7,12,3,12,10,0,11,0,23,5,3,19,13,10,0,11,5,0,13,48,0,0,8,9,51,16,0,0,0,0,0,14,2,0,8,14,12,11,14,2,0,14,12,9,8,0,12,35,51,0,0,0,10,7,5,67,13,17,28,15,5,0,0
2018-02-01,12,2,0,12,19,33,36,0,0,13,11,5,13,3,17,10,0,12,0,21,5,6,0,7,4,11,0,11,0,28,68,0,0,6,0,0,12,0,0,20,0,9,21,0,0,9,0,0,6,14,3,19,0,18,9,11,0,51,0,0,87,28,0,5,6,3,0,8,15,0,16,7,0,0
2018-03-01,17,4,4,11,29,47,47,7,0,0,18,9,12,4,15,10,0,16,12,31,5,5,24,0,10,0,11,16,0,32,63,0,0,5,9,49,11,0,54,18,0,9,9,4,33,19,14,24,9,13,3,16,15,18,9,10,10,23,52,50,0,0,0,2,4,6,0,12,19,9,14,8,0,0
2018-04-01,14,2,3,15,21,53,32,5,0,13,11,4,0,4,0,10,0,34,12,24,5,3,0,7,8,0,33,5,9,9,0,0,0,7,15,51,22,0,56,9,0,0,20,0,0,25,14,12,8,0,3,24,11,8,15,20,11,30,0,0,0,26,0,8,3,3,34,5,17,9,15,6,0,0
2018-05-01,10,2,3,11,17,35,42,0,0,0,25,17,0,4,8,9,13,11,12,23,5,5,0,13,14,10,11,5,9,9,31,0,12,8,9,48,27,0,0,9,0,8,33,2,33,13,14,12,11,0,4,23,10,8,8,8,0,29,0,0,80,25,0,3,4,2,32,8,16,18,0,13,11,0
2018-06-01,11,7,3,11,15,50,46,0,0,0,13,9,12,6,8,10,14,0,0,18,8,9,0,14,4,21,0,7,9,15,65,0,0,7,9,51,0,0,0,0,0,0,0,0,0,12,14,24,11,23,5,12,0,8,13,12,0,12,36,0,83,0,59,3,8,4,0,5,25,19,15,16,0,0
2018-07-01,10,2,3,11,30,50,37,10,0,13,12,6,12,3,8,16,14,23,12,28,8,6,0,17,4,0,11,8,0,24,76,0,0,12,9,51,11,0,0,0,0,0,15,2,35,17,14,12,7,0,3,12,16,8,9,8,0,20,0,0,0,27,0,4,6,5,34,14,25,19,15,12,0,0
2018-08-01,13,2,4,18,38,57,37,5,0,0,13,10,13,2,0,10,0,30,0,19,0,3,0,11,11,0,12,0,10,16,35,0,14,8,10,0,12,0,0,0,0,0,11,2,37,24,0,13,12,0,5,26,11,13,9,7,0,13,0,0,0,38,0,5,6,5,36,12,21,0,0,8,0,0
2018-09-01,17,3,3,11,38,42,45,0,0,12,16,4,0,4,8,9,13,22,37,15,0,3,12,10,8,10,16,5,9,22,63,12,0,7,9,49,16,0,0,0,0,9,10,2,34,40,0,24,11,13,2,12,21,12,9,12,0,23,35,50,0,0,0,6,4,2,0,12,24,0,0,10,0,40
2018-10-01,17,2,3,21,22,40,43,0,0,0,19,4,0,4,30,0,0,11,12,39,5,4,0,13,8,0,0,5,0,0,30,11,0,9,17,48,10,0,0,9,0,0,0,2,0,8,13,0,10,26,3,0,15,5,8,13,10,23,34,0,0,37,0,4,5,2,0,8,16,26,0,5,0,0
2018-11-01,13,2,0,11,27,47,27,0,0,0,18,7,12,3,8,0,40,17,0,23,5,5,25,23,8,0,16,5,9,18,32,0,0,6,9,0,11,0,0,0,0,9,0,0,34,16,14,0,17,13,4,12,11,13,0,13,0,24,0,0,82,52,58,3,3,2,34,7,17,19,0,4,0,0
2018-12-01,13,2,4,0,21,61,34,0,0,0,20,9,12,4,8,0,0,11,12,31,0,8,0,7,6,10,11,5,18,18,0,0,0,8,9,50,25,0,0,0,0,0,10,2,34,14,0,0,11,0,2,0,16,10,0,20,0,18,0,50,0,52,0,5,7,4,33,5,31,9,15,4,0,0
