date,Apple,Avocado,Banana,Beans,Broccoli,Cabbage,Carambola,Cauliflower,Chayote,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Garlic,Grapefruit,Guava,Jicama,Kale,Lettuce,Malanga,Mangos,Mushrooms,Napa,Okra,Onion,Papayas,Passion Fruit,Peaches,Peas,Peppers,Pineapple,Potatoes,Pumpkin,Spinach,Squash,Tomato,Watermelon,Yams
2018-01-01,2,0,3,4,7,54,5,68,9,0,0,0,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,9,0,0,0,4,32,28,0,2,5,51,0
2018-02-01,2,2,6,0,0,0,5,67,9,0,9,0,0,0,0,0,0,0,0,0,39,0,3,0,0,0,28,0,4,0,0,0,0,32,0,26,0,0,0,0
2018-03-01,4,0,5,7,10,0,5,0,0,26,0,0,85,0,0,0,37,7,0,47,0,0,2,0,0,83,26,0,12,0,25,0,2,30,26,0,4,0,0,0
2018-04-01,3,3,7,0,7,52,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,2,2,31,0,0,0,0,49,0
2018-05-01,0,0,8,0,0,53,0,0,6,0,0,0,0,17,0,0,0,8,0,0,0,7,3,28,0,0,0,0,0,0,0,0,2,31,27,0,2,5,50,0
2018-06-01,2,2,2,0,0,0,0,0,6,0,0,0,0,9,0,4,0,8,8,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,2,5,0,0
2018-07-01,2,0,7,4,8,58,6,0,6,0,0,7,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,3,34,0,0,2,0,0,0
2018-08-01,2,0,4,4,0,0,0,0,6,29,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,52,0
2018-09-01,2,0,4,4,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,100,0,4,0,0,0,0,3,0,32,0,2,0,0,0
2018-10-01,0,0,7,4,0,58,0,0,6,0,0,0,0,0,87,2,0,0,8,0,43,0,0,0,0,0,30,0,0,0,0,0,0,0,31,0,2,5,56,0
2018-11-01,2,0,5,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,47,0,3,0,0,0,0,0,5,0,0,0,0,76,67,32,3,11,0,0
2018-12-01,3,0,7,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,66,52,0,3,0,0,0,0,0,6,0,0,0,3,0,37,0,0,6,0,0
