date,Apple,Asparagus,Avocado,Banana,Beans,Beets,Broccoli,Cabbage,Carrots,Cauliflower,Celery,Cherries,Corn,Cucumber,Dates,Eggplant,Fennel,Garlic,Grapefruit,Grapes,Greens,Guava,Kale,Lemons,Lettuce,Mushrooms,Okra,Onion,Oranges,Passion Fruit,Peaches,Peas,Peppers,Plantains,Pomegranate,Potatoes,Pumpkin,Spinach,Squash,Strawberries,Sweet Potato,Tomato,Watermelon,Yams,Cassava
2016-08-01,6,0,7,1,0,0,0,0,0,0,4,6,0,4,0,0,0,6,0,0,10,7,0,0,0,0,0,0,0,0,0,0,10,0,0,9,0,0,0,0,0,0,0,0,9
2016-09-01,5,0,0,1,4,0,9,0,0,0,4,6,0,0,0,0,0,0,0,27,0,7,0,20,4,0,0,0,0,0,0,6,0,0,0,13,0,0,0,0,0,2,0,0,9
2016-10-01,11,0,6,2,0,0,8,0,6,0,4,6,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,17,8,0,20,0,12,4,5,0,0
2016-11-01,7,0,6,2,6,0,0,0,9,0,4,6,0,4,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,3,10,0,0,11,8,0,19,0,0,2,4,0,8
2016-12-01,9,0,0,1,4,0,9,0,0,0,4,0,0,4,0,0,0,0,0,52,0,14,0,0,8,0,0,0,0,4,0,0,0,0,0,9,9,0,0,0,0,2,5,0,0
2017-01-01,3,0,0,1,0,0,0,4,0,0,0,0,0,0,0,23,0,5,6,0,0,12,8,18,0,0,0,0,0,4,0,3,0,0,24,8,0,30,0,0,7,2,2,0,0
2017-02-01,4,90,7,2,8,0,8,0,0,0,0,0,6,4,0,0,0,11,0,25,0,20,0,0,4,0,0,0,0,4,0,6,0,0,0,0,0,65,0,0,8,0,3,0,0
2017-03-01,4,78,6,1,3,0,7,0,6,0,0,11,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,3,0,3,0,0,0,15,7,0,17,0,7,2,2,0,0
2017-04-01,5,0,0,1,7,0,8,4,0,0,0,6,0,5,9,46,0,5,0,23,9,18,0,18,5,0,0,0,1,5,0,0,9,0,0,16,0,0,18,0,7,2,5,0,0
2017-05-01,5,0,0,1,0,32,8,9,6,0,0,6,0,0,9,0,0,5,0,0,9,6,8,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,15,3,2,0,0
2017-06-01,6,0,10,2,4,0,9,5,7,0,0,6,12,0,0,26,0,0,0,0,0,14,0,0,0,2,0,0,0,0,0,3,10,0,27,9,0,0,21,90,0,0,0,0,0
2017-07-01,0,0,22,2,4,0,9,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,4,0,7,0,0,0,0,9,36,44,0,18,0,0,0,0
2017-08-01,8,0,7,3,4,0,9,5,7,0,0,0,0,0,0,0,25,0,7,27,0,7,0,0,4,0,0,28,0,0,0,0,21,0,27,0,0,0,0,0,0,0,0,0,0
2017-09-01,3,0,0,0,4,0,14,0,0,0,0,7,13,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,14,9,0,0,0,9,2,6,0,0
2017-10-01,0,0,7,3,0,0,9,5,0,0,0,0,0,8,10,53,0,6,7,27,0,7,9,0,4,0,0,0,0,0,0,3,10,0,0,9,0,0,0,91,9,2,3,0,0
2017-11-01,6,98,0,2,0,0,9,5,0,0,4,7,7,0,0,0,0,6,0,0,0,0,0,0,4,0,0,28,0,0,0,3,0,0,0,9,9,0,22,0,13,2,3,0,0
2017-12-01,3,0,0,2,4,0,0,11,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,22,4,0,0,0,0,0,0,3,0,0,0,0,0,37,0,0,0,2,6,0,0
2018-01-01,6,0,13,2,7,33,0,14,6,0,0,0,0,4,0,0,0,6,0,25,0,13,9,0,4,0,0,0,0,4,0,3,0,0,0,21,17,32,0,0,0,0,3,0,0
2018-02-01,8,100,0,0,8,56,9,5,0,0,0,0,0,0,0,0,26,0,0,0,0,7,0,0,4,0,0,0,0,4,0,5,0,0,29,10,0,0,22,0,0,0,0,0,0
2018-03-01,3,0,0,2,0,34,0,0,6,0,0,0,6,0,0,25,0,6,0,0,0,10,0,0,4,0,0,26,1,4,0,0,0,37,0,9,0,0,0,86,8,0,0,0,0
2018-04-01,3,0,0,2,4,0,13,0,6,0,0,0,0,0,0,49,0,0,0,25,9,7,0,0,4,2,0,0,0,0,0,6,10,0,0,14,0,0,26,0,0,0,0,0,0
2018-05-01,3,0,13,2,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,25,0,8,32,39,0,15,4,2,0,0
2018-06-01,6,0,13,2,0,0,0,0,0,0,0,0,0,0,0,50,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,20,0,16,3,5,0,0
2018-07-01,6,0,7,1,4,0,9,5,0,0,4,0,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,10,0,0,9,8,0,20,0,8,2,0,0,0
2018-08-01,3,0,0,0,0,33,0,0,0,0,0,0,0,4,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,4,0,3,0,0,25,8,8,0,0,0,8,2,0,0,0
2018-09-01,3,0,7,2,4,0,8,0,0,0,0,6,0,0,0,25,0,6,0,0,0,7,9,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,20,0,8,0,5,0,0
2018-10-01,3,0,0,2,4,0,9,5,0,0,0,0,0,0,0,0,0,6,0,0,0,14,9,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,21,4,3,0,0
2018-11-01,6,96,7,2,6,0,0,5,7,0,4,7,0,4,0,27,0,6,0,0,0,14,0,0,7,0,0,0,0,4,0,10,0,0,0,14,0,0,0,0,0,4,8,0,0
2018-12-01,0,0,8,1,0,0,0,0,0,0,0,0,7,0,0,29,0,7,0,30,0,8,0,0,0,0,0,0,0,0,0,4,0,0,30,10,10,0,0,100,19,0,0,27,10
