date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Broccoli,Cabbage,Carrots,Cauliflower,Celery,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Kale,Lemons,Lettuce,Lychee,Mushrooms,Napa,Okra,Onion,Oranges,Passion Fruit,Peaches,Pears,Peas,Pineapple,Pomegranate,Potatoes,Pumpkin,Raisins,Rhubarb,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tomato,Turnip,Watermelon,Yams
2014-09-01,1,0,0,0,0,0,0,41,0,61,0,0,0,0,96,0,21,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0
2014-10-01,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,1,0,53,0,0,0,0,0
2014-11-01,1,0,0,0,0,1,0,36,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,19,0,0,1,0,1,0,0,0,0,32,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,3,0
2014-12-01,1,0,0,0,30,1,2,34,19,0,0,2,1,0,0,0,0,22,0,0,0,0,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,51,0,0,3,0
2015-01-01,1,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,1,1,0,0,0,0,0,0,0
2015-02-01,1,0,0,0,0,1,2,0,10,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,0,0,0,0,0,2,1,0,0,0,2,0,0,0,1,0,3,0
2015-03-01,2,0,0,0,0,2,2,0,10,0,1,0,0,0,0,0,0,0,0,0,23,0,0,0,0,18,29,0,1,0,0,0,0,0,0,0,0,52,3,0,19,0,1,20,0,0,0,0,0,0,0,0,0,0
2015-04-01,1,1,0,0,0,1,2,0,0,55,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,2,0,0,0,19,33,100,0,0,0,0,2,0,0,0,0,1,1,0,55,0,0,0,0
2015-05-01,1,0,0,86,0,0,2,0,11,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,6,0
2015-06-01,1,0,0,0,0,1,2,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,2,59,0,0,0,3,0
2015-07-01,1,1,0,0,0,0,0,0,0,0,0,2,0,19,0,0,0,0,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0
2015-08-01,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0
2015-09-01,1,0,0,0,0,1,2,0,10,52,0,0,0,18,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,51,0,40,0,2,0,0,18,0,0,1,0,0,2,3,0,0
2015-10-01,1,0,0,0,27,2,2,0,9,0,0,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,5,0,0
2015-11-01,1,0,0,0,0,1,2,28,0,0,0,0,0,0,0,0,0,0,21,0,18,0,18,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,1,1,1,0,0,1,0,2,0
2015-12-01,1,0,0,0,25,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,22,0,0,1,0,0,100,0,0,0,0,0,0,16,0,3,1,0,0,1,1,0,0,0,0,0,0,0
2016-01-01,1,0,0,0,0,1,1,0,0,39,0,0,0,0,0,58,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,15,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2016-02-01,0,0,0,0,0,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,0,1,0,0,37,40,0,0,0,0
2016-03-01,0,0,1,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,15,0,1,0,0,0,0,1,0,2,0
2016-04-01,1,0,0,0,24,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0,15,0,0,1,0,0,0,0,0,0,25,0,0,0,0,14,2,1,0,0,0,0,1,0,0,1,2,0,0
2016-05-01,1,1,0,64,0,1,2,0,0,0,0,0,1,0,0,0,0,0,21,0,18,0,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0,16,0,0,0,0,0,0,2,2,2,0
2016-06-01,1,0,0,0,0,0,2,0,0,0,0,0,0,16,0,0,0,0,0,67,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,27,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-01,1,0,0,0,0,1,2,0,9,0,0,0,0,0,73,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,3,0
2016-08-01,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,71,0,0,0,0,0,0,20,0,0,0,0,0,0,0,3,0,0,0,0,57,0,46,3,18,0,2,0,0,0,1,1,0,0,0,1,3,6,0
2016-09-01,1,0,0,0,0,2,0,30,0,0,0,0,0,0,0,0,0,0,22,0,19,0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34,0,2,0,17,0,1,1,0,0,0,1,0,2,0
2016-10-01,1,0,0,0,0,1,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,14,22,0,1,0,0,0,0,0,14,0,0,0,0,47,0,0,1,0,0,1,0,1,0,0,0,0,0,0
2016-11-01,2,1,0,0,0,0,1,26,0,77,0,0,0,0,0,0,0,17,19,0,17,23,17,0,0,13,0,0,1,1,1,0,0,0,0,0,0,0,2,45,14,1,1,0,0,0,0,1,0,0,1,3,0,0
2016-12-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,23,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,2,2,0
2017-01-01,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2,0,0,0,0,0,13,22,68,0,0,14,0,0,1,14,0,0,1,0,0,37,1,2,2,0
2017-02-01,1,0,1,0,0,1,1,26,0,38,0,0,1,13,0,0,0,0,0,0,16,0,0,1,0,13,0,0,1,1,0,0,0,0,0,23,0,0,4,0,0,1,0,0,0,0,1,1,0,0,1,2,2,0
2017-03-01,2,1,1,0,22,1,3,25,7,74,0,0,0,0,58,0,0,16,0,0,16,0,0,0,0,0,0,0,1,0,1,0,0,0,13,45,0,36,0,43,0,1,0,0,0,1,1,0,0,38,1,2,0,0
2017-04-01,3,0,0,0,0,1,1,0,16,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,50,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2017-05-01,1,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,2,1,0,0,0,0,39,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,2,7,0
2017-06-01,1,0,0,0,0,1,0,0,9,0,0,0,0,0,0,68,16,0,0,0,20,0,0,0,0,0,0,0,2,2,0,0,0,0,0,28,0,0,0,0,0,3,0,0,0,1,0,0,0,46,1,0,2,0
2017-07-01,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,18,0,2,0,0,0,0,0,1,0,0,1,0,5,0
2017-08-01,1,1,0,0,0,1,2,0,8,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,15,0,0,2,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0
2017-09-01,1,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,14,0,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,15,0,1,0,0,0,1,2,2,0
2017-10-01,1,1,0,57,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,2,14,0,0,1,0,0,0,0,0,2,0
2017-11-01,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14,0,1,0,0,0,38,1,0,4,0
2017-12-01,1,0,1,0,0,1,1,0,0,0,0,1,1,13,0,55,0,16,18,0,32,0,16,0,0,13,0,0,0,1,0,0,0,0,0,22,0,0,2,14,0,3,0,0,0,1,0,0,35,0,1,0,0,0
2018-01-01,1,0,0,0,21,1,4,24,7,0,0,0,0,0,55,0,0,0,0,0,0,0,0,1,0,12,0,0,0,1,0,0,0,1,0,21,0,0,4,0,0,1,1,0,0,1,1,0,0,0,1,0,4,0
2018-02-01,1,1,0,0,0,0,2,0,0,37,0,0,0,0,57,0,0,0,0,0,16,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,14,0,3,1,0,0,1,0,1,0,37,1,0,0,0
2018-03-01,0,0,0,53,0,1,1,0,7,35,0,1,0,0,0,53,0,0,0,0,0,21,15,0,1,0,0,17,0,0,0,0,0,0,12,21,0,0,2,0,0,1,0,27,0,0,1,0,0,0,1,0,2,0
2018-04-01,1,0,0,0,0,1,1,0,7,0,0,1,0,0,0,0,0,0,0,0,30,0,0,0,0,12,0,0,1,0,0,100,0,0,13,21,0,69,2,27,0,3,1,0,0,1,0,1,0,36,1,0,2,0
2018-05-01,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,12,16,18,0,16,22,0,1,0,0,19,0,1,0,0,0,0,0,13,0,0,0,0,14,0,4,0,0,0,0,0,1,0,37,0,0,2,0
2018-06-01,1,0,0,58,0,1,1,26,7,0,0,0,0,13,59,0,13,0,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,0,37,0,0,13,3,1,0,0,1,1,1,0,39,1,2,4,0
2018-07-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,62,0,0,0,29,0,17,0,17,2,0,0,0,0,1,1,0,0,0,1,14,0,0,0,0,15,0,0,1,0,0,1,1,1,0,40,0,2,6,0
2018-08-01,1,0,0,58,0,1,0,26,7,39,0,1,1,0,0,0,0,0,19,0,0,0,17,1,0,0,0,0,1,0,0,0,0,0,0,23,0,38,2,15,14,2,1,0,0,0,1,0,0,78,1,0,2,0
2018-09-01,2,0,0,54,0,1,2,0,7,0,0,0,1,0,56,54,0,0,18,0,16,0,0,0,0,0,0,0,1,0,1,0,0,0,0,44,66,0,0,14,13,0,1,14,0,2,1,1,0,73,1,0,4,100
2018-10-01,2,0,0,49,39,0,2,0,10,0,0,4,0,0,51,49,0,0,0,0,0,0,28,0,0,0,18,0,2,0,1,0,0,0,12,0,0,0,3,13,12,2,0,0,0,1,1,1,31,33,1,0,2,0
2018-11-01,1,0,0,50,40,1,2,23,6,33,0,0,1,12,0,50,11,0,0,100,14,0,0,0,0,0,0,0,1,0,1,0,0,0,12,40,0,0,2,13,0,2,0,13,0,0,1,1,0,34,1,2,4,0
2018-12-01,1,0,1,0,40,1,3,0,6,0,0,0,1,12,0,0,0,0,0,0,0,0,15,0,0,0,18,0,1,1,1,0,0,0,12,0,0,0,0,13,0,4,0,13,12,0,2,1,0,35,1,0,3,0
