date,Alfalfa Sprouts,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Bean Sprouts,Beans,Beets,Bell Peppers,Bitter Melon,Blackberries,Blueberries,Bok Choy,Boniato,Broccoli,Brussels Sprouts,Cabbage,Cactus Pear,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Escarole,Feijoa,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Hominy,Honeydew Melon,Iceberg Lettuce,Jicama,Kale,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Malanga,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Snow Peas,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Watercress,Watermelon,Yams,Yellow Squash,Cassava,Zucchini Squash
2007-12-01,0,36,60,26,13,0,44,0,28,0,34,0,0,0,0,0,21,0,44,0,0,14,0,0,0,29,0,27,0,0,0,44,0,0,56,0,0,0,0,30,24,0,0,45,0,0,27,0,0,0,28,0,0,25,0,0,22,0,0,0,0,57,0,12,0,41,0,0,0,24,0,25,70,18,0,0,29,25,0,38,0,0,0,20,0,0,17,0,28,0,0,21,0,0,0,0,0,0,51,0,26,0,0,0,0,30,26,0,32,15,0,0,0,0
2008-01-01,0,37,0,21,11,0,39,0,17,21,0,0,0,0,0,0,0,0,0,0,42,29,0,0,32,32,0,0,0,0,21,0,0,0,0,0,0,71,100,0,20,0,0,37,0,0,0,0,0,0,49,0,0,0,0,0,18,0,0,0,0,23,0,11,0,33,0,0,32,20,0,0,0,0,0,55,0,0,0,12,0,0,0,17,0,100,14,0,0,0,23,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,16,0,0,100,0
2008-02-01,0,39,24,0,10,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,31,0,22,0,0,0,0,19,0,0,0,0,0,96,24,38,0,22,36,0,0,32,0,0,0,20,0,0,0,0,0,17,0,0,0,0,0,0,11,0,0,51,0,0,19,0,19,0,14,0,0,0,19,0,12,0,0,0,16,0,0,13,0,0,0,22,0,0,0,0,0,0,0,0,19,0,0,55,0,0,24,21,0,0,24,0,0,0,0
2008-03-01,0,22,0,21,0,17,46,0,17,0,0,0,0,0,0,41,0,0,35,0,0,11,0,0,63,16,0,0,0,0,0,0,20,0,22,24,0,0,0,25,0,22,0,0,0,0,43,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,15,0,33,0,100,0,19,0,10,0,0,0,0,23,20,0,24,0,0,0,49,0,0,14,0,0,100,0,17,0,0,0,0,100,0,16,0,21,29,57,0,0,0,41,32,0,12,0,0,0,0
2008-04-01,0,25,21,18,0,0,38,0,10,18,0,0,0,0,0,0,14,0,30,0,0,26,0,39,0,50,49,19,0,0,0,0,23,0,39,0,0,0,0,21,17,0,20,0,0,0,0,0,79,0,30,19,0,17,0,0,30,0,0,0,0,20,0,10,0,0,0,0,0,17,0,0,49,0,0,0,26,0,100,21,0,28,0,14,0,0,24,0,20,0,0,15,51,0,0,0,0,0,0,17,36,0,49,0,74,0,36,28,0,0,0,0,0,0
2008-05-01,0,19,0,0,0,0,56,0,29,0,0,0,63,30,0,0,0,0,0,0,0,19,35,0,0,27,0,19,0,0,0,0,0,0,0,0,0,0,84,0,0,19,0,32,0,49,0,0,0,0,29,0,0,0,0,0,0,0,0,23,0,19,0,6,0,0,0,0,0,0,9,13,0,0,0,0,20,17,0,16,0,0,0,28,0,0,0,0,19,0,19,0,0,0,0,0,0,100,0,0,0,17,0,0,0,0,0,0,0,14,0,0,0,0
2008-06-01,0,23,22,0,9,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,29,37,0,39,0,0,0,0,18,0,40,0,0,0,0,22,17,0,0,33,0,0,0,0,0,0,20,0,0,0,0,87,15,0,0,24,0,30,0,22,0,0,0,0,0,0,10,9,0,0,0,96,0,34,0,16,0,28,0,29,0,0,12,0,20,0,0,0,0,0,0,0,0,0,15,0,28,0,0,0,0,0,46,0,0,18,0,0,0,0
2008-07-01,0,20,0,19,0,30,40,100,10,19,24,0,66,32,0,38,0,0,0,0,38,26,0,0,0,29,0,20,0,0,0,0,0,0,20,0,0,64,0,0,0,0,0,0,0,0,20,0,0,0,37,0,0,18,0,0,16,0,20,25,0,31,0,7,0,0,0,0,29,18,0,13,0,13,0,0,21,0,0,0,0,29,22,0,0,0,25,24,0,0,0,0,0,53,0,0,0,0,15,18,38,18,0,0,0,0,38,0,24,29,0,0,0,0
2008-08-01,0,18,0,17,9,21,39,0,0,0,0,0,0,0,0,0,14,0,29,0,0,25,0,0,0,26,0,18,0,0,0,0,0,0,19,0,83,0,0,0,32,0,19,0,0,24,18,0,77,0,29,0,0,0,0,0,0,0,0,23,0,19,0,6,0,27,0,0,0,0,9,0,0,0,0,0,19,16,0,20,0,27,21,0,0,0,11,0,0,0,0,15,50,0,0,0,0,0,14,16,17,16,0,0,0,20,35,0,0,15,0,0,0,0
2008-09-01,0,30,19,31,8,13,37,84,26,0,0,0,0,0,15,0,0,0,0,0,31,28,0,0,0,20,0,0,0,0,16,53,15,0,17,0,0,53,0,0,15,17,17,0,0,0,25,0,0,0,31,0,0,15,0,75,20,0,0,0,0,34,0,8,0,0,40,0,0,0,0,15,0,11,0,0,17,0,0,19,0,0,19,0,0,0,10,0,0,0,33,0,0,0,0,0,0,0,12,15,16,15,0,0,0,0,0,24,20,14,0,0,0,0
2008-10-01,0,28,17,14,0,17,36,0,12,14,0,0,0,0,0,0,11,0,0,0,28,26,0,0,22,40,0,15,0,0,14,0,14,0,15,0,0,0,0,0,0,0,16,0,0,0,15,0,63,0,22,0,0,0,0,0,12,0,0,19,0,26,0,14,0,23,0,0,0,14,0,20,39,0,0,0,0,0,0,0,0,0,0,23,0,0,19,0,0,68,0,0,0,0,35,22,0,0,17,0,19,27,0,0,0,0,14,0,0,17,23,0,0,0
2008-11-01,0,28,0,32,16,0,44,0,9,0,0,0,0,0,0,32,0,0,27,0,0,23,0,0,50,53,0,34,0,0,0,27,0,0,17,0,0,0,75,19,15,0,0,0,46,22,17,0,0,0,46,0,0,0,0,76,13,0,17,0,0,0,0,11,0,0,0,0,0,0,0,8,0,11,0,0,23,15,0,14,0,0,0,13,0,0,10,0,0,0,0,0,0,0,0,25,78,0,13,0,0,0,44,0,66,19,16,0,20,28,0,0,0,0
2008-12-01,0,47,0,24,0,0,44,0,0,0,0,0,63,0,0,0,0,0,30,0,0,23,0,0,28,34,0,19,0,0,18,30,0,0,19,21,0,0,0,0,17,19,20,0,0,0,37,0,0,0,20,0,0,0,100,0,15,0,0,23,0,20,28,0,0,28,45,0,28,17,9,0,0,0,0,0,20,0,0,10,0,0,0,35,0,0,24,0,0,86,19,15,0,0,0,28,0,0,14,0,18,25,49,0,0,21,18,0,0,21,28,0,0,0
2009-01-01,0,35,0,15,8,12,34,0,11,15,0,0,55,26,0,0,18,0,0,0,0,22,0,17,0,23,0,0,0,0,0,52,15,0,17,18,0,0,0,0,14,0,17,0,0,21,24,0,0,100,64,16,0,0,0,0,20,0,0,0,30,17,0,9,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,24,0,36,0,0,20,0,0,74,0,0,0,0,0,0,0,0,18,0,15,0,0,0,63,0,70,24,0,18,0,0,0,0
2009-02-01,0,25,0,0,16,13,35,0,9,16,0,0,56,53,0,0,0,0,0,0,0,28,0,0,24,36,43,0,0,0,0,0,15,0,26,0,74,0,74,0,15,0,0,28,0,0,0,0,0,0,35,0,0,15,88,0,13,0,0,0,0,17,25,8,0,25,0,0,0,15,0,7,0,11,0,0,17,0,0,14,0,0,0,12,0,0,15,0,0,0,17,13,0,0,0,0,0,0,25,0,16,15,43,0,0,0,31,0,0,9,0,0,0,0
2009-03-01,0,44,0,14,7,11,55,0,13,0,0,0,0,0,0,0,11,0,0,0,0,28,28,0,22,32,0,15,0,0,14,23,13,0,15,0,0,0,0,16,13,0,15,0,0,19,0,0,0,0,46,0,0,13,0,0,12,0,0,18,0,15,0,10,0,22,0,0,0,27,7,7,0,19,0,0,15,0,0,19,0,0,0,16,0,0,9,0,0,0,15,0,0,0,0,0,0,0,22,13,0,26,0,0,58,16,28,0,0,24,0,0,0,0
2009-04-01,0,16,0,16,0,12,28,0,0,0,0,0,0,0,0,0,12,0,26,0,0,28,0,0,0,24,0,16,0,0,0,0,20,0,0,18,0,53,73,18,15,0,0,0,0,0,16,0,0,0,27,0,0,15,0,0,0,0,0,0,0,26,0,8,0,49,0,0,0,15,0,7,0,11,0,0,51,15,0,9,0,24,0,12,0,0,21,0,0,0,0,0,0,0,37,0,0,0,12,15,16,14,43,0,0,0,31,36,0,9,25,0,0,0
2009-05-01,0,22,0,14,7,0,34,0,8,0,0,0,0,0,0,0,11,0,0,0,0,20,0,0,21,42,0,14,0,0,0,23,13,0,15,0,0,0,64,0,17,15,15,0,0,0,29,0,0,0,36,0,0,0,0,65,12,0,0,0,27,15,0,15,0,29,0,0,0,0,0,0,0,9,39,36,15,13,0,8,0,0,0,11,0,0,32,0,0,0,0,0,0,38,0,0,0,0,22,0,0,19,0,14,56,0,14,0,0,16,0,0,0,0
