date,Apple,Apricot,Asparagus,Avocado,Banana,Beans,Blackberries,Broccoli,Cabbage,Carrots,Cauliflower,Celery,Cherries,Corn,Cranberries,Cucumber,Dates,Garlic,Grapefruit,Grapes,Greens,Kale,Leeks,Lemons,Lettuce,Mushrooms,Onion,Oranges,Parsnip,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Pumpkin,Rhubarb,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tomato,Turnip,Watermelon
2016-02-01,32,0,0,47,65,73,0,0,0,0,38,0,0,0,0,0,0,47,0,0,100,0,82,0,0,0,0,91,0,0,0,49,49,0,0,0,69,0,0,67,0,53,0,34,0,0,30
2016-03-01,31,0,39,0,31,83,0,91,0,47,0,0,0,0,0,100,0,0,0,0,0,83,0,0,30,0,0,0,63,0,0,0,47,37,0,0,26,0,0,32,32,62,0,32,32,0,29
2016-04-01,32,0,80,70,32,0,0,0,49,0,38,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,65,0,0,49,48,76,0,83,27,0,0,100,33,0,0,100,0,0,0
2016-05-01,31,0,0,0,0,83,0,45,47,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,47,46,0,0,0,43,32,0,64,0,25,0,48,32,0,57
2016-06-01,0,0,38,43,44,40,0,44,0,0,35,0,45,0,0,48,0,44,0,0,91,0,0,0,44,36,0,83,0,0,0,0,0,35,0,0,25,31,52,31,0,0,48,31,0,0,28
2016-07-01,0,0,0,0,31,0,0,46,48,0,74,0,0,0,0,0,0,47,0,0,0,0,81,0,31,0,0,0,0,0,0,97,47,0,0,0,40,0,56,66,0,25,100,66,0,47,30
2016-08-01,34,71,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,50,0,0,0,0,0,0,33,0,36,0,0,0,0,0,51,41,100,0,43,0,0,0,0,27,54,36,35,50,32
2016-09-01,100,0,0,0,33,0,0,0,0,0,0,77,50,0,0,0,0,49,0,58,0,0,0,0,0,41,0,0,0,0,0,0,0,40,0,0,56,0,0,35,0,27,0,35,68,49,31
2016-10-01,69,0,0,50,34,46,0,51,53,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,84,0,0,0,0,0,0,0,41,0,0,29,84,0,36,0,55,0,36,70,51,32
2016-11-01,45,0,0,48,33,44,0,49,51,0,0,0,0,0,0,54,0,50,0,0,0,91,0,0,0,0,0,0,69,0,0,0,0,0,0,0,28,35,59,0,34,0,0,0,0,50,0
2016-12-01,47,0,0,51,34,47,0,0,54,0,0,0,52,0,0,0,0,51,71,0,0,0,89,0,34,0,0,0,0,0,0,54,0,42,0,0,44,0,0,0,91,28,0,0,35,0,0
2017-01-01,61,0,76,44,60,81,0,0,46,45,36,0,0,0,0,49,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,46,46,36,0,79,76,32,0,32,0,24,0,32,0,0,28
2017-02-01,52,0,0,100,0,0,0,75,53,0,0,0,0,100,0,56,0,51,0,0,0,92,0,0,100,42,37,0,0,0,0,0,52,0,0,0,29,0,0,54,0,0,54,0,35,0,0
2017-03-01,0,0,39,0,31,63,0,46,0,0,37,0,0,0,0,0,0,46,0,0,0,0,0,0,31,0,100,0,0,0,0,48,0,0,0,0,53,0,0,33,0,75,0,0,32,0,29
2017-04-01,34,0,0,50,51,91,0,50,0,51,40,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,96,0,0,0,52,0,0,0,89,48,0,0,36,0,0,54,53,35,0,0
2017-05-01,33,0,0,47,32,0,0,48,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,32,40,34,0,0,0,0,0,0,39,0,0,36,0,0,34,0,0,0,34,33,0,30
2017-06-01,47,0,39,92,31,63,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,31,0,34,0,64,0,88,48,0,0,0,0,53,0,0,66,32,0,50,98,0,0,58
2017-07-01,67,0,0,98,100,45,0,0,0,0,0,0,50,98,0,54,0,0,0,0,0,90,85,0,32,0,35,0,0,0,0,0,0,0,49,0,42,0,0,35,0,36,0,35,0,50,0
2017-08-01,32,0,0,47,32,0,0,70,100,0,0,0,0,0,67,51,0,0,0,0,0,0,0,100,0,39,0,89,0,0,0,100,0,0,70,0,27,0,0,33,0,26,0,0,33,0,30
2017-09-01,33,0,0,48,49,44,0,49,51,0,0,0,0,0,0,0,0,48,0,0,0,0,83,0,32,0,0,0,0,0,0,51,100,0,0,0,0,0,0,34,0,26,0,35,0,0,31
2017-10-01,31,0,0,0,31,0,0,92,0,0,36,0,0,0,0,0,0,0,63,53,0,0,0,0,0,0,33,0,0,0,0,47,0,0,0,0,26,87,0,32,0,100,0,33,96,46,0
2017-11-01,31,0,0,0,31,41,48,0,0,92,0,0,0,0,0,0,0,91,0,53,0,0,0,0,30,0,0,0,0,0,0,48,46,37,0,0,39,33,0,32,0,38,0,66,32,46,0
2017-12-01,53,0,0,46,0,43,0,0,65,48,37,0,0,0,0,0,0,47,0,0,0,86,0,0,0,0,34,0,0,0,0,0,48,0,0,84,36,0,0,0,33,77,0,33,32,0,0
2018-01-01,29,0,0,42,0,0,0,0,0,87,100,67,0,0,0,0,0,43,0,49,0,0,0,89,0,35,31,0,58,0,0,0,44,34,0,74,49,0,0,0,0,23,45,30,30,42,0
2018-02-01,32,0,0,47,32,43,0,0,49,0,38,0,0,0,0,0,0,47,0,55,0,0,0,0,31,0,34,0,0,0,90,0,0,38,0,0,40,0,0,67,0,38,51,34,49,0,0
2018-03-01,42,0,0,41,55,38,0,41,44,42,0,0,0,0,0,46,0,41,0,0,0,76,0,0,0,0,0,0,0,0,0,0,43,0,0,73,24,29,50,0,29,23,44,0,58,0,0
2018-04-01,44,0,37,0,0,0,0,0,45,43,0,0,0,85,0,47,0,85,0,100,0,0,0,0,28,0,0,0,0,0,0,0,0,52,0,0,57,0,0,30,0,70,0,30,40,43,0
2018-05-01,28,58,0,42,0,38,0,41,43,42,0,66,0,0,59,0,0,0,0,49,0,0,0,0,28,0,0,0,58,0,0,44,43,34,0,74,32,0,0,0,0,23,0,60,59,0,53
2018-06-01,29,0,0,0,0,0,0,42,44,0,34,0,0,0,0,0,0,42,0,0,87,0,0,0,28,0,0,0,0,0,0,44,0,0,0,0,24,30,0,0,0,23,0,0,29,0,0
2018-07-01,28,57,35,0,27,0,0,82,43,0,0,65,0,82,0,0,0,41,0,0,0,0,0,0,27,0,29,78,0,0,0,43,42,0,0,0,35,0,0,0,0,0,44,29,57,41,0
2018-08-01,42,57,0,0,27,0,0,81,0,41,0,0,0,0,0,45,0,41,0,0,0,0,0,0,0,34,29,0,0,0,0,42,42,0,41,0,70,0,49,29,0,22,44,57,28,41,0
2018-09-01,98,0,0,0,29,0,0,43,0,43,34,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,47,81,0,0,0,0,0,70,0,0,25,31,0,31,0,0,46,92,0,0,27
2018-10-01,77,0,0,0,72,39,0,0,0,43,34,0,43,0,0,0,0,42,0,49,0,0,0,0,0,36,0,0,0,0,80,0,0,35,0,0,24,100,0,30,0,34,0,60,30,43,27
2018-11-01,43,59,0,0,42,38,0,84,0,43,34,66,0,84,0,46,0,42,0,0,0,77,0,0,0,0,0,0,0,0,0,0,43,0,0,0,48,29,0,30,0,46,45,45,29,0,27
2018-12-01,30,0,37,0,0,60,0,0,91,0,35,0,0,0,0,48,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,92,45,0,0,78,67,0,0,31,0,24,0,0,0,0,42
