date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Broccoli,Cabbage,Cantaloupe,Carrots,Cauliflower,Celery,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Figs,Garlic,Grapefruit,Grapes,Greens,Guava,Kale,Lemons,Lettuce,Loquat,Lychee,Mushrooms,Okra,Onion,Oranges,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Pumpkin,Raisins,Rhubarb,Romaine Lettuce,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tomato,Turnip,Watermelon,Yams,Cassava
2013-11-01,1,1,1,0,0,5,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0,1,0,0,0,1,0,81,0,2,0,0,0,0,1,0,1,0,0
2013-12-01,0,0,0,0,2,2,1,1,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,11,0,0,0,0,21,0,0,0,0,0,0,32,0,0,25,0,0,0,28,0,0,0,0,2,1,0,0
2014-01-01,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2014-02-01,0,0,1,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-03-01,1,0,0,0,0,1,0,0,0,0,0,0,42,0,0,0,0,0,0,10,0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-01,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-05-01,1,0,0,0,1,4,1,1,25,0,0,0,0,41,0,0,0,0,1,0,0,0,0,50,1,0,1,0,0,0,18,10,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-06-01,1,0,0,0,2,1,1,0,0,0,0,0,0,0,33,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2014-07-01,1,0,0,0,0,7,2,0,42,5,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2,0,17,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,100,2,0,0,0,0,1,0,5,0,0
2014-08-01,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0
2014-09-01,1,0,0,1,0,4,1,0,27,0,0,45,0,0,0,0,0,0,0,0,1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,20,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2014-10-01,1,0,1,1,1,2,2,0,26,0,0,0,46,0,0,0,0,0,0,10,0,0,0,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,29,1,0,0,0,0,0,0,0,14,0,0,0,1,0,0
2014-11-01,1,0,0,0,0,2,0,0,28,0,0,48,0,0,28,0,0,0,0,0,0,0,0,56,0,0,0,0,0,1,0,0,1,0,0,0,21,0,0,0,0,0,0,32,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0
2014-12-01,1,1,0,0,1,2,1,0,26,2,0,0,46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,11,0,0,0,0,20,0,2,1,27,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2015-01-01,2,0,0,0,1,2,1,0,25,2,0,0,0,0,25,0,0,0,0,0,0,25,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,34,0,0,26,0,0,0,1,0,22,0,0,1,25,0,0,0,0,0,1,0,0
2015-02-01,2,0,0,0,0,3,0,0,26,2,0,0,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,23,0,0,0,0,0,0,0,1,0,3,0,0
2015-03-01,2,0,1,1,1,3,1,1,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51,0,0,0,0,60,0,0,0,1,0,0,0,19,0,0,0,0,1,0,29,1,0,0,0,0,0,0,0,13,0,0,0,1,0,0
2015-04-01,1,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,26,0,0,1,0,0,0,0,1,0,0,0,0,0,0,20,0,0,0,0,1,1,0,1,1,23,73,0,0,0,0,14,0,0,0,2,0,0
2015-05-01,1,1,0,0,0,2,1,0,0,0,0,0,45,42,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,20,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,14,0,0,0,1,0,0
2015-06-01,1,0,0,0,0,5,1,1,0,0,30,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,19,0,0,0,0,1,1,0,1,0,22,0,0,1,0,0,0,0,0,0,1,0,0
2015-07-01,1,1,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,17,0,0,0,0,0,1,26,1,0,0,0,0,0,0,0,12,0,0,0,4,0,0
2015-08-01,1,0,0,0,0,3,2,0,21,0,0,0,0,35,0,0,0,0,0,0,0,21,0,0,1,17,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,11,0,0,0,1,0,0
2015-09-01,1,1,0,0,0,2,1,0,0,1,0,39,40,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,1,0,0,2,0,20,0,0,0,22,0,0,1,0,0,1,2,0
2015-10-01,1,1,0,0,0,5,0,1,0,1,0,0,43,0,0,0,0,0,0,0,0,24,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,55,2,1,21,0,0,3,0,0,0,0,0,0,1,0,0
2015-11-01,0,0,0,0,1,3,2,0,25,0,0,43,0,0,0,1,0,0,0,0,1,25,0,51,1,0,0,20,0,1,0,0,0,0,0,0,19,0,2,0,0,1,1,0,2,1,22,0,0,0,25,0,0,0,0,2,1,0,0
2015-12-01,2,0,1,0,1,3,1,0,48,0,0,0,0,0,0,0,78,1,0,0,0,0,1,0,1,0,1,0,0,1,0,20,0,0,0,0,37,0,0,1,0,1,0,28,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-01-01,1,0,0,0,0,3,0,1,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,16,0,0,2,0,1,0,25,2,0,19,0,0,1,22,0,0,0,0,0,2,0,0
2016-02-01,1,0,0,0,1,4,0,1,0,0,0,0,0,35,0,0,0,0,0,9,0,21,0,0,0,0,0,0,0,1,0,26,1,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-03-01,1,0,0,0,0,4,2,0,21,0,0,0,38,0,0,1,0,1,0,17,0,0,0,0,1,0,1,17,0,0,0,0,0,0,0,0,0,29,0,0,0,1,1,24,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0
2016-04-01,1,0,0,0,0,1,0,1,44,1,26,0,0,36,22,0,69,0,0,0,0,22,0,44,1,35,1,0,0,0,17,0,1,0,0,0,17,0,0,1,0,0,1,25,1,0,0,0,0,1,22,0,0,1,0,0,3,0,0
2016-05-01,1,0,0,0,2,3,1,0,0,0,0,36,0,69,0,1,0,1,0,26,0,21,0,0,0,0,1,0,0,1,24,9,0,0,0,0,0,29,0,0,0,0,0,24,2,1,0,0,0,1,0,0,11,0,0,0,2,0,0
2016-06-01,1,0,1,1,2,2,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,16,0,0,1,0,1,0,0,2,0,28,0,0,2,0,0,0,0,0,0,4,0,0
2016-07-01,1,0,0,0,0,3,1,1,19,1,22,0,0,0,0,0,0,1,0,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,22,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2016-08-01,0,0,1,0,0,3,2,0,0,0,23,34,0,0,20,0,0,0,1,0,0,39,0,0,1,0,1,0,0,0,0,0,0,0,0,0,15,0,0,2,0,1,0,22,1,0,0,55,0,1,0,0,0,1,0,0,3,0,0
2016-09-01,1,0,0,0,0,3,1,0,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,42,0,0,0,0,0,1,0,8,1,0,0,0,0,0,0,1,0,1,1,0,1,1,18,0,49,1,0,0,0,1,0,0,1,0,0
2016-10-01,1,1,0,1,0,3,2,0,23,0,0,0,0,37,0,0,0,1,0,0,0,23,0,0,1,0,1,0,0,1,17,9,0,0,0,0,0,32,2,1,0,1,1,0,1,0,0,0,0,0,23,0,12,0,1,2,1,0,0
2016-11-01,1,0,0,0,0,4,2,0,0,0,29,42,0,0,0,0,0,0,1,0,0,24,0,0,1,20,1,0,0,1,18,10,1,0,0,0,0,0,2,0,0,1,1,28,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-12-01,1,0,0,1,1,3,2,1,0,0,0,0,38,0,0,1,0,1,0,0,0,0,0,44,1,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,23,0,0,0,1,0,0,0,0,0,22,0,0,1,0,0,1,0,0
2017-01-01,1,0,0,0,1,4,1,0,22,0,0,0,0,0,0,0,0,1,0,0,2,21,0,44,1,0,0,0,0,1,16,0,1,0,0,0,0,0,0,1,0,1,1,24,4,1,0,0,0,1,22,0,11,0,1,0,1,0,0
2017-02-01,1,0,0,0,0,4,1,0,23,1,0,0,0,0,0,0,0,1,0,0,1,0,0,46,0,0,1,0,0,0,0,9,1,0,0,0,0,0,2,0,0,1,0,0,1,0,20,0,0,1,23,0,12,0,0,2,2,0,0
2017-03-01,1,0,0,0,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,8,0,20,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,18,0,0,1,0,0,0,1,1,1,1,0,41
2017-04-01,1,0,0,1,1,8,1,0,22,0,0,38,0,0,22,0,0,1,0,0,1,67,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,0,0,1,22,0,0,2,0,0,1,0,0
2017-05-01,0,1,0,0,0,5,0,0,24,0,0,0,0,0,0,0,0,0,0,10,0,24,0,0,1,0,0,0,0,0,18,0,0,87,0,0,30,0,0,0,25,0,1,0,2,0,0,66,0,1,24,1,0,0,0,0,2,0,0
2017-06-01,0,1,0,1,1,6,1,0,25,0,0,0,44,0,0,1,0,1,0,10,0,0,0,50,0,0,1,0,0,1,0,0,1,90,0,0,18,0,0,1,0,1,0,28,1,1,21,0,0,1,0,0,13,0,1,0,2,0,0
2017-07-01,0,1,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,1,1,9,0,0,0,0,0,0,1,0,52,1,0,9,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,11,0,0,0,1,0,0
2017-08-01,0,0,1,1,1,4,1,0,0,1,0,38,39,0,22,1,0,1,0,0,0,33,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,3,2,0,0
2017-09-01,0,1,1,0,1,5,1,0,0,0,0,0,47,0,0,0,0,1,1,11,0,26,1,53,1,21,1,0,0,1,0,0,0,0,0,0,0,0,2,1,28,1,0,30,0,1,46,0,0,0,26,0,0,0,1,2,1,0,0
2017-10-01,1,0,0,0,3,5,1,0,0,2,0,0,100,0,0,0,0,1,1,0,0,0,0,57,0,0,1,0,0,0,0,0,0,0,0,0,21,0,2,0,0,1,1,32,2,1,24,0,0,2,0,0,0,0,0,2,1,0,0
2017-11-01,0,0,0,0,1,6,1,0,27,0,0,0,0,0,27,0,0,2,1,0,0,0,0,0,1,0,1,0,65,1,0,0,0,100,0,0,20,0,0,3,57,1,1,31,1,1,0,0,0,3,0,0,0,1,0,2,2,0,0
2017-12-01,2,0,1,0,0,6,3,0,51,0,31,0,46,0,0,1,0,0,0,0,0,0,1,52,0,0,1,21,0,1,0,0,0,0,0,0,20,0,0,1,0,1,0,30,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2018-01-01,1,1,0,0,0,5,1,0,25,0,0,0,0,42,0,0,0,1,0,0,0,0,0,0,2,0,1,21,61,1,0,0,1,0,0,0,29,0,2,2,27,1,0,0,3,1,0,0,0,1,26,0,0,0,0,0,1,0,0
2018-02-01,2,0,0,0,0,4,2,0,36,0,0,0,0,0,27,0,0,1,1,0,0,0,0,54,2,0,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,62,1,0,0,0,0,0,27,0,14,0,1,0,2,0,0
2018-03-01,1,1,0,1,1,3,3,0,26,0,31,0,0,0,26,0,0,1,1,21,0,0,0,52,2,0,1,20,0,1,0,10,0,0,0,0,0,0,0,0,0,1,1,30,2,0,0,0,0,0,26,0,0,0,1,0,1,0,0
2018-04-01,1,0,0,0,2,6,3,0,28,2,0,0,0,0,28,0,0,0,1,11,0,0,1,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,1,29,1,1,0,1,1,24,0,0,0,0,0,0,0,0,0,3,0,0
2018-05-01,2,1,1,0,0,3,1,0,47,2,0,73,0,47,0,0,0,1,0,0,1,0,0,0,1,0,2,0,0,1,21,0,0,0,0,0,21,0,0,1,0,1,0,32,0,1,0,0,0,2,28,1,0,0,1,0,2,0,0
2018-06-01,0,0,0,0,1,7,0,0,0,2,31,0,0,44,26,0,0,0,0,0,0,0,0,0,1,0,0,21,63,0,0,11,1,0,0,0,0,0,0,1,0,0,0,0,1,1,23,0,0,0,0,0,0,0,1,0,3,0,0
2018-07-01,1,0,0,0,4,2,1,0,0,0,37,55,0,0,0,0,100,2,0,0,0,0,0,65,2,0,0,26,0,1,0,0,1,0,0,0,0,0,0,0,34,1,0,36,3,1,28,0,0,0,0,0,0,0,0,0,3,0,0
2018-08-01,0,0,1,1,1,4,2,0,25,2,0,43,0,0,0,0,0,1,1,10,0,38,0,0,1,21,1,20,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,22,0,0,1,38,0,13,0,1,2,3,0,0
2018-09-01,1,0,1,1,1,7,3,1,0,0,0,0,0,0,26,0,0,1,0,0,0,0,0,0,0,21,1,0,0,2,0,0,0,98,0,0,0,0,0,0,0,1,1,61,1,1,23,0,0,1,40,0,0,0,1,4,1,0,0
2018-10-01,1,0,1,2,2,9,3,2,0,2,0,98,50,47,28,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,22,0,0,5,0,1,1,49,3,1,25,79,0,0,28,1,0,1,1,2,2,0,0
2018-11-01,1,0,1,0,2,9,2,0,29,0,34,100,51,94,0,1,0,1,2,23,1,0,0,58,2,0,1,23,0,2,21,11,0,0,1,0,22,0,2,0,0,2,1,32,2,1,25,0,0,0,57,0,15,1,1,2,5,0,0
2018-12-01,2,0,1,0,3,4,2,1,29,0,0,0,51,47,0,1,0,1,0,12,0,28,1,57,0,0,1,23,0,1,21,12,0,0,0,0,32,0,0,1,45,0,1,0,2,1,37,0,68,2,28,0,15,0,1,2,2,0,0
