date,Alfalfa Sprouts,Apple,Apricot,Artichoke,Asian Pear,Asparagus,Atemoya,Avocado,Bamboo Shoots,Banana,Bean Sprouts,Beans,Beets,Belgian Endive,Bell Peppers,Bitter Melon,Blackberries,Blueberries,Bok Choy,Boniato,Boysenberries,Broccoflower,Broccoli,Brussels Sprouts,Cabbage,Cactus Pear,Cantaloupe,Carambola,Carrots,Casaba Melon,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Dried Plums,Eggplant,Endive,Escarole,Feijoa,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Hominy,Honeydew Melon,Horned Melon,Iceberg Lettuce,Jerusalem Artichoke,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Malanga,Mandarin Oranges,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pummelo,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Snow Peas,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Ugli Fruit,Water Chestnuts,Watercress,Watermelon,Yams,Yellow Squash,Cassava,Zucchini Squash
2005-11-01,58,29,13,25,0,17,0,8,0,75,100,16,15,79,36,62,32,6,19,0,0,0,15,31,33,99,35,0,6,0,12,37,100,0,15,0,0,12,28,12,42,100,29,0,0,0,17,27,27,0,49,38,9,0,11,31,0,0,59,17,70,29,5,0,20,21,32,0,3,57,57,0,49,14,0,72,0,0,43,0,0,76,17,69,50,15,18,11,22,24,18,66,35,0,12,36,21,79,29,55,9,58,58,0,50,12,40,13,1,11,45,0,46,11,18,16,56,12,77,0,0,20,16,0,0,64,7,26,0,0,25
2005-12-01,0,21,13,93,0,15,0,13,0,80,84,26,10,79,0,0,0,6,38,0,0,0,20,21,30,100,0,40,17,0,10,25,51,0,20,0,0,7,68,14,43,0,26,97,0,0,40,14,54,38,37,34,23,51,11,16,0,72,60,17,0,29,3,0,20,44,0,38,3,57,39,0,100,29,0,87,0,78,32,0,27,0,26,55,50,15,7,23,55,19,29,50,44,0,30,19,26,0,39,100,3,29,0,0,50,17,40,27,0,22,45,0,67,16,14,15,57,25,0,0,100,15,52,0,79,65,5,58,0,0,0
2006-01-01,50,15,22,39,61,12,0,20,0,56,58,24,9,68,47,54,28,5,33,100,0,0,19,13,17,0,0,0,12,0,4,27,0,50,8,0,0,13,20,11,0,0,24,28,0,63,44,12,37,0,35,50,12,0,19,14,0,0,0,14,61,25,7,0,26,37,27,97,4,50,33,35,42,25,0,75,30,0,46,0,0,0,22,73,43,25,16,20,19,34,23,43,15,0,15,11,20,0,49,38,1,0,51,20,47,11,0,11,0,25,78,0,45,5,10,11,48,9,66,61,0,18,14,0,0,0,8,17,0,0,0
2006-02-01,0,22,23,25,0,22,0,18,0,81,51,30,7,0,100,0,0,14,23,0,0,0,13,0,9,0,47,0,22,0,6,30,0,0,8,0,0,9,18,6,38,0,17,29,0,0,26,14,39,35,22,40,15,0,20,14,0,65,54,0,64,0,3,0,36,39,0,68,3,0,35,0,0,46,0,0,32,0,33,0,0,0,21,88,61,27,10,17,20,30,26,45,27,0,11,8,17,0,26,30,2,0,53,21,42,11,0,0,1,10,0,36,37,8,9,20,0,7,0,64,0,23,10,0,0,59,10,14,0,0,0
2006-03-01,46,17,0,32,57,24,0,17,0,68,80,30,6,62,58,50,0,10,23,0,0,0,19,0,16,0,37,31,5,0,11,40,40,0,11,64,0,8,19,13,34,0,19,64,28,0,18,13,27,0,65,31,19,0,31,38,0,0,47,0,0,35,3,60,0,17,38,30,5,0,30,32,0,23,0,34,55,0,37,0,21,0,34,61,40,12,12,14,26,34,23,0,33,0,19,7,17,0,0,0,2,23,0,18,33,13,0,0,1,9,36,31,34,8,6,13,0,8,61,0,0,17,9,96,0,26,10,11,0,0,0
2006-04-01,0,24,22,28,0,27,0,22,0,81,71,24,13,100,31,54,27,14,32,98,0,0,23,13,17,0,29,33,21,0,8,32,42,0,17,0,0,9,18,13,72,0,23,100,30,63,19,23,34,32,31,37,17,0,14,34,0,61,50,0,90,37,6,0,17,28,54,0,4,0,33,0,0,31,0,37,60,0,43,0,0,65,15,59,42,13,17,10,31,29,21,0,37,0,10,8,25,0,0,0,1,25,100,0,39,11,68,0,0,9,77,100,43,9,6,30,96,11,66,60,0,23,9,52,0,28,18,24,0,0,0
2006-05-01,47,23,24,26,0,38,0,16,0,59,27,25,7,0,30,0,26,7,21,0,0,0,19,0,25,0,43,0,10,0,8,21,0,0,7,0,0,5,13,9,0,0,18,40,0,60,23,17,33,0,27,32,11,41,36,52,0,0,49,0,0,48,0,0,16,27,26,62,6,47,42,33,40,36,0,0,100,0,41,0,0,94,21,41,0,18,22,14,18,38,39,0,41,0,10,8,20,0,24,54,1,24,48,19,54,14,33,44,2,0,37,32,43,4,2,29,0,8,0,0,81,35,7,0,0,27,19,16,0,67,0
2006-06-01,0,22,32,29,60,21,0,21,0,59,28,23,10,66,0,0,55,14,32,0,0,0,16,0,23,0,29,0,14,0,5,21,0,74,21,0,0,15,13,11,35,0,20,54,0,62,24,26,32,32,41,49,17,42,37,0,0,61,100,42,60,0,4,0,0,18,54,32,6,49,49,34,0,80,100,37,44,0,45,42,23,65,22,20,42,38,14,10,38,34,19,0,30,0,20,8,19,0,36,28,1,24,50,19,28,25,34,53,0,18,0,50,43,4,5,69,48,5,0,0,0,30,9,52,0,54,30,11,0,0,0
2006-07-01,0,14,88,39,60,25,0,12,0,80,29,33,17,67,31,0,56,36,16,0,0,0,18,0,26,86,0,0,11,0,6,16,0,51,57,0,82,12,26,34,37,88,22,28,31,64,24,22,29,100,21,38,19,0,52,20,0,0,52,14,0,25,4,0,17,56,28,0,8,100,33,0,43,25,0,0,61,100,23,42,23,0,25,35,0,25,16,29,76,48,32,42,43,0,36,12,17,0,38,29,1,0,51,0,47,43,0,38,1,9,39,68,37,6,6,43,48,7,0,0,0,38,14,0,67,0,30,34,36,0,21
2006-08-01,0,35,34,32,57,7,0,15,0,66,26,32,12,0,39,100,60,40,15,0,0,0,13,0,16,0,55,0,5,0,11,27,0,0,21,0,0,28,17,40,34,81,43,26,0,58,27,51,31,30,29,27,39,0,31,25,0,0,47,13,56,23,4,0,26,17,25,30,5,46,31,32,0,23,95,0,0,0,20,0,29,0,18,15,0,0,15,33,18,37,35,0,30,0,47,10,16,62,46,0,2,0,47,0,40,20,0,21,1,0,36,62,31,2,11,16,67,10,0,56,0,46,0,0,63,26,29,11,67,0,20
2006-09-01,43,46,24,26,53,12,0,13,0,75,25,27,20,0,28,96,49,21,21,0,0,0,16,24,8,0,0,29,8,0,16,19,0,0,15,0,0,18,25,20,0,0,43,36,0,55,34,18,30,29,0,77,35,0,17,48,61,54,44,0,53,0,3,0,0,16,0,43,4,88,0,76,0,16,0,0,53,0,38,0,34,58,26,26,38,22,7,20,33,22,45,0,31,0,78,14,20,0,43,25,6,44,66,34,38,13,0,10,1,16,34,45,44,6,25,13,43,9,0,53,0,44,20,0,60,25,13,15,32,0,19
2006-10-01,39,56,23,33,0,21,0,11,0,60,45,34,23,0,25,42,0,10,19,0,0,0,26,17,25,67,0,27,17,0,13,17,0,0,10,0,0,20,45,13,57,0,43,54,24,49,27,25,36,0,33,46,33,0,15,32,0,95,40,11,47,29,4,0,13,29,42,25,10,0,26,27,33,34,0,39,0,0,51,0,0,52,23,34,100,20,7,11,39,22,25,0,29,0,8,25,32,79,32,22,48,48,39,0,47,17,27,9,2,31,76,26,26,9,34,7,37,27,52,0,66,20,35,41,54,44,8,88,0,55,0
2006-11-01,0,25,14,39,46,7,0,13,0,72,43,26,14,0,24,0,0,0,29,0,0,0,22,10,17,64,0,0,17,100,11,32,0,0,9,51,0,5,28,4,0,0,28,21,23,47,44,13,41,0,47,35,10,64,18,26,0,0,0,11,91,19,7,0,13,21,34,0,4,74,25,26,0,47,0,28,0,0,19,0,0,0,31,55,32,29,13,18,24,34,14,32,32,57,13,16,22,0,28,21,8,0,76,15,43,8,26,0,2,10,58,25,19,6,20,6,72,13,50,46,0,15,19,40,52,21,5,36,27,0,0
2006-12-01,40,22,14,70,48,22,0,11,0,63,23,26,11,54,25,0,33,4,26,0,0,0,26,11,11,0,24,0,10,0,9,17,0,0,12,0,0,9,53,7,0,0,20,66,0,50,27,38,48,26,39,23,25,69,8,22,0,0,40,12,98,20,5,0,14,22,0,51,5,40,26,27,51,35,0,49,24,0,32,34,0,0,21,64,35,36,12,16,40,28,21,34,38,0,0,42,29,54,33,34,1,40,40,15,57,9,55,9,1,26,61,27,53,18,13,8,0,18,0,48,0,20,30,42,0,22,6,64,0,0,17
2007-01-01,100,17,10,27,41,11,0,17,0,69,58,32,9,0,0,37,50,10,29,0,0,0,11,18,19,58,40,0,17,0,6,36,43,34,12,46,0,8,24,9,49,0,39,50,42,0,30,16,38,0,52,39,19,29,13,9,0,0,0,0,41,25,3,0,17,38,18,76,4,50,44,0,57,38,0,25,20,0,37,0,0,0,13,67,29,30,8,10,26,28,19,29,44,0,10,14,22,0,33,19,2,17,68,13,41,15,23,0,1,19,26,34,31,10,12,13,32,14,45,0,57,21,13,0,0,19,9,28,24,0,15
2007-02-01,0,20,12,31,44,11,0,17,0,60,31,31,9,48,23,39,20,6,47,0,100,0,16,0,33,0,21,0,15,0,7,23,31,54,7,49,0,5,14,8,26,0,27,99,0,45,21,22,32,0,25,21,13,0,17,24,0,0,0,0,43,0,4,0,12,40,26,35,4,71,24,37,31,36,0,27,22,0,42,31,16,0,19,64,31,23,16,10,32,28,14,0,40,54,7,6,18,0,18,20,1,18,0,14,31,0,25,0,1,20,0,24,24,5,9,7,0,11,48,87,61,19,12,0,0,20,8,18,0,100,0
2007-03-01,32,21,14,25,0,23,0,9,0,65,18,24,7,86,20,0,26,12,35,0,0,0,19,8,15,54,38,32,13,0,3,18,54,32,12,0,53,5,17,7,0,0,24,35,0,40,9,22,30,0,22,26,12,55,18,52,0,39,32,0,38,16,4,0,11,30,35,41,4,31,21,22,27,32,0,24,29,42,29,27,15,42,16,32,27,16,16,9,12,21,21,27,35,0,13,5,18,43,24,36,2,32,32,12,39,16,44,11,1,12,0,22,34,6,7,8,31,10,0,39,0,21,12,100,0,18,10,10,23,0,0
2007-04-01,33,22,7,21,41,29,0,15,41,69,19,26,7,45,42,36,0,8,27,0,0,0,20,9,30,0,20,22,11,0,6,18,29,100,6,0,55,8,16,10,72,0,30,43,20,41,45,13,31,22,32,47,17,28,25,27,0,0,67,19,40,39,3,0,23,37,18,0,6,0,44,23,28,17,0,25,20,0,43,28,0,44,29,46,0,17,6,6,31,33,19,0,38,100,9,7,26,0,16,38,1,16,33,13,55,19,0,13,0,25,26,22,35,8,5,22,32,13,0,40,56,20,12,0,0,37,14,31,0,0,0
2007-05-01,31,23,21,31,77,36,0,18,0,70,54,24,10,0,20,35,47,9,17,0,0,0,18,0,13,0,19,0,8,84,8,32,0,32,11,44,0,12,11,12,0,0,25,23,0,40,25,17,28,21,49,40,15,27,27,18,0,0,33,18,39,24,3,0,11,18,52,31,3,0,21,22,27,28,0,23,77,0,41,0,14,42,19,40,27,8,15,6,32,24,18,0,35,0,10,7,19,0,21,0,2,16,32,12,52,9,43,22,1,6,50,22,36,7,5,25,0,7,43,39,0,22,7,0,0,18,20,14,0,45,0
2007-06-01,0,17,19,22,40,33,0,16,0,66,38,25,6,0,42,0,28,9,25,0,0,0,15,18,23,0,39,0,13,0,6,17,28,0,22,46,0,15,12,13,0,0,25,43,20,0,19,21,26,22,37,39,13,57,25,41,0,0,34,9,60,17,8,43,19,12,54,21,6,33,44,23,28,42,0,37,0,88,27,28,20,44,23,33,0,17,4,15,25,29,29,0,20,0,10,5,16,0,16,19,1,16,67,0,47,21,23,56,1,6,26,22,40,4,5,51,0,4,44,40,0,42,3,0,45,18,27,9,0,46,0
2007-07-01,33,16,60,35,0,12,0,11,0,61,19,26,17,0,21,0,18,50,14,0,0,0,17,9,26,0,33,22,9,0,7,19,56,66,65,0,0,21,13,31,72,0,35,48,0,42,42,13,28,22,41,41,17,0,37,9,0,0,0,14,40,16,11,0,28,24,18,32,5,33,0,0,0,70,0,0,30,0,22,42,25,43,39,24,0,17,12,11,31,37,28,0,40,0,17,11,20,0,32,0,2,16,33,26,40,47,23,33,1,9,38,52,41,5,6,45,32,9,0,40,56,41,6,0,0,28,25,17,0,46,21
2007-08-01,0,26,68,27,0,9,92,11,0,47,18,26,18,42,30,34,46,33,21,0,0,0,12,0,14,0,37,0,10,0,7,20,27,0,31,0,0,28,14,36,23,0,43,29,19,0,34,47,40,21,26,31,25,0,21,34,0,0,32,0,38,16,6,41,25,12,17,20,3,62,41,43,40,31,0,23,19,0,31,27,39,41,29,31,0,16,10,41,43,34,29,27,28,0,23,5,19,0,41,0,2,31,0,0,58,22,0,19,1,12,49,21,35,4,9,17,0,6,42,0,53,47,13,0,43,17,27,6,30,0,20
2007-09-01,90,50,20,23,37,9,88,15,0,58,35,30,24,0,32,33,33,16,29,0,0,0,27,12,22,0,36,0,19,0,14,11,26,45,15,0,100,19,17,14,33,0,43,66,0,38,12,28,42,20,17,43,20,26,28,41,0,0,46,0,36,23,6,0,21,0,33,58,6,45,40,52,0,26,0,22,18,0,26,0,14,0,44,30,0,15,11,16,49,34,31,0,38,45,41,10,20,41,40,17,7,22,30,12,56,22,21,14,1,11,70,41,27,4,21,22,0,11,40,37,51,39,10,0,0,33,15,10,0,0,13
2007-10-01,0,53,16,32,65,17,0,16,0,60,15,30,26,36,34,43,29,5,17,0,0,96,31,14,43,0,16,18,22,0,17,33,0,53,11,0,0,18,48,8,20,47,32,25,33,34,44,17,45,0,49,56,17,23,20,40,74,0,27,12,65,13,6,35,27,25,49,43,5,79,24,19,22,37,0,30,16,0,43,23,12,53,31,62,0,21,10,14,68,24,24,23,32,40,16,14,32,36,20,25,51,53,54,10,52,13,18,9,1,38,41,18,33,15,39,14,0,35,0,0,0,29,44,28,36,15,8,59,29,0,12
2007-11-01,26,27,17,38,47,9,0,14,0,69,25,26,18,35,33,56,14,9,13,0,0,0,22,7,19,44,20,0,18,0,10,30,22,26,4,36,43,12,30,7,19,0,27,43,16,65,25,27,36,0,40,34,22,0,24,28,0,0,39,19,52,13,6,34,9,19,19,33,4,38,43,0,22,19,0,45,16,35,24,22,12,34,29,55,22,16,12,13,33,32,24,88,34,0,5,25,25,0,30,15,7,26,52,10,57,13,54,6,0,17,30,17,34,8,21,10,100,13,34,63,44,14,19,0,35,14,8,22,19,0,0
2007-12-01,28,24,27,74,35,18,0,13,0,74,50,30,16,39,18,31,16,3,33,0,0,0,25,15,43,0,0,19,20,75,12,25,25,29,25,0,48,10,50,5,31,0,20,37,0,36,45,13,50,0,28,19,38,49,16,12,0,0,58,8,46,14,2,37,10,21,47,37,5,57,19,0,24,25,0,28,17,0,35,0,0,0,42,65,25,11,11,7,76,26,16,61,29,0,8,29,33,0,42,33,2,14,0,11,47,9,40,7,1,14,22,39,60,16,15,5,0,24,0,52,49,17,33,0,39,16,6,62,0,0,0
2008-01-01,51,22,15,33,0,14,76,10,0,62,25,31,15,35,16,28,24,10,42,0,0,0,21,7,41,0,31,17,19,0,7,28,0,0,13,0,0,9,24,7,0,0,33,61,24,0,40,24,43,17,32,24,18,66,29,42,0,63,0,0,31,26,5,0,18,14,23,17,5,38,25,18,0,48,0,29,23,0,47,0,0,51,33,66,22,20,13,7,19,33,20,36,31,38,5,12,28,0,13,15,1,0,52,10,38,9,18,0,2,17,40,23,36,11,14,9,0,14,34,62,0,20,24,27,35,28,7,23,19,0,0
2008-02-01,26,21,15,22,33,25,0,16,0,67,21,30,12,91,28,29,30,12,38,0,0,0,24,18,20,0,16,18,15,0,10,25,23,27,8,0,0,6,17,10,19,0,22,67,25,34,34,17,35,0,56,27,14,23,20,29,37,33,0,8,65,22,6,0,18,50,29,43,4,40,18,19,23,23,0,40,49,0,38,23,12,35,24,68,0,14,8,18,37,33,16,23,35,0,29,6,24,0,26,15,1,13,54,11,57,6,18,6,1,25,31,18,37,10,12,17,26,15,53,81,0,21,26,28,36,15,7,14,19,37,12
2008-03-01,25,23,17,30,31,34,0,18,0,50,29,29,11,34,16,41,24,16,47,0,72,0,25,11,29,0,15,17,16,0,15,33,22,38,10,0,42,7,10,15,19,0,23,47,31,0,42,24,37,17,68,13,28,22,22,21,0,0,0,7,62,13,8,100,12,28,42,25,4,0,34,18,22,32,0,19,15,0,47,22,0,0,29,41,0,19,6,8,32,39,29,22,45,0,8,15,28,34,34,29,1,0,77,15,46,14,18,6,1,20,26,43,40,11,11,15,25,15,51,0,0,19,25,40,0,0,10,22,28,0,11
2008-04-01,0,22,15,34,0,32,0,20,0,55,22,28,10,35,16,28,21,11,31,0,72,0,22,14,16,44,15,26,18,0,9,19,0,39,11,0,0,11,20,14,37,0,29,57,0,0,40,31,32,0,32,58,15,0,15,35,36,32,26,7,31,32,4,0,9,29,56,41,6,38,17,36,33,23,0,26,16,0,46,0,12,68,23,60,22,16,19,7,13,33,27,0,45,0,0,10,20,0,34,15,2,13,65,15,44,7,0,9,1,16,30,35,40,8,7,26,25,11,34,31,0,27,6,81,35,43,16,9,0,0,11
2008-05-01,26,23,15,31,0,35,0,16,0,58,36,25,10,0,17,86,15,13,26,0,0,0,18,7,18,0,16,18,14,0,7,21,23,0,18,0,0,15,32,15,29,46,27,63,16,34,31,26,31,17,22,29,18,0,12,29,0,32,40,8,48,26,5,0,9,25,43,0,5,26,23,28,22,53,0,20,16,0,42,0,12,35,32,30,23,10,14,14,33,32,21,45,28,0,11,8,24,36,26,0,1,0,27,21,42,32,18,39,1,7,0,36,42,8,6,22,0,9,35,0,45,31,14,0,0,15,17,16,0,37,0
2008-06-01,0,21,39,29,34,33,0,19,0,72,24,32,10,38,45,31,31,22,28,0,0,0,19,15,23,0,45,19,15,75,7,39,24,28,19,0,0,14,21,24,21,0,35,36,17,36,52,11,35,19,36,28,24,24,32,50,0,0,0,16,0,28,7,0,19,16,26,18,5,28,28,0,24,46,0,63,25,38,42,0,26,37,29,28,24,11,9,19,32,34,34,24,28,0,11,11,21,0,33,0,2,14,57,17,32,18,19,76,1,0,0,57,50,5,5,49,27,9,0,69,0,41,7,88,39,47,38,12,20,0,25
2008-07-01,28,19,55,26,0,17,0,11,0,56,21,33,17,37,18,0,36,49,12,0,77,0,15,0,19,0,33,19,19,0,12,20,24,0,41,0,0,23,14,27,0,0,33,26,17,0,43,29,29,37,17,40,22,0,40,34,0,34,0,8,34,21,5,0,24,16,30,27,9,92,18,19,23,42,0,42,34,37,43,24,21,0,35,26,0,18,13,13,32,59,24,0,36,0,21,7,24,0,34,0,1,27,42,22,32,60,0,28,2,10,43,38,39,9,6,47,27,10,37,0,48,44,8,0,0,16,45,5,20,39,18
2008-08-01,28,31,49,39,34,13,0,18,0,57,49,35,28,38,41,30,31,56,14,0,78,100,23,0,16,47,28,38,13,0,12,34,0,0,26,0,0,28,12,28,41,0,39,52,17,35,36,57,40,25,39,35,24,97,48,46,0,34,28,0,34,21,8,0,35,32,25,27,6,28,28,0,48,42,0,21,34,0,42,24,52,37,32,15,24,18,11,49,71,38,36,24,30,0,42,4,18,77,32,0,2,0,56,22,54,42,19,19,1,8,36,51,34,5,10,15,41,9,0,0,48,43,9,0,38,23,32,11,40,0,49
2008-09-01,0,55,13,24,31,13,0,18,0,59,44,33,31,0,32,56,33,17,34,0,72,0,24,7,19,44,20,17,15,0,7,17,0,26,18,0,43,18,21,20,19,44,42,52,16,0,25,28,40,17,11,56,24,33,44,17,0,0,0,7,31,26,5,0,20,19,28,50,5,25,34,27,33,19,0,57,15,0,44,22,12,51,40,39,22,10,10,18,55,31,41,22,32,39,59,4,26,0,72,0,6,13,0,10,50,13,35,16,1,12,40,26,28,6,24,16,50,12,0,0,87,49,17,0,35,21,13,19,37,0,22
2008-10-01,23,64,10,32,29,17,0,12,0,71,45,29,29,63,15,51,0,7,31,0,0,0,22,13,27,0,14,16,28,0,14,34,20,47,13,65,39,29,41,13,26,0,31,73,22,0,48,20,43,15,39,37,28,20,20,16,32,29,36,7,56,0,7,0,32,9,51,15,5,31,26,33,20,35,0,17,14,0,39,0,11,31,26,48,20,45,11,9,32,34,31,20,32,0,10,12,33,32,12,13,56,69,24,9,55,10,24,8,1,36,36,24,35,16,49,16,23,44,0,29,40,27,59,25,64,26,12,75,34,32,41
