date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blackberries,Blueberries,Bok Choy,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherries,Coconuts,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Kale,Kumquat,Lemons,Lettuce,Limes,Longan,Lychee,Mangos,Mushrooms,Napa,Okra,Onion,Oranges,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Quince,Radishes,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangerines,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2011-10-01,3,0,90,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,0,7,11,0,0,0,0,90,0,0,0,12,0,7,0,0,0,5,0,0,0,0,0
2011-11-01,4,0,0,0,96,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,100,9,0,0,0,5,0,0,0,0,0,0,0,0,0,13,0,0,0,0,4,0,0,0,0,4,0,14,0,0,3,0,0,12,0,12,0,0,0,0,0,0,12,0,4,0,12,0,4,0,0,8,0,0
2011-12-01,2,0,0,0,74,2,4,100,0,0,12,0,0,0,0,0,5,0,15,0,0,0,0,0,7,0,0,0,0,11,0,0,0,0,1,0,0,0,10,0,0,0,0,3,0,0,14,10,3,0,0,2,0,2,0,0,14,0,5,0,0,74,0,0,0,10,0,3,0,9,0,3,0,0,6,0,0
2012-01-01,4,0,0,0,73,4,4,0,0,0,0,2,0,0,0,0,0,16,0,0,0,0,0,0,6,55,0,0,0,0,0,0,0,15,0,0,0,0,0,0,17,12,0,3,0,100,13,0,3,0,0,0,0,2,0,0,18,0,4,0,0,72,0,0,0,9,0,11,0,9,0,3,0,0,6,0,0
2012-02-01,3,0,0,14,0,3,4,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,9,0,15,0,0,0,0,0,12,9,0,0,9,2,0,0,0,0,11,0,0,0,0,67,0,0,0,9,0,0,0,8,0,3,0,0,5,0,0
2012-03-01,2,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,13,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,12,0,3,0,0,2,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,9,16,0,0,0,0,7,0,0
2012-04-01,2,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,14,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,2,0,2,0,6,8,0,4,0,100,68,0,0,0,0,62,0,0,0,0,3,0,0,11,0,0
2012-05-01,4,0,0,0,60,4,7,0,0,0,0,0,0,0,0,100,4,0,0,0,100,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,8,0,14,50,57,2,0,0,0,0,3,0,0,2,0,2,0,0,11,0,7,0,0,0,100,0,0,0,54,0,0,0,0,5,0,0,25,0,0
2012-06-01,4,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,9,57,2,0,0,1,0,100,0,0,0,0,10,0,0,0,0,0,9,3,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,5,0,0
2012-07-01,4,0,0,0,62,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,6,0,0,13,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0
2012-08-01,4,0,68,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,9,51,4,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,12,0,0,0,0,2,16,0,0,0,8,0,4,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,6,0,0
2012-09-01,4,8,0,0,60,8,4,0,0,45,0,2,0,0,0,0,0,0,12,0,0,0,48,0,5,0,4,0,3,0,55,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,11,0,0,0,0,2,0,4,0,0,11,0,4,0,88,0,0,0,0,8,0,2,0,7,0,3,0,0,0,0,0
2012-10-01,3,0,0,0,0,3,5,0,0,47,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,2,13,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,8,0,2,0,0,5,0,0
2012-11-01,4,0,0,0,0,5,5,76,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,8,0,0,40,12,1,0,0,0,7,0,0,0,0,2,100,0,0,0,3,0,0,2,0,4,0,0,7,0,0,0,0,57,0,0,0,0,53,0,0,0,0,3,0,0,0,0,0
2012-12-01,3,0,0,0,0,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,89,0,0,0,5,0,3,0,0,0,48,0,0,0,1,21,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,100,0,0,53,0,0,0,7,0,0,0,7,0,2,0,0,7,0,0
2013-01-01,2,0,0,0,53,4,3,0,0,0,0,1,0,0,0,0,3,0,0,0,89,0,0,0,0,0,3,0,0,0,0,0,37,0,1,0,0,0,0,0,12,9,0,0,0,0,0,0,2,0,8,2,13,2,0,0,13,0,26,0,0,0,0,0,0,7,49,2,0,0,0,5,0,0,7,0,0
2013-02-01,5,0,52,0,53,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,7,0,3,0,0,2,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,7,0,2,0,7,0,3,0,0,4,0,0
2013-03-01,4,0,44,9,0,4,3,57,0,0,0,1,0,0,0,0,0,0,0,0,73,0,0,0,4,0,5,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,6,2,0,0,1,0,2,0,0,5,0,6,0,0,0,0,0,0,11,0,5,0,0,0,2,9,0,9,0,0
2013-04-01,4,0,0,0,87,4,4,0,0,0,0,0,100,0,0,73,0,0,9,0,0,0,0,46,4,0,0,0,0,13,0,0,30,0,1,0,0,0,0,0,10,7,42,2,0,60,0,0,2,0,0,3,0,2,0,0,11,9,3,0,0,44,0,0,0,6,40,2,0,5,0,2,0,0,16,0,0
2013-05-01,5,0,40,0,0,5,2,0,0,0,0,1,91,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,2,8,0,0,5,0,9,13,0,0,0,0,14,0,2,100,6,1,0,3,0,3,5,0,9,0,0,40,0,0,0,5,36,2,0,0,0,2,0,0,10,0,0
2013-06-01,3,0,0,8,62,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49,0,0,0,2,0,0,6,0,1,28,0,2,8,0,100,5,0,0,14,0,0,0,0,0,0,2,0,0,1,20,0,0,3,10,0,5,0,0,82,0,0,0,0,37,0,0,0,0,2,8,0,3,0,0
2013-07-01,3,5,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,8,8,0,0,0,0,39,3,0,0,0,2,11,0,0,0,8,2,0,61,0,0,100,0,0,0,2,0,0,14,0,2,0,0,1,0,1,0,3,5,0,2,0,0,76,0,0,0,5,0,0,0,0,0,1,0,0,3,0,0
2013-08-01,2,5,0,0,0,6,4,0,0,0,0,1,83,3,0,0,0,0,0,0,0,0,0,0,3,27,2,0,2,0,34,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1,0,0,5,0,2,0,0,37,0,0,0,5,33,0,0,0,0,2,0,0,3,0,0
2013-09-01,4,0,0,7,35,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,3,0,2,7,0,12,0,2,0,0,2,0,0,0,4,0,0,6,0,0,0,0,0,5,2,87,0,1,0,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,4,0,0
2013-10-01,3,13,0,0,35,5,2,46,0,0,0,0,80,0,0,0,2,0,7,0,0,0,0,0,3,0,2,0,2,0,0,1,0,7,1,7,0,0,0,0,8,12,0,0,0,0,6,5,0,0,5,1,8,1,0,3,6,0,3,0,0,0,60,34,0,5,0,0,0,0,0,4,7,0,0,0,0
2013-11-01,3,4,0,7,0,5,3,0,0,25,0,0,75,4,0,0,0,7,7,0,0,0,0,0,6,0,2,7,2,19,30,1,23,0,2,7,0,0,9,0,8,6,0,0,0,0,6,0,2,0,5,0,0,0,2,3,5,0,2,0,0,0,0,0,0,4,45,3,0,0,0,2,0,0,3,0,0
2013-12-01,2,0,0,6,29,2,3,0,0,22,0,1,0,2,0,0,2,6,0,0,0,0,23,0,0,0,0,0,2,0,0,2,20,6,1,0,0,0,4,0,7,5,0,0,0,0,10,0,1,0,4,0,0,2,2,0,4,0,2,0,0,44,49,0,0,4,0,0,4,4,0,3,0,0,5,0,0
2014-01-01,4,4,0,6,0,4,3,0,0,0,0,1,0,0,0,0,2,0,6,0,0,0,24,0,0,0,2,0,2,4,0,1,0,6,1,0,0,0,6,0,0,0,0,0,0,41,5,4,0,0,0,1,0,1,0,0,6,6,2,0,0,0,50,0,0,4,55,0,0,0,0,2,12,0,2,0,0
2014-02-01,3,0,0,0,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,3,0,0,0,2,5,0,2,23,0,1,0,0,0,6,0,0,6,0,0,0,45,0,0,0,0,0,2,8,3,0,0,8,0,4,0,0,33,0,0,0,0,30,0,4,4,0,4,0,0,5,0,0
2014-03-01,3,5,0,6,0,5,2,37,0,0,0,1,65,0,0,0,2,0,0,0,0,0,22,0,5,0,2,6,0,4,26,0,0,0,1,6,0,0,0,0,0,5,27,1,0,39,5,4,1,0,0,1,7,1,0,0,3,0,3,0,0,0,0,0,0,4,0,1,0,3,0,3,0,0,6,0,0
2014-04-01,4,4,0,12,0,5,2,0,0,0,0,0,66,2,0,0,0,6,0,0,49,0,0,0,6,0,3,0,2,4,0,2,20,0,1,12,0,0,4,0,0,5,28,0,0,0,5,0,1,0,4,0,0,1,0,2,4,6,7,0,0,29,0,0,0,4,27,0,0,0,0,1,0,0,24,0,0
2014-05-01,3,0,0,5,0,5,3,0,0,0,0,1,0,2,0,85,0,0,5,0,0,0,0,0,4,0,0,0,0,11,0,1,0,0,1,0,41,0,3,68,0,11,0,0,0,0,6,0,1,0,4,0,6,2,0,0,5,0,2,0,0,25,0,0,3,6,0,0,0,6,100,1,0,0,6,0,0
2014-06-01,3,0,0,0,27,5,2,35,0,20,4,0,0,2,0,0,2,0,0,0,45,0,21,0,2,0,0,0,1,4,0,1,0,0,1,0,0,0,0,0,0,4,38,1,0,0,5,4,0,0,4,0,0,2,4,2,3,6,5,0,0,26,44,0,0,3,0,0,0,3,0,3,0,0,3,0,0
2014-07-01,2,3,0,0,27,6,2,0,0,0,0,0,0,0,100,0,3,0,5,0,0,0,0,0,5,0,2,6,1,8,0,2,0,0,1,11,0,0,3,0,0,5,0,2,0,0,5,0,0,0,4,1,0,1,0,4,0,0,0,0,0,27,0,0,0,3,0,0,0,0,0,2,0,0,3,0,0
2014-08-01,3,3,0,5,0,4,3,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,18,0,3,0,0,0,2,3,0,2,16,0,1,0,37,0,0,61,5,4,0,0,0,0,4,3,0,0,3,1,0,1,0,0,4,5,4,35,0,0,0,0,0,0,0,0,0,0,0,2,5,0,3,0,0
2014-09-01,4,3,0,4,22,5,4,29,0,0,4,1,0,1,0,0,0,5,0,0,0,0,0,0,2,16,1,0,1,3,20,1,0,4,1,0,35,0,3,0,5,4,0,1,0,0,4,0,0,0,0,1,5,1,2,0,3,0,1,0,0,22,0,0,0,3,0,0,0,3,0,1,0,0,5,0,0
2014-10-01,2,3,0,0,23,3,2,0,0,0,0,1,0,0,0,0,0,5,5,0,0,0,0,0,3,0,2,0,1,0,0,1,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,2,3,0,3,0,0,23,0,0,0,5,21,1,0,0,0,1,0,0,2,0,0
2014-11-01,3,0,0,0,0,6,5,0,0,34,4,1,0,1,84,0,1,5,5,0,0,0,18,0,2,0,2,0,1,3,0,1,16,0,1,0,0,0,0,0,0,0,22,1,0,0,4,0,2,57,3,1,0,1,2,0,4,0,1,34,0,0,39,0,0,6,0,1,3,3,0,2,0,0,4,0,0
2014-12-01,4,3,22,0,0,5,3,29,0,0,4,1,0,1,0,0,0,0,0,0,0,0,18,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,3,0,0,6,0,1,0,0,0,0,1,0,0,0,0,1,0,2,8,0,1,0,0,23,0,0,0,4,21,1,0,3,0,2,4,21,4,0,0
2015-01-01,4,3,0,0,23,4,1,0,0,17,0,1,0,0,0,0,3,0,9,0,0,0,18,0,2,17,1,0,0,5,0,0,0,0,1,5,0,0,3,61,5,4,0,0,0,0,0,0,1,58,3,1,6,1,2,6,6,0,3,0,0,0,0,0,0,3,0,1,0,3,0,2,5,22,4,0,0
2015-02-01,3,3,0,5,25,4,2,0,0,0,4,1,0,2,0,0,0,5,5,0,0,0,0,0,0,0,1,11,0,0,23,2,0,0,1,5,40,0,3,0,0,4,0,0,0,0,0,0,0,0,4,1,6,0,2,0,5,0,3,0,0,25,0,0,0,3,0,0,7,9,0,1,0,0,2,0,0
2015-03-01,2,0,24,5,0,5,3,0,0,0,0,0,0,1,0,39,0,0,5,0,0,0,0,25,2,0,1,0,1,3,0,2,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,3,0,0,0,1,6,2,0,2,4,5,1,0,0,24,0,0,0,3,21,1,7,7,0,2,5,0,6,0,100
2015-04-01,5,0,0,5,25,6,4,0,0,0,0,1,0,1,0,0,0,0,5,0,41,0,0,0,0,0,1,0,0,7,0,1,0,0,1,0,40,0,3,65,6,4,0,1,0,34,4,0,1,0,0,1,0,2,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,13,0,0
2015-05-01,4,0,0,5,46,6,3,30,0,17,0,1,0,0,0,38,0,0,5,0,0,0,18,0,2,17,3,0,0,7,21,2,0,5,1,5,0,0,3,0,0,19,22,1,0,0,6,0,0,58,0,2,0,2,2,2,5,5,2,0,0,23,0,22,0,4,0,1,0,0,0,1,5,22,4,0,0
2015-06-01,2,3,0,0,25,5,5,68,0,19,0,1,0,0,0,0,0,0,0,100,44,0,20,0,5,19,0,6,1,4,0,1,18,0,1,0,0,63,5,0,12,15,0,1,0,35,7,0,1,0,4,1,0,3,2,2,6,0,2,0,0,0,43,0,0,3,23,1,0,0,0,1,0,0,4,0,0
2015-07-01,3,0,0,0,34,5,3,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,24,2,0,0,0,0,5,21,1,0,5,1,0,0,55,0,0,0,0,0,1,0,0,0,0,2,56,0,0,0,1,0,2,3,5,1,0,0,23,0,0,0,4,21,1,3,3,0,2,0,0,4,0,0
2015-08-01,4,2,0,4,58,8,2,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,15,0,0,1,6,18,1,0,0,1,4,0,0,3,0,5,5,0,1,0,0,7,3,1,0,3,1,0,1,1,2,4,0,3,0,0,20,0,0,0,0,0,0,0,2,0,1,4,19,3,0,0
2015-09-01,3,5,21,4,21,5,3,0,0,16,0,0,0,0,78,35,1,0,4,0,0,0,0,22,2,16,0,0,1,0,19,1,15,0,1,4,34,0,3,0,0,0,0,1,0,0,0,0,2,0,0,1,5,1,1,2,3,0,1,0,0,21,0,0,0,3,19,0,0,3,0,2,0,0,2,0,0
2015-10-01,4,2,0,4,59,7,2,0,0,30,0,1,45,1,0,33,0,0,8,0,0,0,31,0,2,15,0,4,1,8,0,1,14,0,1,0,0,0,3,0,5,5,0,0,0,0,5,0,1,0,3,0,0,2,1,0,2,4,2,0,0,30,0,0,0,5,18,1,0,2,0,3,4,0,3,0,0
2015-11-01,3,3,20,4,30,6,2,0,0,0,0,0,0,0,75,34,1,0,4,0,0,0,16,21,2,15,0,0,1,3,19,1,0,0,1,0,33,0,3,0,0,0,0,1,0,0,4,3,1,0,3,1,0,1,0,5,3,0,1,0,0,20,0,0,0,4,18,0,0,3,0,2,0,0,4,0,0
2015-12-01,3,0,21,0,42,4,1,0,0,16,0,1,0,1,0,35,0,5,4,0,0,0,0,0,0,0,2,0,3,3,0,2,0,4,1,4,0,0,4,0,0,4,0,0,0,0,4,3,1,54,6,0,5,1,0,2,4,5,1,0,0,21,0,0,0,3,19,0,0,3,83,2,4,0,4,0,0
2016-01-01,4,0,16,0,16,6,1,21,0,0,0,0,0,1,60,0,1,7,0,0,0,0,13,17,5,0,2,0,0,4,0,1,0,3,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,3,0,1,0,0,16,0,0,0,4,0,2,0,4,0,2,3,15,4,0,0
2016-02-01,3,2,16,3,0,4,1,0,0,0,0,1,0,2,0,0,1,0,6,0,0,0,13,0,2,12,1,0,1,2,14,1,11,0,1,0,0,0,2,42,4,3,15,1,0,0,0,2,1,0,0,0,4,2,0,3,4,3,1,0,23,16,0,0,0,2,14,1,0,3,62,2,0,0,3,0,0
2016-03-01,2,2,14,3,34,5,1,0,0,0,0,0,0,1,0,23,0,0,3,0,0,0,0,0,2,0,2,3,1,2,0,1,10,0,1,3,0,34,2,0,0,0,20,0,0,0,5,0,1,70,2,0,3,2,1,3,3,0,2,0,0,14,0,13,0,3,19,1,2,2,54,2,3,0,5,0,0
2016-04-01,3,2,0,0,0,5,2,0,55,0,0,0,0,0,0,0,0,3,3,0,0,0,11,15,1,11,1,0,1,5,0,1,10,0,1,0,0,0,4,0,0,2,0,1,0,0,3,2,1,0,2,0,3,2,0,1,3,0,2,0,0,21,0,0,0,2,13,0,0,2,56,1,0,14,10,0,0
2016-05-01,3,2,0,0,13,5,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,1,2,0,1,9,0,1,0,0,31,3,0,3,8,19,1,0,0,4,4,1,0,0,1,0,3,0,1,5,3,2,0,0,0,0,0,0,2,23,1,0,2,0,1,0,0,3,0,0
2016-06-01,3,4,0,0,36,5,2,0,0,11,0,1,0,0,0,0,0,3,0,0,0,0,11,0,2,11,1,0,1,2,13,1,20,0,1,3,0,35,3,0,3,10,14,1,0,0,3,2,1,36,2,0,3,1,1,1,2,0,1,0,0,0,0,0,0,2,13,0,0,2,0,1,0,0,6,0,0
2016-07-01,3,2,0,3,14,4,2,0,0,10,0,0,0,1,0,0,1,3,3,0,0,0,0,0,2,0,1,3,0,2,0,0,9,3,1,3,0,50,2,0,3,2,0,0,0,0,7,2,2,34,0,1,3,1,0,0,3,3,1,0,0,14,0,0,0,2,0,0,0,2,0,1,0,0,3,0,0
2016-08-01,3,3,13,3,19,6,1,0,0,0,0,0,0,0,47,21,0,3,0,0,21,0,0,0,2,0,0,3,1,4,12,1,0,0,2,3,0,0,2,33,0,6,0,1,0,0,2,2,1,0,3,0,3,2,1,2,3,3,2,0,0,19,0,0,0,3,11,0,0,2,0,1,0,0,2,13,0
2016-09-01,3,2,0,3,27,5,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,11,0,0,0,1,0,1,4,25,1,0,0,1,3,22,33,2,0,6,3,0,1,0,0,5,2,1,0,0,0,0,1,0,2,5,3,2,0,0,27,0,0,0,2,0,0,0,0,0,1,3,0,2,0,0
2016-10-01,2,2,12,0,35,5,2,0,0,9,0,1,0,1,0,0,1,3,0,0,19,0,9,0,2,0,1,0,1,3,11,1,0,0,1,0,19,28,2,0,0,0,11,0,0,0,2,2,0,0,0,1,0,1,0,2,3,2,1,0,0,23,20,11,0,3,10,0,0,0,0,1,2,0,4,0,0
2016-11-01,3,0,0,0,12,6,2,16,0,0,0,0,0,2,0,0,0,3,2,0,0,0,10,13,1,9,1,3,1,4,11,1,8,2,1,0,0,30,2,0,3,3,0,0,0,0,0,2,1,0,3,1,0,1,1,1,2,3,2,18,0,12,20,0,0,5,11,1,0,1,0,1,2,0,2,0,0
2016-12-01,3,1,0,2,0,5,1,15,0,0,0,0,0,1,0,0,0,8,5,0,39,0,0,0,1,9,2,0,0,2,0,0,8,2,1,0,0,0,2,0,5,2,0,0,0,16,2,3,2,29,2,1,0,1,1,1,1,0,1,0,17,18,20,0,0,3,11,0,0,4,0,2,0,11,3,12,0
2017-01-01,2,3,0,0,19,4,1,0,0,0,2,0,0,1,0,0,1,3,2,0,0,0,0,0,0,0,1,3,1,5,0,1,0,3,1,0,40,0,6,0,0,0,0,1,0,17,2,2,1,31,0,1,0,2,0,3,3,0,1,0,0,12,0,0,0,3,17,0,0,2,48,2,3,0,2,0,0
2017-02-01,3,2,0,3,13,4,2,0,52,0,4,1,0,2,0,0,1,3,4,0,0,0,21,0,3,10,1,3,1,2,0,1,9,3,1,3,0,0,3,0,0,2,13,1,0,0,0,0,1,0,2,2,0,1,0,1,3,0,1,0,0,13,0,13,0,2,18,0,2,2,0,1,3,0,2,0,0
2017-03-01,3,1,0,0,18,4,3,0,0,9,0,0,27,0,43,0,0,0,0,0,0,0,9,0,2,9,2,0,0,2,11,1,8,0,1,0,19,0,5,0,3,0,0,0,0,0,2,2,2,0,3,1,0,2,0,2,3,3,1,0,0,17,0,0,0,2,21,0,2,1,0,1,0,0,6,0,0
2017-04-01,2,2,0,2,12,5,1,0,0,9,2,0,0,0,0,40,0,0,4,0,0,37,9,0,2,9,1,0,2,4,0,1,0,0,0,0,0,29,2,0,3,0,0,0,0,0,2,0,1,0,2,0,0,2,0,0,1,3,1,0,18,12,0,11,0,2,0,0,0,2,0,2,0,0,8,0,51
2017-05-01,3,3,0,2,12,4,1,0,0,0,0,0,27,0,0,20,0,0,0,0,20,0,9,0,1,0,2,0,0,3,11,1,8,0,1,0,0,29,2,0,3,5,0,0,0,0,2,0,1,30,2,1,0,1,0,0,2,0,1,0,0,12,0,0,0,3,11,0,0,3,0,1,2,11,5,0,0
2017-06-01,2,2,0,3,0,4,2,0,100,10,0,0,0,0,48,0,0,0,3,0,0,0,0,14,2,10,1,0,1,2,0,1,0,0,1,0,21,0,2,0,5,9,0,1,0,0,2,0,1,0,3,0,0,1,2,1,2,0,1,0,0,13,0,0,0,2,12,0,0,2,0,0,0,12,2,0,0
2017-07-01,2,0,11,5,11,3,1,0,0,0,0,0,0,1,42,0,0,0,2,0,0,0,9,0,2,9,1,2,1,3,0,2,8,0,1,2,0,0,1,0,3,2,0,1,0,0,3,2,0,0,2,0,0,1,2,2,3,2,1,0,0,17,0,0,0,2,0,0,0,1,0,1,2,11,4,0,0
2017-08-01,2,2,0,0,23,4,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,9,0,2,9,1,7,1,2,0,1,0,0,2,0,0,0,2,0,0,2,11,0,0,32,0,0,1,0,2,0,0,1,1,3,3,2,2,0,17,23,0,0,0,6,11,0,0,1,0,2,0,11,4,0,0
2017-09-01,3,0,0,6,29,4,3,0,0,11,0,0,0,1,0,48,0,3,3,0,0,0,0,0,2,16,2,0,1,2,26,0,10,0,1,0,23,0,2,0,5,2,0,1,0,0,3,2,1,0,2,0,0,1,0,0,4,0,1,0,0,14,0,0,0,3,13,1,0,2,0,1,0,0,2,0,0
2017-10-01,3,3,0,3,26,4,2,0,51,0,0,0,0,1,0,0,1,3,3,0,0,0,21,0,3,10,1,0,1,5,12,0,9,0,1,0,0,32,2,0,6,4,0,0,0,18,0,2,2,0,2,1,3,1,0,4,3,0,2,0,0,13,0,0,0,2,12,1,0,2,0,1,5,0,3,0,0
2017-11-01,3,3,0,3,19,6,1,0,0,0,0,0,0,1,0,0,1,3,3,0,0,0,0,0,3,0,1,0,0,3,12,1,9,0,1,4,20,0,3,0,4,4,0,1,0,0,2,2,1,32,0,1,3,1,0,3,2,3,1,0,19,13,0,0,0,3,12,1,2,3,0,2,3,0,3,0,0
2017-12-01,2,2,0,3,31,5,1,16,0,0,2,0,0,1,46,0,0,3,0,0,21,0,0,0,1,0,1,3,0,4,0,1,9,0,1,0,0,0,2,0,6,2,0,1,0,0,2,3,1,31,0,0,0,1,1,1,4,3,1,0,18,0,0,0,0,2,15,0,0,2,0,1,2,0,2,12,0
2018-01-01,2,2,0,0,19,4,2,0,0,10,2,1,0,1,0,21,1,5,0,0,0,0,10,13,1,0,2,0,1,4,12,2,0,3,2,3,20,31,2,0,3,2,0,1,22,18,2,2,1,65,0,1,0,1,1,1,3,3,2,0,19,26,0,0,0,2,11,0,2,3,0,1,5,0,2,0,0
2018-02-01,3,3,0,0,40,5,2,18,0,10,2,1,30,1,0,0,0,3,3,0,0,0,0,0,1,10,2,0,1,4,24,1,0,3,1,3,21,0,3,0,3,2,0,1,23,0,2,2,1,34,2,1,3,1,0,2,2,0,2,0,0,13,0,0,0,4,12,1,2,3,52,2,3,0,5,0,0
2018-03-01,2,3,0,0,25,4,2,0,0,9,2,0,0,1,0,20,0,5,5,0,0,0,10,13,2,0,1,0,1,3,11,1,0,2,1,2,0,0,3,0,0,4,12,0,0,17,2,2,1,0,2,1,6,1,0,0,3,0,1,0,0,12,0,12,0,3,11,1,2,2,0,2,2,12,5,0,0
2018-04-01,3,2,0,3,19,5,3,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,10,0,3,0,1,0,1,7,0,2,9,3,1,2,0,0,2,0,0,2,0,1,21,17,2,2,1,0,2,0,0,1,0,0,3,3,1,0,0,19,0,0,2,2,0,0,0,5,0,2,3,12,19,0,0
2018-05-01,3,2,0,3,44,5,2,0,0,9,2,0,29,1,0,21,0,0,3,0,21,0,0,13,2,9,0,0,0,2,0,1,0,0,1,0,0,0,2,0,3,7,12,1,0,17,2,2,1,0,4,1,0,1,0,1,3,3,2,0,18,12,0,0,0,4,11,0,0,3,0,1,5,12,10,0,0
2018-06-01,2,2,0,3,52,5,1,0,49,10,0,0,0,0,0,43,0,0,0,0,21,0,0,0,2,0,1,3,0,4,12,0,0,3,1,0,21,31,2,34,6,4,0,1,0,0,2,2,1,0,4,0,0,2,0,0,2,0,2,0,0,19,0,0,0,2,12,1,0,2,0,1,3,12,2,0,0
2018-07-01,2,4,0,2,23,4,2,0,0,0,2,0,26,1,42,19,0,0,0,0,0,0,9,0,3,9,0,0,0,4,0,1,8,0,1,2,0,0,2,30,4,3,0,0,0,0,0,2,2,0,3,0,3,2,1,1,1,0,1,0,0,23,0,0,0,3,21,0,0,1,0,1,0,0,5,0,0
2018-08-01,2,2,12,0,49,5,1,16,0,0,0,1,0,2,0,0,1,3,2,0,0,0,10,0,1,9,1,0,1,3,23,1,0,2,1,2,20,0,2,33,4,0,0,1,0,17,4,2,1,0,2,1,3,1,1,0,2,3,1,0,0,12,0,0,0,3,11,0,0,2,0,1,2,0,2,0,0
2018-09-01,2,2,22,5,33,6,2,0,42,8,2,0,0,0,0,0,1,0,0,0,0,0,35,11,3,17,1,0,1,6,15,1,0,0,2,2,18,0,1,0,3,2,0,0,0,0,2,2,1,0,0,1,4,1,1,2,2,0,1,0,0,18,0,0,0,4,17,0,0,1,0,1,0,0,5,0,0
