date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Bitter Melon,Blackberries,Blueberries,Broccoli,Cabbage,Cantaloupe,Carrots,Cauliflower,Celery,Cherries,Coconuts,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Greens,Guava,Kale,Kumquat,Leeks,Lemons,Lettuce,Limes,Loquat,Lychee,Mangos,Mushrooms,Okra,Onion,Oranges,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Raisins,Rhubarb,Romaine Lettuce,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangerines,Tomato,Turnip,Watermelon,Yams,Cassava
2012-03-01,4,0,54,0,17,10,2,0,0,52,0,23,0,0,0,4,0,13,0,0,0,13,0,0,0,0,0,0,0,9,0,0,13,0,0,0,0,13,0,0,0,0,0,20,0,0,0,0,0,0,0,3,0,0,0,5,100,0,0,0,0,0,1,0,0,0,0,0,2,53,7,0,0
2012-04-01,2,0,0,0,18,8,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0,3,12,0,13,9,15,0,7,0,0,0,0,19,0,0,0,0,0,0,14,10,0,0,0,47,0,2,0,0,0,0,0,0,9,0,0,0,0,12,0,0,0,0,0,0,7,0,0
2012-05-01,4,0,0,0,36,4,0,0,0,0,50,23,0,14,0,0,1,0,0,2,80,0,12,0,0,0,8,0,0,0,0,0,6,0,0,0,0,13,0,0,0,45,2,0,13,9,11,0,15,0,0,1,0,9,0,10,0,13,0,0,0,0,1,0,4,0,0,0,5,0,12,0,0
2012-06-01,3,0,0,0,10,10,4,100,86,50,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,15,0,0,0,0,1,0,0,0,5,0,13,0,0,0,0,1,0,5,0,14,0,0,0,16,0,0
2012-07-01,5,0,0,14,19,8,2,96,0,0,0,21,0,0,4,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,13,100,6,0,0,0,0,12,0,0,0,0,2,18,0,8,14,0,0,41,0,2,0,0,12,0,0,12,0,0,8,0,1,0,0,0,0,0,2,48,10,0,0
2012-08-01,6,0,0,0,12,11,4,90,77,0,0,0,13,0,0,0,0,0,0,0,0,12,10,0,0,0,5,0,0,8,12,0,5,0,0,0,0,11,0,0,0,0,0,0,6,8,10,0,0,0,0,1,0,0,0,4,0,11,0,0,0,0,1,0,6,0,12,0,2,0,14,0,0
2012-09-01,4,10,0,0,27,4,4,0,0,44,0,0,10,0,0,3,0,0,0,0,0,0,0,10,0,2,7,0,0,15,0,0,5,69,0,0,0,17,0,0,0,0,0,0,0,8,10,95,0,0,3,1,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0
2012-10-01,2,0,43,0,8,8,2,0,70,0,0,0,9,0,0,3,0,0,0,0,64,21,0,0,0,0,0,0,0,14,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,54,0,2,0,0,10,0,0,10,0,0,0,0,1,0,3,0,11,100,3,0,8,0,10
2012-11-01,4,10,0,0,17,12,0,88,75,0,0,19,0,0,0,0,1,11,0,0,0,11,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,2,0,6,8,0,0,0,38,3,3,0,8,0,0,0,11,7,0,8,0,0,0,0,0,12,0,2,0,6,0,0
2012-12-01,4,0,0,0,0,2,4,0,0,0,0,19,0,0,2,0,0,0,0,0,67,0,10,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,10,2,0
2013-01-01,4,10,0,0,8,11,2,84,72,0,0,19,9,0,0,0,1,10,0,0,65,0,0,18,0,0,7,0,0,7,0,90,5,64,0,0,0,11,0,0,0,0,2,0,0,7,9,0,0,0,0,1,0,0,10,4,80,11,0,0,0,0,1,0,0,0,0,0,2,42,7,0,0
2013-02-01,3,0,0,0,9,5,2,95,0,47,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,13,0,12,0,0,0,42,12,0,0,0,42,0,0,12,8,10,100,0,42,0,1,0,0,0,0,0,12,8,0,0,0,0,0,0,0,13,0,0,0,3,0,0
2013-03-01,4,0,47,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,94,0,67,0,0,39,0,0,0,0,0,2,0,0,8,0,0,0,39,0,2,0,8,11,4,0,0,7,0,0,0,1,10,0,58,0,0,2,0,7,0,10
2013-04-01,2,0,0,0,17,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,88,0,0,0,100,0,11,0,0,0,0,2,0,5,7,9,0,12,73,0,2,0,0,0,4,0,11,7,0,0,0,2,0,3,0,11,0,1,0,8,0,10
2013-05-01,4,9,0,0,19,8,5,0,0,0,0,17,9,0,2,0,1,0,0,0,0,10,0,8,0,3,11,0,0,0,0,0,5,0,10,0,0,40,6,0,0,0,0,0,5,7,0,0,11,0,0,1,0,7,0,4,0,0,0,0,0,0,2,0,7,0,11,0,1,0,7,0,0
2013-06-01,4,0,41,0,12,4,0,0,0,0,0,17,0,11,0,3,0,0,0,2,0,10,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,9,0,12,35,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,1,0,14,1,9
2013-07-01,7,9,0,0,11,10,2,76,0,0,0,17,9,0,2,3,0,9,0,0,0,13,0,0,100,0,8,0,0,6,0,0,0,0,0,0,0,20,0,0,0,0,2,0,5,7,0,0,0,33,0,3,0,0,0,4,0,10,0,0,7,0,2,0,8,50,11,0,4,0,7,0,0
2013-08-01,4,0,37,0,14,3,3,0,61,70,0,16,16,0,0,0,1,9,0,0,0,9,8,0,0,0,8,0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,8,0,0,31,0,2,0,0,9,5,0,13,6,0,0,0,3,8,2,0,0,0,0,36,8,0,0
2013-09-01,3,8,0,0,13,10,1,0,0,0,33,15,15,9,2,0,1,0,0,0,0,9,8,0,0,2,7,0,8,6,9,0,4,51,0,0,0,0,0,0,0,0,0,13,0,0,12,0,0,0,2,3,0,0,0,3,64,17,0,0,0,0,1,0,0,0,0,0,3,0,5,0,0
2013-10-01,3,7,0,0,6,11,5,0,0,0,32,14,7,0,0,0,1,0,0,2,100,8,0,7,0,0,4,0,0,11,0,69,0,0,0,0,0,8,5,0,0,0,0,0,8,9,14,0,0,29,2,2,0,6,8,5,0,16,0,0,0,100,1,15,2,42,0,0,2,0,6,1,8
2013-11-01,2,0,0,0,7,7,3,68,0,0,33,0,0,0,2,2,0,0,0,2,0,0,8,0,0,0,7,0,0,6,9,0,0,52,9,82,0,9,0,0,0,0,0,0,0,6,12,0,0,30,0,1,0,0,8,8,0,17,0,0,0,0,1,0,0,44,14,0,1,0,7,0,0
2013-12-01,4,0,0,0,14,12,2,72,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,8,0,0,4,0,0,6,10,0,6,0,0,0,0,0,0,0,0,0,2,0,4,0,8,0,0,0,2,2,0,6,9,3,0,9,0,0,0,0,0,0,0,0,0,85,0,0,11,1,0
2014-01-01,6,7,0,0,13,10,3,63,54,0,0,0,7,0,0,0,1,0,0,0,0,12,0,0,0,0,7,0,0,11,0,0,0,0,0,0,0,12,5,0,0,0,0,0,4,0,7,0,0,55,2,1,0,0,10,3,0,8,5,0,0,0,1,7,2,0,9,0,1,32,4,0,0
2014-02-01,3,0,0,0,10,6,2,0,0,34,0,0,8,0,2,4,1,0,0,0,0,27,0,8,0,0,6,0,0,9,0,0,8,53,0,0,0,9,0,60,2,0,2,13,0,6,8,0,0,30,2,3,0,0,0,3,0,22,0,0,0,0,1,0,2,0,0,0,2,35,6,1,0
2014-03-01,5,7,0,9,0,8,2,0,52,0,30,13,7,0,2,0,1,15,0,1,0,12,0,7,80,2,7,0,7,10,8,64,7,0,0,0,0,19,0,0,0,27,1,0,4,5,7,65,0,27,0,2,100,6,0,9,57,15,5,0,5,0,1,7,2,0,8,0,4,31,5,0,7
2014-04-01,2,0,0,0,14,11,1,0,0,0,0,14,7,0,0,0,0,0,0,1,0,12,7,14,81,0,9,0,8,0,0,0,4,0,0,0,0,16,0,0,0,27,1,12,4,0,10,65,0,0,4,3,0,0,8,0,0,16,0,0,0,0,1,7,0,80,0,0,2,0,5,0,7
2014-05-01,6,7,32,0,14,4,4,0,52,0,0,13,7,0,0,2,0,0,0,1,0,8,0,0,0,0,8,0,0,5,9,65,0,46,0,0,0,16,0,53,2,0,0,0,0,8,14,0,0,0,0,3,0,6,7,4,0,0,5,0,0,0,1,0,2,0,0,0,3,0,18,0,0
2014-06-01,3,0,34,10,26,8,3,0,0,0,0,0,0,0,0,0,1,8,0,0,0,9,0,0,87,2,8,0,0,11,0,70,0,0,0,0,0,25,0,0,0,0,0,0,0,0,7,0,0,29,0,1,0,0,8,5,63,17,0,100,0,0,2,0,0,0,0,0,0,0,11,0,0
2014-07-01,4,0,0,9,6,10,5,61,0,0,0,13,20,0,1,2,0,0,0,0,0,8,7,7,0,2,4,0,0,5,17,0,6,0,0,0,0,10,0,0,0,0,2,12,0,5,17,0,18,0,2,1,0,0,0,9,0,15,5,0,11,0,1,0,2,0,0,0,2,31,14,0,0
2014-08-01,3,14,0,9,6,3,2,0,0,0,0,13,9,0,0,2,1,0,0,0,0,8,0,7,0,2,7,0,7,5,8,0,7,0,0,0,0,8,0,0,0,0,0,12,0,5,9,0,0,0,2,2,0,6,7,6,0,15,0,0,0,0,2,7,4,0,0,73,1,30,7,0,0
2014-09-01,1,0,0,0,6,8,2,0,52,0,0,13,10,0,0,2,1,0,0,0,0,12,0,7,0,2,8,0,0,0,0,0,9,0,8,0,0,15,0,0,0,0,1,0,8,0,18,0,0,26,2,3,0,0,7,6,0,8,0,0,0,0,1,0,0,0,8,0,2,0,10,0,0
2014-10-01,6,0,29,0,0,10,2,56,0,0,55,12,12,8,1,2,0,0,0,1,44,7,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,11,0,0,0,25,0,0,0,5,22,0,0,25,2,3,0,5,0,3,0,22,5,87,5,0,2,0,2,0,8,0,3,0,4,0,0
2014-11-01,5,0,0,9,6,7,1,61,51,0,0,40,0,0,1,2,2,0,0,1,0,0,7,7,0,0,7,0,7,5,0,64,5,0,0,0,0,12,0,53,0,0,1,0,0,0,23,0,0,27,0,1,0,6,7,5,0,11,0,0,0,0,1,0,0,0,8,0,0,0,12,0,7
2014-12-01,4,0,0,9,12,7,3,0,0,30,0,14,0,0,3,0,1,0,0,1,0,8,0,0,0,0,4,0,0,5,8,0,0,0,0,0,0,8,5,53,0,0,0,0,0,0,9,0,0,27,4,2,0,0,0,0,0,0,5,0,0,0,1,0,0,0,8,0,1,31,8,0,0
2015-01-01,9,6,0,0,6,7,3,57,0,0,28,12,6,0,1,2,1,0,0,0,0,7,0,0,0,0,8,0,0,5,8,0,5,0,0,0,25,7,0,0,0,0,3,11,4,13,0,0,8,25,0,2,0,5,0,5,0,7,5,0,0,0,1,6,0,0,8,0,1,0,4,0,7
2015-02-01,3,7,32,9,12,12,3,62,0,0,0,0,7,0,1,2,0,0,0,0,47,8,0,0,0,0,3,0,0,8,9,66,4,0,0,0,0,12,0,55,0,0,1,0,0,5,7,0,0,0,2,1,0,0,0,4,0,16,5,0,0,0,1,0,0,0,9,0,1,0,4,0,0
2015-03-01,6,0,0,0,23,5,2,0,49,0,0,25,10,0,1,0,0,14,0,1,0,0,0,0,0,0,5,0,0,0,0,61,5,0,0,68,0,7,0,0,0,0,1,0,4,8,6,0,8,0,0,2,0,0,7,4,0,11,0,0,0,0,2,6,4,0,8,69,2,0,4,0,7
2015-04-01,5,0,0,0,25,8,1,59,0,0,29,13,10,0,0,0,0,7,0,2,0,0,0,0,0,0,6,0,7,5,0,0,4,0,0,0,26,15,5,51,0,0,3,11,0,0,13,62,8,26,2,2,0,5,0,6,0,11,0,0,0,0,1,7,4,0,12,0,3,29,6,0,0
2015-05-01,5,0,0,8,11,10,3,0,47,0,0,24,6,8,1,2,0,0,0,0,0,11,0,0,0,3,5,0,0,0,0,0,8,0,0,0,0,7,0,0,0,0,1,0,5,5,6,0,0,0,2,3,0,5,7,4,0,7,5,0,0,0,1,6,2,0,0,0,2,28,10,0,7
2015-06-01,6,6,0,0,11,8,3,54,0,0,26,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,6,0,7,5,8,0,7,0,0,0,0,14,0,0,0,0,1,0,7,10,18,0,0,24,0,1,0,0,0,3,0,14,7,0,0,0,1,0,2,0,7,0,2,27,10,0,6
2015-07-01,7,0,0,0,15,12,3,0,0,0,24,0,5,7,0,2,0,0,0,2,0,6,0,0,0,1,5,0,0,0,7,0,7,37,0,0,0,6,0,0,0,21,1,0,3,0,8,0,0,21,0,1,0,5,0,2,46,15,4,0,0,0,2,6,0,0,0,0,1,0,6,0,0
2015-08-01,3,0,0,0,10,6,2,0,0,0,24,11,5,7,1,0,1,0,0,1,37,0,0,10,0,1,4,0,0,4,0,0,6,0,0,0,21,12,4,0,1,21,3,0,3,0,18,0,7,21,0,1,79,4,0,5,91,6,0,0,0,0,1,0,2,0,7,0,1,0,9,0,6
2015-09-01,4,0,52,0,13,10,3,0,44,0,25,11,6,0,2,2,1,0,0,0,0,9,0,0,0,1,6,0,0,4,7,53,6,58,0,0,0,0,4,0,0,0,0,0,3,5,23,0,7,22,2,1,0,5,12,4,0,19,0,0,0,0,1,6,2,0,14,0,1,0,7,2,0
2015-10-01,4,5,0,7,17,14,5,47,0,0,0,10,7,0,0,0,1,6,0,1,35,6,0,0,0,1,5,100,0,8,13,0,8,71,6,0,0,12,0,0,0,20,0,9,0,4,14,0,7,0,0,2,0,4,6,3,0,15,0,0,0,0,2,5,2,0,6,0,2,0,5,0,6
2015-11-01,4,5,0,7,5,12,3,0,0,0,0,32,9,0,1,0,1,6,0,0,0,6,5,0,0,1,3,0,6,8,0,51,3,36,6,0,0,9,0,0,0,0,2,0,3,13,24,0,7,0,2,4,0,0,6,2,0,0,4,0,0,0,2,0,0,0,7,0,3,0,9,2,0
2015-12-01,5,6,0,0,5,11,3,52,0,0,0,11,12,7,0,2,1,13,0,0,40,11,6,0,0,1,4,0,0,4,7,55,3,39,0,0,23,11,0,0,1,0,1,0,6,5,13,0,0,23,2,1,0,0,6,7,49,7,4,0,0,0,1,6,2,0,7,0,1,0,6,1,6
2016-01-01,4,5,0,0,10,8,2,0,0,0,0,10,10,0,1,2,1,0,0,0,0,8,0,0,0,2,6,0,0,4,6,0,5,0,0,0,39,9,0,0,1,0,0,0,5,6,7,0,6,19,0,2,0,4,0,3,41,0,4,0,0,0,1,0,0,28,6,0,1,0,8,0,0
2016-02-01,4,5,0,0,7,8,4,45,38,0,22,16,5,0,1,2,1,0,0,1,34,8,5,10,0,2,6,0,0,6,6,48,4,34,0,0,20,10,0,0,0,0,2,0,3,8,5,0,6,20,2,2,0,4,5,3,42,17,4,0,0,0,2,5,2,29,12,0,2,0,6,0,0
2016-03-01,3,5,0,0,14,8,4,43,37,21,0,14,11,0,1,1,1,5,0,1,0,17,0,0,0,2,10,0,0,5,6,45,8,32,0,0,0,11,0,0,0,0,1,8,0,4,14,0,0,19,3,1,71,4,8,3,0,8,4,0,0,0,2,0,2,28,6,0,3,0,6,0,0
2016-04-01,4,5,0,0,22,9,2,42,35,21,0,9,5,6,2,0,1,0,0,1,32,11,0,0,55,2,2,0,5,7,6,89,11,63,0,0,19,5,0,0,0,18,0,0,5,6,5,0,0,18,0,3,0,4,5,2,80,11,7,0,0,0,0,0,3,0,0,0,1,0,9,2,0
2016-05-01,4,5,22,6,18,6,3,42,53,0,0,9,5,0,1,0,1,5,0,1,0,11,5,5,0,1,5,0,0,0,6,0,6,31,0,0,19,13,0,36,0,18,3,8,0,4,7,0,0,18,0,1,0,4,5,3,0,11,3,0,0,0,1,0,1,0,6,0,1,21,29,0,5
2016-06-01,5,10,0,6,26,8,3,43,0,21,42,19,9,0,1,1,0,0,0,0,33,5,0,0,0,1,7,0,0,4,0,0,8,32,5,0,0,11,0,37,0,19,0,8,4,4,7,0,0,28,0,2,0,4,10,6,0,5,4,0,0,0,2,0,1,55,12,0,2,0,28,0,0
2016-07-01,5,5,21,6,10,9,3,0,35,20,0,18,6,6,2,3,1,0,0,1,0,10,5,0,0,1,7,0,0,5,6,0,6,31,0,0,0,10,0,0,1,0,2,0,3,4,12,0,0,36,1,2,0,7,7,4,0,9,3,0,4,0,1,5,1,0,6,0,1,0,17,1,5
2016-08-01,5,7,0,6,14,8,3,38,32,0,0,8,4,5,1,3,0,5,0,1,0,10,0,4,0,1,8,0,0,0,0,0,13,0,0,0,17,5,0,0,1,0,1,15,2,3,17,0,6,0,1,2,62,0,5,4,36,8,6,0,0,0,1,0,0,0,5,0,1,0,9,1,5
2016-09-01,7,4,0,6,17,8,3,0,33,39,0,11,6,5,3,4,1,5,0,0,30,17,0,6,0,1,10,0,5,3,0,41,13,30,0,0,0,5,0,0,0,0,1,7,2,3,6,0,6,26,0,1,64,4,5,7,37,10,7,58,0,0,2,0,1,25,5,0,1,0,6,0,0
2016-10-01,3,7,0,0,11,11,5,0,33,0,0,17,8,5,1,1,1,5,0,0,29,8,0,4,0,0,6,0,0,5,5,0,19,0,0,46,0,20,0,0,0,0,1,7,0,3,10,40,0,28,1,3,0,4,5,3,36,7,3,0,0,0,2,0,1,0,5,46,2,19,8,0,5
2016-11-01,4,5,0,6,8,11,3,0,34,0,0,9,6,0,1,0,1,5,0,0,31,20,5,4,0,1,6,0,5,4,0,63,11,30,5,0,17,8,0,0,1,17,1,0,2,0,15,0,0,35,1,2,0,4,10,4,38,7,0,0,0,0,1,0,3,0,8,0,1,20,15,0,0
2016-12-01,6,4,20,0,5,11,4,40,0,0,0,9,4,5,1,1,1,5,96,0,0,25,5,0,0,0,8,0,5,4,6,42,12,0,0,0,17,13,3,0,1,0,1,0,4,5,7,42,0,17,1,2,66,0,5,7,75,5,3,0,0,0,1,0,3,0,5,0,3,40,6,0,5
2017-01-01,11,9,20,6,14,10,4,58,32,0,0,8,6,5,1,1,1,0,0,1,29,5,0,4,50,2,7,0,5,6,0,41,3,29,5,0,0,5,0,0,0,0,0,0,2,5,13,41,0,22,1,3,0,0,9,5,0,5,3,0,0,0,1,0,2,25,8,0,1,0,9,0,5
2017-02-01,9,7,0,12,19,15,1,41,0,0,20,12,9,0,2,3,1,0,100,0,0,14,0,0,0,1,9,0,0,5,0,44,7,31,0,0,0,16,0,0,1,0,0,0,3,4,11,0,6,18,1,2,0,0,7,7,0,5,7,0,0,0,2,0,0,0,11,0,1,0,4,0,0
2017-03-01,4,4,18,5,22,13,2,0,61,0,0,12,5,5,1,1,0,0,0,0,0,5,4,4,46,1,5,0,4,3,0,37,17,54,5,42,0,6,0,0,1,15,2,7,4,5,17,0,0,16,0,3,0,3,6,8,34,4,5,0,0,0,1,4,1,23,5,0,2,0,6,1,4
2017-04-01,6,4,19,0,17,9,3,37,0,0,18,21,10,0,1,3,0,4,0,0,0,14,0,4,48,1,6,0,5,3,8,39,6,28,0,0,0,9,0,0,1,0,1,0,2,0,11,77,0,16,0,1,0,3,4,7,0,9,3,0,0,0,1,0,1,24,8,0,3,0,9,0,9
2017-05-01,5,4,0,5,19,8,3,0,0,0,0,16,6,0,2,1,0,5,0,1,0,5,0,4,0,0,8,0,5,3,0,0,9,28,12,45,17,10,0,32,0,0,1,7,2,7,14,0,0,33,2,2,0,0,0,5,35,6,5,0,0,0,1,0,1,0,10,0,1,0,9,0,4
2017-06-01,9,5,21,12,6,22,3,0,0,0,20,9,9,0,0,1,1,5,0,1,0,7,0,4,0,0,5,0,5,7,11,87,7,31,10,0,0,8,0,0,0,0,1,8,5,7,10,87,0,18,0,3,67,4,7,5,38,10,6,0,4,0,1,9,0,0,0,0,2,41,13,1,0
2017-07-01,6,7,20,0,9,27,2,39,33,0,0,8,4,0,1,1,0,5,0,1,0,5,4,4,0,0,7,0,5,5,11,41,11,29,0,0,0,8,0,0,1,0,1,0,2,7,16,0,0,17,2,3,0,0,5,6,0,8,0,0,0,0,2,0,0,0,5,0,0,19,14,0,0
2017-08-01,4,4,18,0,15,13,3,36,0,35,0,8,0,0,1,1,0,0,0,1,27,9,8,0,47,0,4,0,0,5,0,37,14,0,9,0,0,8,0,0,1,15,2,7,0,0,17,0,0,16,2,2,0,3,7,3,0,4,4,0,0,0,1,0,2,0,10,0,2,0,5,1,0
2017-09-01,3,9,0,0,10,12,2,39,0,0,0,8,4,5,1,0,0,5,0,1,0,8,4,4,0,1,6,0,9,6,5,82,8,58,0,0,0,25,0,34,0,17,1,7,5,3,23,41,0,17,1,2,0,0,12,5,36,11,3,0,0,0,1,0,1,0,11,0,2,0,9,1,0
2017-10-01,3,8,20,0,9,14,4,76,32,0,0,12,4,5,1,1,1,5,0,1,29,13,4,0,0,1,10,0,5,3,5,0,9,29,5,0,0,13,3,33,1,17,1,7,2,3,12,0,0,50,0,3,0,3,9,4,36,6,3,57,3,59,2,0,1,0,10,46,3,19,5,0,9
2017-11-01,6,4,0,0,6,10,2,38,65,0,19,17,4,10,2,3,1,0,0,1,0,18,0,6,0,0,6,0,0,6,16,40,8,29,10,0,0,8,0,0,0,0,1,0,5,3,14,0,0,17,1,3,0,0,9,5,36,17,0,0,0,0,3,4,1,0,18,0,2,0,8,0,5
2017-12-01,7,4,0,0,4,11,5,40,33,0,20,11,4,0,2,1,1,0,0,0,30,20,4,4,0,0,4,0,0,3,0,82,10,44,0,0,0,15,0,0,2,0,1,7,2,0,12,0,0,35,0,2,0,0,5,8,0,8,7,0,0,0,2,9,1,0,11,0,2,0,7,1,0
2018-01-01,7,4,0,5,16,9,3,0,31,0,0,8,7,5,1,3,0,0,0,1,28,7,10,0,0,1,7,0,0,6,5,77,3,0,0,0,16,8,0,0,0,0,0,0,5,3,11,0,0,16,1,2,0,0,10,4,0,5,3,0,0,0,1,0,0,0,8,0,1,18,5,0,0
2018-02-01,6,4,20,6,12,13,2,0,33,0,0,13,7,0,1,1,1,5,0,1,0,10,4,9,0,1,6,0,7,3,0,0,6,29,0,0,17,5,0,0,0,0,0,0,7,3,11,0,0,17,0,2,64,4,8,4,0,5,10,0,7,0,1,0,2,0,5,0,1,19,5,0,0
2018-03-01,4,6,0,5,22,14,2,37,47,18,18,8,10,5,1,1,0,4,0,1,0,9,0,12,48,1,5,0,0,5,5,0,9,0,0,44,0,6,3,0,1,0,1,0,2,3,8,39,0,16,1,2,0,7,7,6,0,6,3,0,0,0,1,0,1,24,8,0,2,0,3,1,4
2018-04-01,3,9,19,0,12,10,6,38,32,0,18,8,4,0,2,2,1,0,0,1,0,8,13,6,0,1,4,0,5,8,5,0,3,28,0,0,0,14,0,33,1,0,0,0,2,3,8,0,0,0,0,1,0,3,4,10,0,7,9,0,0,0,2,8,3,0,7,44,1,19,11,1,0
2018-05-01,4,4,0,0,28,12,4,0,95,0,0,16,6,0,0,0,1,0,0,1,0,10,6,0,0,0,7,0,4,3,0,0,11,0,0,0,0,9,0,0,1,0,1,0,7,3,12,39,0,24,0,2,91,7,7,2,35,17,5,0,0,0,2,4,1,24,8,0,2,0,20,1,0
2018-06-01,5,9,0,6,16,16,3,39,65,0,0,17,9,0,0,1,1,5,0,2,0,11,4,0,0,1,8,0,0,6,5,0,10,29,0,46,0,10,0,0,1,17,1,0,0,3,13,0,5,33,1,2,0,0,5,6,0,10,0,0,0,0,2,0,1,0,5,0,1,0,15,1,0
2018-07-01,5,6,0,0,10,11,5,37,62,0,18,8,6,0,1,1,0,0,0,1,28,20,7,8,48,1,8,78,6,9,10,0,9,27,5,0,0,19,0,0,1,0,0,0,5,3,9,39,0,16,1,2,0,7,4,4,52,9,6,0,0,0,1,4,1,23,7,0,1,18,13,0,4
2018-08-01,3,0,27,0,9,7,3,35,29,0,17,15,4,0,1,0,0,4,0,1,0,7,0,4,92,0,6,0,0,3,5,37,18,39,0,0,0,7,0,0,0,0,2,0,3,0,15,36,0,31,0,2,57,6,0,7,0,9,3,0,3,54,1,0,4,23,5,0,2,17,4,1,0
2018-09-01,5,6,36,0,13,11,2,0,45,17,0,0,4,0,1,1,1,0,0,0,0,13,7,6,0,1,6,0,4,4,5,37,8,26,0,0,15,12,0,61,0,0,1,0,4,3,21,0,0,31,1,1,0,3,4,2,33,7,4,0,0,0,1,4,0,23,5,0,2,18,5,0,0
2018-10-01,4,4,0,5,5,12,4,0,0,17,0,11,4,0,2,0,1,4,0,1,26,13,6,7,45,0,6,0,0,9,0,0,8,26,0,42,0,9,0,60,0,0,1,13,2,6,16,0,5,15,1,3,0,3,4,4,33,12,3,0,0,0,1,4,1,22,9,0,1,0,6,1,8
2018-11-01,4,6,0,5,13,14,4,35,30,17,17,13,8,0,1,0,0,0,0,1,27,7,0,0,46,1,6,75,4,4,5,37,11,26,0,42,31,13,3,30,1,0,1,0,4,6,14,0,0,15,0,3,0,4,0,4,33,16,4,0,3,0,1,8,1,45,6,42,2,0,6,1,4
2018-12-01,6,0,0,0,6,13,3,0,29,0,17,15,6,0,1,1,0,0,0,2,0,9,4,0,45,0,9,0,0,3,7,36,12,0,0,0,0,6,3,0,0,0,0,0,4,3,8,0,0,25,2,2,0,5,4,6,0,10,3,0,0,0,1,0,2,22,5,42,1,17,8,0,4
