date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Broccoli,Cabbage,Carrots,Cauliflower,Celery,Cherries,Corn,Cranberries,Cucumber,Dates,Garlic,Grapefruit,Grapes,Guava,Kale,Lettuce,Limes,Lychee,Mushrooms,Napa,Onion,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Pumpkin,Quince,Radishes,Raspberries,Romaine Lettuce,Spinach,Squash,Strawberries,Tomato,Watermelon
2016-05-01,65,0,0,100,34,51,24,0,0,0,0,0,44,67,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,63,30,0,0,0,0,0,0,0,0,32,0,0,71,0
2016-06-01,0,0,0,0,55,31,25,31,62,0,62,0,0,71,0,64,62,0,0,0,0,53,0,0,0,53,0,0,0,0,64,0,32,0,0,55,0,0,0,0,0,33,0,0,38,29
2016-07-01,22,0,0,50,0,15,25,30,0,0,0,0,44,0,0,61,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,31,0,67,0,30,0,0,100,0,32,0,0,37,42
2016-08-01,24,0,0,0,0,0,0,32,0,0,0,67,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,38,0,0,49,0,0,54,0,0,0,0,39,45
2016-09-01,0,0,0,0,43,37,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,43,37,0,0,0,0,40,0,0,0,0
2016-10-01,0,0,74,0,0,21,35,43,0,85,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,45,0,0,0,44,0,0,0,0,0,93,0,0,0
2016-11-01,81,0,75,0,0,65,0,0,0,0,0,0,0,100,0,0,0,47,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,51,0,51,45,0,0,0,0,0,0,0,0,41
2016-12-01,30,0,0,0,95,20,0,41,0,0,0,0,0,92,0,83,0,0,0,69,0,0,0,0,85,0,0,0,0,0,0,0,0,47,91,0,0,0,0,0,0,44,0,0,50,0
2017-01-01,28,0,64,0,0,46,31,0,0,0,0,0,0,0,0,0,0,0,0,64,64,0,0,0,79,0,0,63,0,0,0,0,39,0,84,87,0,0,0,63,0,81,0,0,46,0
2017-02-01,0,0,0,0,49,21,35,42,0,0,0,0,0,0,0,0,0,46,0,0,0,0,100,0,0,0,0,0,90,0,0,0,0,0,95,49,0,0,0,0,0,0,0,0,52,40
2017-03-01,0,0,0,0,95,41,34,41,0,0,0,0,0,0,0,84,0,44,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,48,42,0,0,0,0,0,89,85,100,38
2017-04-01,32,0,0,72,0,21,0,42,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,46,92,0,0,39
2017-05-01,68,0,0,0,0,34,38,46,92,0,0,0,0,0,0,0,0,100,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,57,43
2017-06-01,37,0,0,85,58,100,0,0,0,100,0,0,74,0,0,0,100,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,51,0,0,0,0,54,0,0,0,47
2017-07-01,68,0,0,0,0,23,0,0,0,91,0,0,0,0,0,95,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,48,0,0,54,0,0,0,0,0,0,0,0,0,43
2017-08-01,0,0,0,0,50,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,50,0,50,0,0,0,0,0,0,0,89,0,100
2017-09-01,37,0,0,0,0,49,41,100,100,98,100,0,0,0,0,0,98,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,58,100,0,0,0,0,0,0,0,0,0
2017-10-01,34,0,78,0,0,34,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,78,0,0,0,0,0,0,0,55,71,0,0,0,0,98,100,0,0,43
2017-11-01,26,0,0,0,0,18,0,0,71,0,72,0,0,0,0,0,71,0,0,61,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,42,73,0,87,0,0,77,0,0,0,33
2017-12-01,32,0,72,0,0,21,70,42,84,0,0,0,0,0,98,0,0,0,0,72,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0
2018-01-01,58,0,0,0,0,19,33,40,0,0,79,0,0,0,0,0,0,42,0,0,0,0,0,0,0,68,0,0,0,0,82,0,0,47,0,0,41,0,0,0,0,0,0,0,48,0
2018-02-01,48,0,0,0,50,42,35,43,0,0,0,0,0,0,0,0,0,0,0,0,74,0,51,0,0,73,0,71,0,0,0,0,0,0,95,0,87,0,0,0,0,46,0,0,0,40
2018-03-01,31,0,0,0,48,20,100,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,43,0,91,47,41,0,0,68,0,0,0,0,0,0
2018-04-01,35,0,0,0,0,24,38,48,0,93,0,0,0,0,0,0,0,51,0,82,0,0,57,0,100,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,51,0,0,58,44
2018-05-01,36,82,83,0,57,24,39,0,0,0,0,100,71,0,0,0,96,0,0,0,83,0,58,0,0,0,0,0,0,0,100,0,50,0,0,57,49,0,0,0,100,0,0,100,0,45
2018-06-01,35,0,80,0,55,23,38,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,97,0,66
2018-07-01,31,0,0,0,50,42,0,42,85,84,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,71,0,0,0,0,0,0
2018-08-01,32,0,72,0,100,42,69,0,0,0,0,89,0,0,0,0,0,0,0,0,0,72,51,0,0,0,0,0,0,0,0,0,0,100,0,100,43,0,0,0,0,46,0,0,0,39
2018-09-01,35,0,0,0,55,23,39,0,0,94,0,0,0,0,0,0,0,51,0,0,0,0,56,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-01,100,0,0,0,0,22,55,0,0,88,0,0,0,0,0,0,0,48,0,0,77,0,0,0,0,0,0,0,0,0,93,0,0,0,100,0,46,62,0,0,0,0,0,0,0,42
2018-11-01,0,0,0,0,0,32,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,51,44,0,0,0,0,47,94,0,0,0
2018-12-01,31,70,0,0,0,31,0,0,0,0,0,0,0,95,95,0,0,44,0,0,0,0,49,0,0,0,0,0,0,0,0,0,43,0,93,48,42,0,100,0,0,44,90,0,0,0
