date,Apple,Apricot,Asparagus,Avocado,Banana,Beans,Broccoli,Cabbage,Carrots,Cauliflower,Celery,Cherimoya,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Garlic,Grapefruit,Grapes,Greens,Guava,Kale,Lettuce,Mushrooms,Onion,Peaches,Peas,Peppers,Pineapple,Pomegranate,Potatoes,Pumpkin,Quince,Spinach,Squash,Strawberries,Tomato,Watermelon,Yams
2017-09-01,0,0,0,0,2,26,99,0,55,0,0,0,0,0,0,3,0,0,0,0,4,89,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017-10-01,0,0,0,0,3,25,0,0,0,25,0,0,0,0,53,0,0,29,26,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
2017-11-01,1,0,0,0,2,24,0,0,0,23,0,0,0,0,0,3,0,0,24,99,0,0,2,0,0,0,4,0,0,0,1,0,59,23,0,0,0,0,4,0,0
2017-12-01,1,0,0,0,2,0,0,0,48,45,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,1,0,57,0,0,0,0,0,2,0,100
2018-01-01,1,21,72,0,2,0,40,0,0,0,71,0,0,3,0,0,0,0,22,89,0,0,2,0,0,1,0,0,36,0,0,0,0,0,46,39,0,0,0,0,0
2018-02-01,0,0,0,4,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34,0,0,32,26,0,0,0,58,0,0,43,3,0,0,0,0
2018-03-01,1,62,0,0,2,32,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,3,0,0,0,0
2018-04-01,0,0,0,0,2,0,44,44,0,23,0,0,0,0,48,0,0,0,0,0,0,0,2,0,0,0,8,0,26,0,0,0,44,0,0,0,4,0,2,1,0
2018-05-01,0,23,0,4,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,2,76,46,0,0,0,27,0,0,0,30,0,0,44,0,45,2,0,0
2018-06-01,0,73,0,4,2,25,47,0,0,0,0,0,4,8,0,3,0,29,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,3,1,0
2018-07-01,1,50,0,4,1,52,0,0,0,0,0,0,0,4,0,0,0,30,0,0,0,0,2,0,25,1,4,36,0,0,0,0,65,26,0,0,4,0,3,2,0
2018-08-01,1,25,0,4,4,26,96,0,0,0,86,0,0,0,53,0,0,0,27,0,4,0,2,83,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,1,0
2018-09-01,1,0,89,0,2,26,100,0,0,0,0,0,0,0,0,3,0,31,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,49,0,51,2,0,0
2018-10-01,0,0,0,6,2,0,70,0,0,0,0,0,0,4,0,0,0,29,0,0,0,0,2,0,0,0,0,0,28,0,1,0,31,0,0,0,0,0,0,0,0
2018-11-01,0,0,0,6,3,26,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,2,0,50,0,4,0,0,0,0,0,32,0,0,0,4,0,2,1,0
2018-12-01,0,49,0,8,0,75,47,47,0,0,0,0,0,4,0,3,93,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,32,0,56,0,0,0,2,0,0
