date,Apple,Apricot,Asparagus,Avocado,Banana,Beans,Broccoli,Cabbage,Carrots,Cauliflower,Celery,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Garlic,Grapefruit,Grapes,Greens,Guava,Kale,Lemons,Lettuce,Mushrooms,Okra,Onion,Oranges,Peaches,Peas,Peppers,Pineapple,Pomegranate,Potatoes,Pumpkin,Raisins,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tomato,Watermelon,Yams,Cassava
2016-02-01,4,0,0,28,2,0,0,7,6,0,0,0,0,0,0,91,38,0,46,0,0,0,9,0,0,7,0,0,0,0,0,0,0,40,0,1,0,0,3,44,59,0,0,4,4,0,0
2016-03-01,4,0,6,26,1,3,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,3,4,72,43,3,0,3,2,0,28,43,0,0,4,0,0
2016-04-01,4,0,0,53,2,6,0,7,0,0,0,0,6,0,30,0,36,0,85,24,0,0,4,35,0,6,2,0,42,0,0,3,4,25,0,3,0,0,2,0,57,0,29,4,12,0,0
2016-05-01,8,0,0,27,2,3,0,7,0,0,0,0,0,0,30,0,0,0,44,24,6,0,0,0,0,6,0,0,0,2,0,3,0,0,0,7,0,4,5,0,29,0,29,4,0,0,0
2016-06-01,6,24,6,54,1,0,0,0,4,56,0,0,0,0,61,0,0,0,0,0,0,0,5,0,27,6,2,0,64,2,0,0,4,25,0,2,0,0,2,41,0,0,29,0,4,100,0
2016-07-01,4,0,0,0,1,5,0,13,7,0,0,0,0,0,0,0,0,0,81,0,0,0,4,0,25,0,0,0,41,2,0,0,0,0,0,1,32,0,3,40,55,0,28,0,11,0,0
2016-08-01,6,0,0,25,2,3,21,6,5,0,0,0,0,0,0,0,35,0,41,0,0,0,4,0,25,6,2,0,0,0,0,0,0,23,42,3,31,0,0,0,54,0,27,4,0,0,0
2016-09-01,6,0,0,0,2,7,0,0,4,27,0,0,6,0,29,0,0,0,42,23,6,63,4,0,26,6,2,0,0,0,0,0,0,24,0,3,0,3,2,0,28,0,28,0,4,0,0
2016-10-01,8,0,6,52,1,4,0,6,0,0,3,0,6,0,0,0,0,0,41,23,0,0,7,0,26,6,0,0,0,0,0,3,0,32,0,3,0,10,4,0,28,0,0,15,5,0,0
2016-11-01,4,24,0,27,1,0,22,0,4,28,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,43,2,43,0,0,25,0,3,0,7,2,41,58,0,29,6,8,0,0
2016-12-01,0,0,0,0,2,6,0,0,4,0,0,0,0,0,34,0,0,0,0,0,7,0,5,0,31,11,0,0,0,2,0,0,0,43,0,2,0,0,3,0,33,0,0,0,5,0,0
2017-01-01,6,0,0,0,1,3,22,7,4,28,0,0,6,0,30,0,0,0,43,0,0,65,0,0,0,0,2,0,0,0,0,0,4,50,88,4,0,0,2,0,28,0,29,4,8,0,0
2017-02-01,11,0,0,41,2,3,22,7,8,0,0,0,6,0,60,0,0,0,0,24,6,0,9,0,0,6,5,0,43,0,0,0,4,0,0,2,0,0,5,0,29,0,29,4,4,0,0
2017-03-01,6,0,0,24,2,4,0,6,0,0,0,0,5,0,0,0,0,0,38,21,0,58,12,31,0,14,0,0,0,0,0,6,0,22,39,2,30,0,4,0,25,0,26,7,3,0,0
2017-04-01,8,0,0,26,1,0,21,0,0,0,0,0,0,0,0,0,36,0,42,0,12,0,9,0,0,6,0,0,0,2,0,0,4,24,44,2,0,0,3,0,69,0,28,0,4,0,0
2017-05-01,9,0,0,27,2,0,0,7,4,0,0,0,6,0,0,0,0,0,0,0,0,0,5,36,0,13,0,0,0,2,0,0,0,52,0,2,35,0,4,0,30,0,40,0,0,0,0
2017-06-01,5,0,0,29,2,5,24,0,0,30,3,0,6,0,0,0,40,0,47,0,0,0,5,0,0,0,0,0,46,2,0,7,0,0,0,2,37,0,2,0,0,0,63,8,4,0,0
2017-07-01,13,0,0,0,3,4,23,7,4,29,0,0,0,0,0,0,39,0,0,25,6,0,5,0,0,0,0,100,0,0,0,0,4,26,0,1,70,4,2,43,30,46,30,0,4,0,0
2017-08-01,6,0,0,51,3,5,21,6,6,27,0,0,6,0,0,0,36,0,41,0,0,0,0,0,26,6,0,0,0,0,41,0,0,0,0,2,0,3,2,0,27,0,28,4,0,0,0
2017-09-01,6,0,0,27,2,3,0,7,4,28,0,0,6,0,0,0,0,0,0,24,6,0,6,35,0,6,0,0,0,0,43,0,0,100,0,2,34,4,6,0,29,44,0,8,4,0,0
2017-10-01,8,0,0,0,3,5,0,6,4,27,0,0,6,0,44,0,0,6,0,0,6,64,7,0,0,6,0,0,42,0,0,3,0,49,0,3,33,0,4,0,0,0,42,11,8,0,0
2017-11-01,10,0,0,36,2,3,0,0,6,28,0,0,6,0,61,0,37,0,43,0,0,0,5,35,27,0,2,0,43,2,0,0,4,25,0,5,34,4,3,42,43,0,0,8,9,0,0
2017-12-01,10,28,0,31,2,5,0,8,4,0,0,0,0,0,0,0,0,0,100,0,7,0,5,0,0,0,3,0,100,0,0,8,5,44,51,2,40,4,3,0,0,51,34,4,5,0,0
2018-01-01,8,23,11,26,5,3,0,6,0,0,0,0,0,0,57,0,0,0,42,0,6,0,4,0,0,6,0,0,40,0,0,9,0,48,0,1,33,0,3,0,27,0,0,4,7,0,0
2018-02-01,4,0,0,0,1,4,21,0,0,0,0,63,0,0,30,0,37,0,85,0,6,0,0,0,0,0,2,0,42,2,0,3,8,25,0,2,0,0,5,0,43,44,29,4,4,0,100
2018-03-01,4,22,0,0,2,3,20,12,4,26,0,0,0,79,0,79,34,0,0,0,6,0,4,0,0,6,2,0,0,0,40,3,0,34,41,2,31,0,4,75,53,40,27,7,4,0,0
2018-04-01,4,0,0,52,2,5,21,0,5,27,3,0,6,0,0,0,0,0,42,23,0,0,4,0,0,6,2,0,0,0,42,0,4,24,0,3,0,0,4,41,83,0,57,7,8,98,0
2018-05-01,10,0,0,44,4,4,32,0,4,28,3,0,0,0,0,84,37,0,43,0,12,65,7,35,0,0,2,0,42,0,0,3,0,25,44,3,0,4,6,41,28,0,29,6,4,0,0
2018-06-01,4,0,6,52,2,3,43,7,4,27,0,0,0,83,29,0,36,0,42,0,6,0,9,34,0,6,2,0,62,0,0,0,4,24,0,4,33,3,3,0,42,0,29,0,4,0,0
2018-07-01,8,21,0,24,1,5,20,9,5,25,0,0,0,0,27,77,33,0,0,21,8,0,4,0,0,0,0,0,38,3,0,6,4,23,0,3,31,3,8,0,26,0,0,3,4,0,0
2018-08-01,6,0,0,49,2,3,0,6,4,0,3,0,0,0,0,78,0,0,39,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,31,0,5,38,26,40,27,4,4,0,0
2018-09-01,4,0,6,26,2,4,21,6,6,26,0,0,6,0,28,0,0,0,82,0,6,0,9,0,0,6,2,0,82,2,0,0,0,48,0,3,48,0,8,40,28,63,42,4,8,0,0
2018-10-01,8,0,5,49,1,3,20,6,7,0,0,0,5,0,28,0,34,0,40,0,0,0,4,33,0,0,2,0,0,0,0,0,0,0,0,4,31,3,4,38,0,0,27,7,4,0,0
2018-11-01,8,0,5,25,4,5,0,0,8,38,0,0,0,0,27,79,0,0,39,0,0,59,8,0,0,9,2,0,0,2,0,3,4,57,0,3,31,0,6,0,0,0,44,7,5,0,0
2018-12-01,6,0,0,29,2,3,0,7,4,0,0,0,0,92,0,92,0,0,92,26,0,0,5,0,0,9,0,0,46,2,46,3,0,67,0,1,0,4,4,0,61,0,62,0,4,0,0
