date,Apple,Avocado,Banana,Beans,Broccoli,Cabbage,Carrots,Cauliflower,Celery,Corn,Cranberries,Cucumber,Dates,Eggplant,Garlic,Grapes,Greens,Guava,Kale,Lemons,Lettuce,Lychee,Mushrooms,Okra,Onion,Oranges,Peaches,Pears,Peas,Peppers,Pineapple,Potatoes,Pumpkin,Spinach,Squash,Strawberries,Sweet Potato,Tomato,Watermelon,Yams,Cassava
2017-09-01,3,0,2,3,5,0,0,0,77,0,100,54,0,55,26,0,0,2,0,0,0,0,2,0,0,0,0,59,0,0,0,0,0,4,3,0,3,6,0,0,0
2017-10-01,0,2,2,4,0,0,0,0,0,0,0,54,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,23,0,4,0,0,0,8,27,0,0
2017-11-01,3,0,1,3,4,43,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,38,0,0
2017-12-01,3,0,2,3,0,0,0,0,0,0,0,54,0,54,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,4,35,0,4,0,0,5,4,27,0,0
2018-01-01,3,1,1,5,4,0,0,0,66,0,0,47,0,47,23,0,0,1,0,2,0,0,1,0,0,4,0,0,0,0,4,20,0,3,0,0,0,9,0,0,0
2018-02-01,3,1,1,2,4,41,26,68,0,3,0,0,0,0,24,57,0,2,100,0,0,95,1,95,0,0,0,0,0,0,0,21,2,0,0,0,0,0,48,0,0
2018-03-01,3,1,2,5,0,0,0,0,0,0,0,0,0,0,23,0,0,1,0,0,0,0,0,0,4,3,0,0,21,0,0,20,4,0,3,0,3,3,23,100,100
2018-04-01,0,3,2,3,0,45,0,0,0,0,0,54,0,55,0,0,0,1,0,0,4,0,0,0,0,4,0,0,0,89,5,35,2,4,0,0,3,8,27,0,0
2018-05-01,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,64,0,2,0,0,0,0,0,0,0,4,0,0,24,0,4,0,2,0,0,0,0,4,27,0,0
2018-06-01,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,2,0,0,0,0,2,0,5,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
2018-07-01,0,0,2,4,9,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,5,0,0,58,0,0,0,0,0,0,0,0,0,4,0,0,0
2018-08-01,3,0,2,4,0,0,0,0,71,6,0,50,0,50,0,0,0,1,0,0,4,0,2,0,0,0,0,0,0,82,4,0,0,0,0,0,0,7,24,0,0
2018-09-01,0,3,2,4,0,44,28,74,0,0,0,52,100,53,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,4,22,0,0,0,88,0,0,51,0,0
2018-10-01,3,2,2,3,0,0,27,0,0,0,0,100,0,0,49,59,0,2,0,0,4,0,3,0,0,0,0,0,23,0,4,43,0,0,3,82,3,5,49,0,0
2018-11-01,0,5,2,4,4,0,27,0,0,0,0,51,0,0,25,61,0,1,0,0,0,100,0,100,5,0,0,0,46,0,0,22,2,4,0,0,0,0,51,0,0
2018-12-01,0,2,0,3,0,45,0,0,0,3,0,0,0,54,26,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,23,2,0,7,0,0,4,0,0,0
