date,Apple,Apricot,Artichoke,Asparagus,Avocado,Bamboo Shoots,Banana,Beans,Beets,Blueberries,Bok Choy,Broccoli,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Kale,Lemons,Lettuce,Lychee,Mushrooms,Okra,Onion,Oranges,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Raisins,Rhubarb,Romaine Lettuce,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2012-12-01,4,0,100,0,11,0,3,45,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,3,9,0,0,8,0,3,0,41,0,0,0,0,62,0,0,0,3,7,99,8,100,0
2013-01-01,10,0,0,0,13,0,3,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,83,0,0,0,0,8,0,0,0,2,60,0,0,0,2,0,0,3,0,0,0,9,0,0,0,0,3,0,29,0,0,0,0,0,8,43,0,3,0,0,7,0,0
2013-02-01,4,0,0,0,7,0,3,44,0,0,0,6,80,0,0,0,5,0,0,100,8,0,55,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,9,0,0,0,61,8,100,12,0,0,0,90,61,0,0,45,6,0,0,0,0,0
2013-03-01,3,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,4,0,0,81,0,0,44,0,7,49,0,4,0,2,6,0,2,100,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,2,0,4,0,0,0,35,0,0,0,0,3,0,0,6,0,0
2013-04-01,7,0,0,35,6,0,5,35,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,7,0,0,4,0,2,0,0,2,49,0,0,0,4,0,0,0,0,0,0,0,0,0,0,97,0,81,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
2013-05-01,6,0,0,0,0,0,7,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,2,6,0,0,0,0,0,30,2,0,6,0,0,0,0,0,0,0,6,44,0,0,3,0,0,0,0,0,0,0,32,2,0,0,6,0,0
2013-06-01,4,37,0,30,9,0,5,0,0,0,0,2,0,0,0,0,0,0,0,67,6,0,0,0,0,0,0,0,5,0,0,0,2,0,0,45,28,2,0,0,0,0,0,2,6,0,2,0,41,4,0,0,0,0,0,30,41,0,0,0,0,5,0,0,67,0
2013-07-01,9,36,0,0,0,0,10,44,0,0,0,2,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,30,0,0,0,0,6,0,0,0,0,0
2013-08-01,6,35,0,28,9,0,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,2,0,0,2,0,0,43,0,0,0,0,2,4,39,2,0,0,2,5,38,0,63,3,47,0,0,0,39,0,28,0,3,0,0,7,0,0
2013-09-01,7,36,65,29,5,0,11,29,0,0,0,2,0,0,0,0,0,67,93,0,0,0,0,0,6,40,5,3,0,2,0,0,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,49,40,6,0,0,0,0,0,5,0,0
2013-10-01,6,0,0,0,0,0,7,0,0,0,0,0,53,0,83,0,0,70,0,67,0,0,74,0,0,41,5,0,5,2,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,100,2,0,0,4,0,3,0,0,0,30,0,0,0,0,4,0,65,0,0,0
2013-11-01,5,0,0,0,6,0,2,0,0,0,0,0,0,0,0,33,0,66,0,0,0,0,35,56,6,0,5,0,5,0,0,0,2,40,0,43,0,2,0,0,0,4,0,0,0,0,2,0,39,2,0,9,0,0,0,29,39,6,0,0,2,0,0,0,64,0
2013-12-01,0,33,0,27,4,0,4,27,0,0,0,2,0,0,75,0,0,0,0,0,5,0,0,0,5,0,0,3,0,0,0,0,2,0,0,40,0,0,0,5,2,0,0,0,5,0,2,0,0,3,0,3,0,0,100,0,0,5,0,27,2,0,0,10,0,0
2014-01-01,4,33,0,53,8,0,4,26,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,48,0,0,0,0,0,1,0,0,0,4,36,0,0,0,2,0,36,2,60,3,0,0,0,0,36,0,0,26,4,0,0,5,0,0
2014-02-01,2,39,0,0,0,0,7,63,0,0,0,2,0,0,0,36,0,72,100,0,0,0,0,0,0,0,5,0,6,2,0,0,2,0,0,48,0,0,0,6,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,43,12,31,32,5,0,0,6,0,0
2014-03-01,5,0,0,0,4,0,6,27,0,0,96,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,2,0,0,2,39,0,42,26,1,0,0,2,0,0,2,11,0,2,0,37,2,0,3,0,0,0,41,0,0,0,0,3,0,0,5,0,0
2014-04-01,4,0,0,0,9,0,4,55,0,0,0,0,49,0,0,0,3,0,0,0,0,0,34,54,5,0,5,0,0,4,0,0,2,0,0,0,26,1,0,5,2,4,0,0,0,0,2,0,38,3,0,3,0,100,0,28,38,0,28,0,8,0,0,7,0,100
2014-05-01,3,0,0,0,4,0,3,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,39,24,0,0,0,2,0,0,2,5,0,2,0,35,3,0,3,0,0,0,0,0,5,0,0,3,4,0,14,0,0
2014-06-01,5,30,0,24,0,0,7,48,0,0,0,0,0,66,0,0,0,0,0,0,0,0,30,0,0,33,6,0,0,0,0,0,1,0,0,72,30,1,55,5,0,0,0,0,0,0,2,4,0,0,54,3,80,0,0,24,0,5,0,0,5,0,0,11,0,0
2014-07-01,5,44,0,0,7,0,6,47,0,0,0,0,0,0,0,27,3,0,0,0,0,0,0,0,5,0,0,3,0,2,4,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,2,0,0,1,53,3,79,0,0,24,0,5,0,24,5,4,0,4,0,0
2014-08-01,8,30,0,72,7,0,10,47,0,0,42,0,43,0,0,0,3,0,0,54,4,0,30,0,0,0,0,0,0,2,4,0,1,0,0,73,0,0,0,0,0,3,33,0,10,0,2,0,0,1,54,0,0,0,0,0,33,0,0,0,4,0,0,6,53,0
2014-09-01,9,0,0,25,8,0,6,0,0,0,0,0,45,0,0,0,0,0,79,0,5,34,0,0,0,0,0,3,0,0,4,0,3,35,0,56,0,1,0,0,0,0,34,2,0,0,7,0,0,2,57,5,0,0,0,25,0,10,0,0,2,4,0,0,0,0
2014-10-01,6,31,0,25,8,0,7,50,0,0,0,2,0,0,0,29,0,0,0,0,0,0,0,49,5,0,4,0,5,2,4,0,3,0,0,57,0,1,0,0,0,5,0,2,10,0,4,0,0,3,0,0,43,0,94,26,35,0,0,26,2,0,56,0,0,0
2014-11-01,10,30,0,24,8,0,8,0,0,0,0,0,0,0,0,0,3,0,76,55,5,0,0,0,0,0,0,3,4,0,4,44,1,34,0,0,0,0,0,0,2,0,0,0,0,0,2,4,33,1,0,3,40,0,0,48,0,5,0,37,4,0,53,4,0,0
2014-12-01,3,31,57,0,6,0,6,0,0,0,44,2,90,0,0,0,3,0,81,0,5,0,0,0,0,0,0,3,0,2,9,0,1,0,0,38,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,3,0,0,0,26,35,10,25,26,2,0,0,9,0,0
2015-01-01,2,29,0,0,9,0,8,36,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,1,34,0,36,23,0,0,5,2,0,0,0,5,80,0,0,33,1,0,3,0,0,0,36,33,7,24,0,2,0,0,4,0,0
2015-02-01,5,32,0,26,6,0,4,39,0,0,0,4,47,0,0,0,6,61,0,0,5,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,2,0,7,44,0,0,27,36,0,0,0,3,0,0,9,0,0
2015-03-01,6,28,50,34,4,0,11,45,0,0,40,2,41,0,0,0,0,0,0,0,0,0,57,0,4,31,8,5,0,2,0,0,0,0,0,0,0,0,53,4,3,3,0,2,5,0,0,0,0,1,0,2,39,0,0,23,31,0,0,0,2,0,0,4,0,0
2015-04-01,4,0,0,24,4,0,9,23,0,100,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,3,4,2,0,43,1,0,0,36,22,1,0,5,0,3,0,0,5,80,3,0,0,1,0,0,0,0,0,24,0,0,0,24,0,4,0,6,0,0
2015-05-01,4,28,0,23,4,0,9,0,0,0,0,0,41,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,1,0,0,34,21,0,0,0,0,3,0,0,0,0,2,0,0,0,0,5,0,0,0,34,0,9,0,0,3,4,0,8,0,83
2015-06-01,8,53,0,0,4,0,8,42,0,0,38,0,0,59,0,25,0,0,0,0,0,0,26,0,4,0,0,3,4,1,0,0,1,30,0,32,20,0,0,0,0,0,0,1,9,72,3,4,0,2,48,2,0,0,0,43,0,0,0,0,5,0,0,11,0,0
2015-07-01,7,24,0,20,6,0,11,19,0,82,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,27,3,2,0,1,0,0,2,28,0,0,0,0,45,4,0,6,0,3,4,0,3,0,0,1,0,2,0,0,0,0,0,4,0,0,2,0,43,3,0,0
2015-08-01,8,24,0,19,5,0,3,19,0,0,0,1,35,0,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2,0,24,29,0,1,0,0,1,3,0,0,4,0,1,0,0,2,0,2,33,0,0,20,27,4,0,0,1,3,0,7,0,0
2015-09-01,6,49,0,0,3,0,6,40,0,85,0,1,36,55,0,0,0,0,0,0,4,27,25,0,4,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,67,0,0,82,2,0,2,0,0,0,30,0,0,0,0,2,3,0,4,0,0
2015-10-01,6,0,0,31,8,0,7,51,37,86,0,0,37,0,0,0,0,0,0,0,0,0,25,40,8,0,4,2,0,0,0,0,0,30,0,47,39,1,0,8,0,0,29,0,0,0,0,0,28,2,0,4,35,0,0,21,0,7,0,0,2,0,0,4,0,0
2015-11-01,9,26,48,0,7,0,6,21,0,0,0,2,57,0,0,0,0,0,0,0,4,0,0,0,0,0,6,4,4,1,0,38,2,30,0,64,20,2,0,4,2,0,0,0,4,0,2,0,0,1,0,0,0,0,0,21,29,0,0,21,2,0,0,5,0,0
2015-12-01,8,28,0,0,9,0,7,22,41,95,0,0,0,0,0,26,3,52,0,0,0,31,0,0,0,0,4,3,0,2,4,0,1,32,0,0,21,0,0,0,0,0,0,0,5,0,2,0,31,1,0,2,38,0,84,23,31,4,0,45,2,0,0,4,0,0
2016-01-01,4,50,0,20,13,0,8,30,36,84,0,1,0,0,0,23,0,46,0,0,0,28,0,0,0,0,3,2,4,2,0,37,1,29,0,0,0,0,46,0,1,0,0,3,0,0,0,0,0,1,0,3,34,0,0,51,0,6,20,20,3,3,44,4,0,0
2016-02-01,5,26,0,21,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,47,20,1,0,0,0,3,0,0,4,0,1,0,0,3,0,2,0,0,0,21,28,0,0,0,2,0,0,4,0,0
2016-03-01,7,0,0,18,6,0,8,54,0,77,32,1,66,0,0,21,3,0,0,0,7,0,23,0,0,0,3,2,3,1,5,34,2,0,0,55,17,1,42,0,0,3,0,0,4,0,2,0,25,2,42,2,31,0,0,0,25,4,0,0,3,0,0,3,0,0
2016-04-01,7,0,0,18,3,0,5,36,0,0,0,0,0,100,0,0,0,43,0,0,0,0,23,0,0,0,3,0,0,1,3,0,2,0,23,55,17,0,42,0,0,0,0,1,0,0,1,0,25,2,0,2,0,0,0,28,0,0,0,0,1,6,0,7,0,0
2016-05-01,8,42,0,0,4,0,7,67,0,71,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,23,3,2,0,1,0,0,4,0,0,0,16,1,0,0,1,2,0,0,3,0,2,0,23,2,0,2,0,0,0,17,23,0,0,0,2,0,0,6,0,61
2016-06-01,5,21,0,17,3,0,8,25,0,70,29,0,30,0,0,19,0,0,0,0,3,0,83,0,3,0,6,4,3,1,3,0,1,35,0,25,24,1,38,3,0,2,0,0,0,56,2,3,0,1,0,2,28,0,0,17,0,0,0,0,2,3,0,3,0,0
2016-07-01,7,31,0,16,3,0,4,25,0,0,29,1,0,0,0,0,2,38,0,0,0,0,0,0,7,0,0,2,6,1,3,0,2,0,0,0,15,0,0,3,1,3,0,0,0,0,3,0,23,0,37,3,27,0,0,0,23,3,0,0,1,0,0,4,0,0
2016-08-01,6,0,38,17,5,0,7,42,31,0,0,1,31,0,0,0,2,0,0,39,3,0,84,0,3,0,0,4,3,0,0,0,3,24,0,26,16,1,0,0,1,2,24,0,5,0,2,0,24,0,0,2,29,0,0,34,0,3,0,0,2,3,38,3,0,0
2016-09-01,9,43,0,0,6,0,4,34,0,0,0,1,0,0,0,0,2,0,0,0,3,0,21,0,3,0,3,4,3,1,3,0,4,25,0,26,17,1,0,3,1,3,24,1,0,0,1,0,24,0,79,3,0,0,0,35,48,3,0,17,3,0,0,4,0,0
2016-10-01,5,0,0,0,6,0,9,19,0,0,0,1,34,0,0,0,2,0,0,43,4,0,24,37,4,26,0,4,0,3,3,34,2,0,0,0,0,1,0,4,0,0,0,0,4,0,1,0,0,1,0,2,32,0,0,0,0,0,0,19,1,3,0,3,0,0
2016-11-01,6,44,0,0,6,0,6,62,32,0,0,0,0,0,0,0,2,0,56,0,3,24,22,35,5,0,6,6,0,1,6,0,2,38,0,0,0,0,0,7,0,0,0,1,4,0,0,0,0,1,0,3,0,0,0,36,49,5,18,18,3,6,0,13,0,0
2016-12-01,5,0,0,16,5,0,5,32,0,0,0,1,29,45,0,19,2,0,51,0,3,22,0,0,3,0,3,0,0,1,3,0,1,23,0,49,15,1,0,3,1,0,0,0,7,54,0,0,22,2,0,2,0,0,0,16,0,3,0,16,3,3,36,4,0,0
2017-01-01,4,19,35,16,5,0,7,16,0,0,0,1,56,0,0,0,3,0,50,0,0,22,20,0,3,0,0,0,0,0,3,28,3,0,0,23,0,1,0,0,1,0,0,1,0,0,1,0,21,1,0,2,53,0,0,24,0,3,0,47,3,2,0,3,0,0
2017-02-01,3,20,0,0,6,0,8,48,0,69,0,1,29,0,0,19,4,38,52,37,0,0,20,0,0,0,3,3,3,2,3,30,2,23,0,0,15,1,0,3,1,0,0,1,0,0,2,0,0,1,0,2,27,0,0,16,22,0,0,0,1,3,0,3,0,0
2017-03-01,7,0,0,14,2,0,7,35,0,0,0,2,0,39,0,0,2,33,0,32,0,0,17,0,3,0,2,3,3,2,4,0,1,30,0,86,0,1,0,3,1,2,0,1,3,0,0,0,19,1,0,3,24,0,53,0,0,3,0,14,2,2,31,3,0,52
2017-04-01,6,18,0,0,2,0,7,28,0,60,25,1,0,0,0,16,0,65,0,0,0,0,18,28,0,19,2,2,0,2,0,0,2,20,0,21,0,1,0,9,0,2,0,0,4,0,2,0,39,1,0,3,0,0,0,21,20,3,0,0,2,2,0,9,0,0
2017-05-01,7,35,0,14,7,0,9,42,0,0,0,2,25,0,0,0,2,0,0,32,3,0,0,0,3,0,5,2,0,1,0,0,1,0,0,21,13,0,0,3,1,6,0,1,3,48,3,0,20,2,0,2,60,0,53,14,0,0,0,14,2,4,0,13,0,0
2017-06-01,5,30,32,22,4,0,10,36,0,61,25,2,0,0,0,0,0,33,0,0,0,0,36,0,4,20,3,2,3,1,3,0,1,0,0,0,14,1,0,0,1,3,0,0,6,0,2,0,0,1,0,2,24,0,0,44,0,0,0,15,2,2,0,0,0,0
2017-07-01,8,53,0,14,2,0,10,43,0,60,0,0,39,0,0,16,2,33,46,0,3,0,18,0,3,0,2,2,3,1,0,26,3,0,0,0,0,0,66,3,1,3,0,0,9,0,2,0,20,1,0,2,24,0,0,22,20,3,0,0,3,2,0,5,0,0
2017-08-01,6,36,32,0,5,0,7,50,0,0,0,1,0,0,0,16,2,33,0,33,5,0,0,28,0,0,2,0,0,1,3,26,1,0,0,22,14,0,33,3,0,2,0,2,3,0,1,0,0,0,0,3,48,53,0,29,0,3,0,14,2,2,0,5,0,0
2017-09-01,7,0,0,0,3,100,8,44,0,0,0,0,0,0,100,0,0,41,0,0,0,0,22,35,0,0,3,3,3,0,0,0,4,25,0,27,0,1,41,3,0,3,0,0,4,60,2,0,0,0,40,0,30,0,0,18,74,3,0,18,4,3,0,3,0,0
2017-10-01,6,65,0,0,7,0,9,0,32,0,0,1,31,0,0,20,2,0,55,0,0,0,22,0,0,0,3,2,0,1,0,0,2,0,0,26,0,1,0,0,0,0,0,1,5,0,1,0,24,1,39,3,30,0,0,29,24,7,0,18,3,3,0,6,0,0
2017-11-01,5,51,0,16,3,0,9,49,29,0,43,2,58,0,0,0,2,0,0,0,0,0,0,0,3,0,3,2,0,1,0,29,2,0,0,49,0,1,0,0,0,5,0,1,3,0,2,0,22,2,36,2,0,0,0,17,22,3,0,0,2,0,0,5,0,0
2017-12-01,8,20,0,16,5,0,8,47,29,67,0,1,56,0,0,0,2,37,0,0,0,0,49,0,3,22,3,2,3,0,3,29,1,0,0,0,20,0,0,0,1,2,0,0,0,0,1,0,22,1,36,2,27,0,0,16,22,3,0,0,3,2,0,6,0,0
2018-01-01,7,19,0,0,4,0,6,38,28,0,0,1,0,0,0,17,2,0,0,0,0,0,0,0,3,21,4,0,0,2,0,0,2,0,0,23,22,2,0,6,0,3,0,1,0,0,2,3,21,2,35,3,26,56,0,15,21,3,0,31,1,2,0,3,0,0
2018-02-01,4,41,0,0,3,0,7,33,0,0,0,3,30,0,0,0,2,0,0,0,0,0,0,0,3,0,3,0,0,1,0,30,1,23,0,25,16,0,38,3,0,0,0,1,3,0,1,0,23,2,74,4,0,0,0,17,34,0,0,17,2,3,0,4,0,0
2018-03-01,8,18,0,0,3,0,7,65,0,0,25,1,26,0,0,33,0,0,46,0,3,20,18,0,0,20,3,2,0,1,3,0,2,0,0,33,14,2,0,6,2,0,0,0,6,0,2,0,20,2,0,4,37,0,0,22,20,0,0,22,3,2,0,4,0,0
2018-04-01,4,35,0,0,4,0,7,63,25,59,0,0,100,0,0,0,2,32,0,0,3,0,26,0,0,0,2,2,5,2,0,0,1,0,0,53,13,0,0,5,0,3,0,0,3,0,1,2,19,1,32,3,24,0,0,14,29,4,0,0,3,4,0,2,0,0
2018-05-01,4,16,0,0,3,0,8,32,0,0,0,1,0,0,0,15,3,0,0,0,2,0,16,0,3,18,3,1,2,1,0,24,1,0,0,29,30,1,0,0,0,4,18,0,3,0,1,0,18,1,0,3,21,0,0,19,36,2,0,0,2,3,0,11,0,0
2018-06-01,4,23,0,0,2,0,8,12,0,0,0,0,22,0,0,0,3,0,0,28,2,0,15,0,2,17,0,1,0,2,0,0,2,0,0,37,19,1,28,2,1,2,0,0,5,0,2,0,0,1,0,3,21,0,46,12,34,2,0,0,3,2,27,9,0,0
2018-07-01,5,15,0,18,4,0,5,30,0,52,0,1,44,0,0,0,0,0,0,0,2,17,15,24,0,0,0,1,0,1,4,0,1,17,0,37,12,0,0,2,0,2,0,1,2,41,3,0,17,1,0,1,41,0,0,24,0,0,0,12,2,2,0,5,0,0
2018-08-01,3,16,0,26,4,0,4,38,23,0,0,0,23,0,0,0,0,30,40,0,5,0,0,0,3,0,2,2,0,2,2,0,2,27,0,0,12,1,29,2,1,0,0,1,5,0,2,0,18,1,0,2,43,0,0,13,44,3,0,13,3,4,0,6,29,0
2018-09-01,6,17,0,14,3,0,9,27,24,0,24,2,24,0,0,16,2,0,43,0,3,19,0,0,3,0,5,2,2,1,0,0,2,0,17,31,0,1,31,0,1,2,0,0,3,0,0,0,19,1,30,4,45,0,50,32,28,3,14,14,2,2,0,5,0,0
2018-10-01,10,36,32,0,8,81,10,43,26,0,25,0,0,0,0,0,3,34,0,0,4,0,54,29,3,0,3,5,3,1,3,26,3,31,18,44,0,1,0,4,0,3,20,1,4,98,1,0,20,1,0,2,24,0,54,37,40,0,0,0,3,2,0,3,0,0
2018-11-01,8,30,0,0,6,0,8,22,0,0,51,1,0,0,0,0,2,0,0,0,0,20,18,29,0,20,0,2,3,1,3,0,2,42,18,44,14,1,0,3,1,2,0,1,4,0,1,3,20,1,33,2,25,54,55,30,20,6,15,30,2,2,0,5,0,0
2018-12-01,11,33,29,0,7,0,5,46,0,0,23,1,24,36,0,0,2,61,0,0,2,0,17,26,4,0,3,2,0,2,7,24,2,0,0,20,13,1,31,3,3,2,18,1,4,0,1,2,0,3,30,3,0,0,50,22,18,7,13,27,2,2,0,5,0,0
