date,Apple,Apricot,Asparagus,Avocado,Banana,Beans,Broccoli,Cabbage,Carrots,Cauliflower,Celery,Corn,Cranberries,Cucumber,Dates,Eggplant,Garlic,Grapefruit,Grapes,Greens,Guava,Kale,Lettuce,Mushrooms,Napa,Onion,Passion Fruit,Peaches,Peas,Peppers,Pineapple,Pomegranate,Potatoes,Pumpkin,Sprouts,Squash,Strawberries,Sweet Potato,Tomato,Watermelon
2017-12-01,1,0,10,0,1,5,0,0,0,0,0,28,0,0,0,0,0,31,0,0,0,0,3,0,0,0,0,100,0,0,3,9,0,0,0,0,0,3,0,1
2018-01-01,0,0,0,0,2,0,0,0,85,0,3,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,13,0,0,0,1
2018-02-01,1,0,0,3,2,3,10,0,0,0,0,0,47,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,3,0,1
2018-03-01,1,0,0,0,1,3,8,29,0,0,0,0,41,0,0,0,19,0,0,0,12,0,0,0,0,0,6,0,0,0,0,0,3,12,51,0,0,0,3,2
2018-04-01,0,0,0,2,1,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,3
2018-05-01,1,43,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,29,0,0,0,84,2,0,0,58,0,0,3,0,3,0,3,0,0,0,0,0,4,0
2018-06-01,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27,3,0,3,0,6,0,0,0,0,0,0,0,0,0
2018-07-01,0,0,0,0,2,0,0,0,0,0,0,26,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-08-01,1,42,0,0,1,0,0,28,0,0,0,0,0,0,0,0,0,29,0,0,23,0,2,0,100,0,3,0,3,0,3,0,9,0,0,0,0,2,3,1
2018-09-01,1,0,0,2,1,0,0,30,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,0
2018-10-01,1,0,0,2,2,0,0,0,0,0,0,0,40,0,0,0,0,0,11,0,12,0,0,0,0,0,0,0,0,0,4,0,3,23,0,0,0,0,0,0
2018-11-01,1,91,0,0,1,6,9,31,91,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,6,0,3,0,6,0,0,0,53,0,0,3,3,1
2018-12-01,1,34,8,2,1,2,10,22,0,25,0,0,0,0,0,0,22,23,0,2,0,66,0,2,0,0,5,0,2,0,2,0,7,0,77,0,0,0,2,1
